store_id,pick_up_lat,pick_up_lng
s1,4.807988,-75.698245
s2,4.809653,-75.678488
s3,4.807934,-75.687068
s4,4.808411,-75.689017
s5,4.809249,-75.742135
s6,4.806845,-75.683771
s7,4.811143,-75.693125
s8,4.813253,-75.695817
s9,4.803890508,-75.68497506
s10,4.811144201,-75.69198044
s11,4.808757,-75.691009
s12,4.804464,-75.690076
s13,4.808464244,-75.690004
s14,4.8074472,-75.6846753
s15,4.806441,-75.688878
s16,4.802669,-75.694975
s17,4.811407244,-75.6904913
s18,4.809302,-75.740562
s19,4.8091097,-75.7415858
s20,4.811073,-75.693117
s21,4.808758126,-75.68987978
s22,4.811204,-75.693312
s23,4.812399,-75.77302
s24,4.807682,-75.689498
s25,4.812135,-75.694512
s26,4.820059618,-75.68446767
s27,4.809250947,-75.74064168
s28,4.807006,-75.683774
s29,4.808150123,-75.72615579
s30,4.835715,-75.669585
s31,4.8292183,-75.6770416
s32,4.807388,-75.683625
s33,4.805889727,-75.73751986
s34,4.80727,-75.683757
s35,4.811244,-75.691009
s36,4.811071,-75.693119
s37,4.80727966,-75.81788304
s38,4.809182,-75.697816
s39,4.806945,-75.683506
s40,4.810833,-75.6935
s41,4.825093,-75.676586
s42,4.804508,-75.687265
s43,4.805665,-75.737934
s44,4.803394,-75.694772
s45,4.806692,-75.68465
s46,4.80709099,-75.68383983
s47,4.80646637,-75.68411717
s48,4.803224,-75.697282
s49,4.807982,-75.687071
s50,4.808111,-75.691403
s51,4.806488,-75.682238
s52,4.806794,-75.685447
s53,4.807302585,-75.68390327
s54,4.809223,-75.741798
s55,4.810918971,-75.69322831
s56,4.814854327,-75.69836533
s57,4.807062,-75.683784
s58,4.825874,-75.67934
s59,4.807083,-75.683778
s60,4.792196,-75.710936
s61,4.8111428,-75.69328513
s62,4.806217,-75.683348
s63,4.807270138,-75.68367672
s64,4.80727,-75.683549
s65,4.806747,-75.683759
s66,4.808316,-75.681029
s67,4.835755928,-75.66949331
s68,4.8029,-75.694972
s69,4.803530227,-75.69710776
s70,4.809011582,-75.6818945
s71,4.814885,-75.695052
s72,4.808294,-75.68689
s73,4.805732272,-75.68352013
s74,4.808658,-75.679497
s75,4.807241053,-75.68353724
s76,4.812759278,-75.77425142
s77,4.81695,-75.693998
s78,4.806182,-75.688802
s79,4.809002,-75.740603
s80,4.803549,-75.684791
s81,4.805868,-75.683569
s82,4.808773,-75.683006
s83,4.835392294,-75.66907933
s84,4.806687,-75.683304
s85,4.802093,-75.693135
s86,4.814161,-75.694233
s87,4.809304664,-75.74049505
s88,4.802688667,-75.69506845
s89,4.807645,-75.683742
s90,4.807317,-75.720848
s91,4.814039,-75.76385
s92,4.807059,-75.683783
s93,4.809223,-75.741789
s94,4.807064,-75.683782
s95,4.80844,-75.686976
s96,4.806784,-75.721591
s97,4.810258063,-75.69421525
s98,4.8067397,-75.7473048
s99,4.807281,-75.68586
s100,4.809498,-75.740748
s101,4.808213,-75.687051
s102,4.808727866,-75.74240621
s103,4.808977772,-75.74050319
s104,4.803741,-75.684179
s105,4.808349,-75.689437
s106,4.82888565,-75.67916566
s107,4.795354,-75.710026
s108,4.813942,-75.694511
s109,4.826706,-75.678862
s110,4.806147183,-75.68234894
s111,4.806944,-75.747842
s112,4.807557,-75.721374
s113,4.807227,-75.683495
s114,4.808575,-75.679527
s115,4.809192,-75.740626
s116,4.806623,-75.742635
s117,4.809352,-75.741806
s118,4.807577597,-75.72125573
s119,4.809174,-75.691039
s120,4.811180692,-75.69337109
s121,4.812972152,-75.77510696
s122,4.80843733,-75.6873389
s123,4.807145105,-75.68370817
s124,4.829109,-75.675917
s125,4.807482854,-75.68613706
s126,4.835764,-75.670016
s127,4.810835,-75.690965
s128,4.803658304,-75.697308
s129,4.8112683,-75.693181
s130,4.814771,-75.699171
s131,4.812592,-75.773236
s132,4.807250958,-75.68375264
s133,4.811287881,-75.6917032
s134,4.804632,-75.737965
s135,4.799854,-75.760108
s136,4.8056928,-75.6829708
s137,4.803573,-75.832082
s138,4.807176532,-75.68649346
s139,4.806118,-75.697325
s140,4.807444449,-75.68480429
s141,4.814286,-75.694137
s142,4.842154,-75.663185
s143,4.807578,-75.687036
s144,4.807618607,-75.68631921
s145,4.80636,-75.682371
s146,4.807515442,-75.72142014
s147,4.808948,-75.681425
s148,4.808897,-75.682122
s149,4.808729,-75.68055
s150,4.807159707,-75.6849191
s151,4.823360598,-75.68942718
s152,4.828301,-75.680808
s153,4.815202,-75.707602
s154,4.82754,-75.679893
s155,4.800826,-75.742917
s156,4.811934761,-75.70478962
s157,4.807643,-75.721734
s158,4.808789,-75.688947
s159,4.808884,-75.688854
s160,4.80654,-75.737671
s161,4.808339,-75.690384
s162,4.8065,-75.697369
s163,4.827878,-75.679994
s164,4.802649,-75.709565
s165,4.808245,-75.686782
s166,4.806105484,-75.68413707
s167,4.808901,-75.682222
s168,4.826105385,-75.68348993
s169,4.809083,-75.682758
s170,4.803895,-75.69625
s171,4.802097,-75.738494
s172,4.811176,-75.693056
s173,4.814012,-75.713595
s174,4.80721251,-75.69922317
s175,4.826726,-75.678943
s176,4.839051,-75.6666578
s177,4.817668,-75.679895
s178,4.795476,-75.692146
s179,4.799471,-75.705748
s180,4.8082184,-75.6887818
s181,4.808348,-75.690389
s182,4.809363,-75.741384
s183,4.80768936,-75.72118558
s184,4.804884,-75.695473
s185,4.806181,-75.805234
s186,4.805616,-75.748077
s187,4.826652741,-75.67761671
s188,4.789967,-75.730437
