courier_id,vehicle,on_lat,on_lng,on_time,off_time
c1,motorcycle,4.825296709,-75.68160921,0:37:00,22:37:00
c2,motorcycle,4.791769952,-75.68594366,0:37:00,23:20:00
c3,motorcycle,4.811152965,-75.70357114,0:37:00,23:58:00
c4,motorcycle,4.80869682,-75.67355186,0:37:00,0:38:00
c5,motorcycle,4.808012446,-75.70321172,0:37:00,23:58:00
c6,motorcycle,4.80583512,-75.69687635,0:37:00,23:58:00
c7,motorcycle,4.814187026,-75.69169432,0:37:00,16:31:00
c8,motorcycle,4.811249285,-75.70360869,0:37:00,1:20:00
c9,motorcycle,4.808554876,-75.7004115,0:37:00,23:51:00
c10,motorcycle,4.807829946,-75.69833547,0:37:00,23:58:00
c11,car,4.812356958,-75.68940371,0:37:00,23:58:00
c12,motorcycle,4.808559945,-75.69696754,0:37:00,23:58:00
c13,motorcycle,4.804484114,-75.70116252,0:37:00,22:50:00
c14,motorcycle,4.811239146,-75.70356578,0:37:00,23:58:00
c15,motorcycle,4.797868492,-75.72458357,0:37:00,21:36:01
c16,motorcycle,4.7878386,-75.6704405,0:37:00,21:05:01
c17,motorcycle,4.62089933,-75.63706309,0:37:00,23:13:00
c18,motorcycle,4.807819807,-75.69836766,0:37:00,23:58:00
c19,car,4.814187026,-75.69169432,0:37:00,18:31:01
c20,motorcycle,4.806631023,-75.68349212,0:37:00,23:58:00
c21,motorcycle,4.833549761,-75.6651029,0:37:00,20:53:01
c22,motorcycle,4.860765062,-75.66220611,0:37:00,23:58:00
c23,motorcycle,4.82811025,-75.698255,0:37:00,14:07:00
c24,walking,4.829585457,-75.66753834,1:17:00,3:24:00
c25,motorcycle,4.809264598,-75.7614693,6:01:00,16:08:01
c26,motorcycle,4.8147472,-75.69254726,6:01:00,6:02:00
c27,motorcycle,4.811718208,-75.68614751,6:01:00,21:01:01
c28,motorcycle,4.804866857,-75.74306935,6:40:00,22:57:00
c29,motorcycle,4.811365882,-75.69460183,6:40:00,17:53:01
c30,motorcycle,4.803404323,-75.73755473,6:40:00,23:24:00
c31,motorcycle,4.797072589,-75.74659914,6:40:00,19:27:02
c32,motorcycle,4.813084423,-75.68808407,6:40:00,23:58:00
c33,motorcycle,4.833952782,-75.69233268,6:40:00,22:08:01
c34,car,4.803237031,-75.74701756,6:40:00,19:14:01
c35,motorcycle,4.81628831,-75.67953855,6:42:00,22:21:00
c36,motorcycle,4.80888439,-75.68447381,6:47:00,21:39:01
c37,motorcycle,4.820997822,-75.67566007,6:53:00,20:44:01
