store_id,pick_up_lat,pick_up_lng
s1,11.008924,-74.825465
s2,11.00199019,-74.82784679
s3,11.011667,-74.806478
s4,11.011667,-74.806478
s5,11.008924,-74.825465
s6,11.011667,-74.806478
s7,10.99445851,-74.81166121
s8,10.99445851,-74.81166121
s9,11.005831,-74.793654
s10,11.004795,-74.792475
s11,11.005831,-74.793654
s12,11.005831,-74.793654
s13,11.00199019,-74.82784679
s14,10.98807737,-74.79775201
s15,11.00199019,-74.82784679
s16,10.98807737,-74.79775201
s17,11.00728073,-74.81635984
s18,10.98807737,-74.79775201
s19,10.98807737,-74.79775201
s20,11.002444,-74.821036
s21,11.00728073,-74.81635984
s22,10.98807737,-74.79775201
s23,11.01679682,-74.81058379
s24,11.008581,-74.825582
s25,11.00728073,-74.81635984
s26,11.01679682,-74.81058379
s27,11.0031934,-74.8104183
s28,11.00728073,-74.81635984
s29,11.002444,-74.821036
s30,11.024013,-74.812548
s31,11.0150915,-74.8266366
s32,11.0150915,-74.8266366
s33,10.98807737,-74.79775201
s34,11.0150915,-74.8266366
s35,11.004358,-74.8065953
s36,11.009937,-74.812539
s37,11.008581,-74.825582
s38,11.00001135,-74.79727666
s39,11.0031934,-74.8104183
s40,11.01679682,-74.81058379
s41,10.98807737,-74.79775201
s42,10.991946,-74.814688
s43,11.024013,-74.812548
s44,11.00614301,-74.81711771
s45,11.005253,-74.819972
s46,11.002444,-74.821036
s47,11.002444,-74.821036
s48,11.00400215,-74.8124962
s49,10.999115,-74.810063
s50,11.00199019,-74.82784679
s51,11.016808,-74.824119
s52,11.003193,-74.809796
s53,11.024013,-74.812548
s54,11.018556,-74.864753
s55,11.005361,-74.813372
s56,11.005361,-74.813372
s57,11.00400215,-74.8124962
s58,11.009985,-74.812551
s59,11.016808,-74.824119
s60,11.017996,-74.814134
s61,11.003193,-74.809796
s62,11.008581,-74.825582
s63,11.00001135,-74.79727666
s64,11.009985,-74.812551
s65,11.004996,-74.817723
s66,11.01679682,-74.81058379
s67,11.00400215,-74.8124962
s68,11.00001135,-74.79727666
s69,11.0015957,-74.8048809
s70,11.004996,-74.817723
s71,11.00058623,-74.80903431
s72,11.0015957,-74.8048809
s73,11.004996,-74.817723
s74,11.00374338,-74.81766657
s75,11.01294804,-74.80888872
s76,11.01521,-74.827207
s77,11.00001135,-74.79727666
s78,10.999115,-74.810063
s79,10.990179,-74.788248
s80,10.998947,-74.814633
s81,11.004461,-74.813823
s82,11.00001135,-74.79727666
s83,10.991946,-74.814688
s84,11.01679682,-74.81058379
s85,11.00374338,-74.81766657
s86,11.008717,-74.818175
s87,11.00400215,-74.8124962
s88,11.01679682,-74.81058379
s89,11.005361,-74.813372
s90,11.003193,-74.809796
s91,10.998259,-74.819448
s92,10.997633,-74.803747
s93,11.0015957,-74.8048809
s94,11.00199019,-74.82784679
s95,10.998259,-74.819448
s96,11.016808,-74.824119
s97,11.00001135,-74.79727666
s98,11.0015957,-74.8048809
s99,10.98807737,-74.79775201
s100,11.0015957,-74.8048809
s101,11.00001135,-74.79727666
s102,11.016808,-74.824119
s103,10.999115,-74.810063
s104,10.926831,-74.780344
s105,10.998947,-74.814633
s106,11.008717,-74.818175
s107,11.002444,-74.821036
s108,11.005253,-74.819972
s109,11.01408,-74.806739
s110,10.98807737,-74.79775201
s111,11.009985,-74.812551
s112,11.009985,-74.812551
s113,11.00374338,-74.81766657
s114,11.01679682,-74.81058379
s115,11.00199019,-74.82784679
s116,10.983004,-74.793561
s117,11.0031934,-74.8104183
s118,11.002171,-74.827815
s119,11.00400215,-74.8124962
s120,10.998947,-74.814633
s121,11.016808,-74.824119
s122,11.0015957,-74.8048809
s123,11.016808,-74.824119
s124,11.002476,-74.821344
s125,11.0015957,-74.8048809
s126,10.98922942,-74.81244028
s127,11.015564,-74.829614
s128,11.008717,-74.818175
s129,11.00199019,-74.82784679
s130,11.01568229,-74.83104683
s131,10.998947,-74.814633
s132,11.01534565,-74.8262951
s133,11.00723825,-74.81593795
s134,11.0097393,-74.7961122
s135,11.0015957,-74.8048809
s136,11.0015957,-74.8048809
s137,11.002444,-74.821036
s138,11.002476,-74.821344
s139,10.988832,-74.812392
s140,11.0015957,-74.8048809
s141,10.999115,-74.810063
s142,11.002444,-74.821036
s143,11.024013,-74.812548
s144,11.01679682,-74.81058379
s145,11.002476,-74.821344
s146,10.998947,-74.814633
s147,11.0150915,-74.8266366
s148,10.989485,-74.812466
s149,11.0015957,-74.8048809
s150,11.00199019,-74.82784679
s151,11.01555345,-74.82973668
s152,10.998947,-74.814633
s153,11.024013,-74.812548
s154,11.0150915,-74.8266366
s155,11.000471,-74.825192
s156,11.004358,-74.8065953
s157,11.00199019,-74.82784679
s158,11.00728073,-74.81635984
s159,11.00374338,-74.81766657
s160,11.0015957,-74.8048809
s161,10.984945,-74.813384
s162,10.993975,-74.805634
s163,10.990179,-74.788248
s164,11.005208,-74.817583
s165,11.000471,-74.825192
s166,11.00429706,-74.80631483
s167,11.004988,-74.82706
s168,11.00641945,-74.82885525
s169,10.989705,-74.788554
s170,11.002476,-74.821344
s171,10.989485,-74.812466
s172,10.984864,-74.798904
s173,11.00337881,-74.81520398
s174,11.01534565,-74.8262951
s175,11.00374338,-74.81766657
s176,10.994995,-74.823817
s177,11.009985,-74.812551
s178,10.999969,-74.830569
s179,11.00199019,-74.82784679
s180,11.01534565,-74.8262951
s181,10.994995,-74.823817
s182,11.016808,-74.824119
s183,10.998947,-74.814633
s184,11.017996,-74.814134
s185,11.002559,-74.827875
s186,11.01294804,-74.80888872
s187,11.0015957,-74.8048809
s188,11.004996,-74.817723
s189,11.002171,-74.827815
s190,11.00432084,-74.80372232
s191,11.008717,-74.818175
s192,11.0060901,-74.8132367
s193,11.004728,-74.814366
s194,11.008103,-74.817583
s195,11.01534565,-74.8262951
s196,11.0094673,-74.8107011
s197,10.983004,-74.793561
s198,11.013783,-74.836493
s199,11.01536511,-74.82813772
s200,11.00432084,-74.80372232
s201,11.01534565,-74.8262951
s202,11.004097,-74.802973
s203,11.024013,-74.812548
s204,10.994995,-74.823817
s205,11.01679682,-74.81058379
s206,11.011532,-74.828227
s207,11.004988,-74.82706
s208,11.01679682,-74.81058379
s209,11.00374338,-74.81766657
s210,10.989485,-74.812466
s211,11.00723825,-74.81593795
s212,11.01521,-74.827207
s213,11.002444,-74.821036
s214,11.004996,-74.817723
s215,11.00374338,-74.81766657
s216,10.990179,-74.788248
s217,11.008717,-74.818175
s218,10.984945,-74.813384
s219,11.01294804,-74.80888872
s220,11.001228,-74.828277
s221,11.008581,-74.825582
s222,11.016808,-74.824119
s223,11.01294804,-74.80888872
s224,10.999593,-74.810212
s225,10.999593,-74.810212
s226,11.012362,-74.827432
s227,10.999593,-74.810212
s228,11.002476,-74.821344
s229,10.984004,-74.795798
s230,11.004996,-74.817723
s231,11.005208,-74.817583
s232,10.98946379,-74.81234558
s233,11.00199019,-74.82784679
s234,11.002476,-74.821344
s235,10.990179,-74.788248
s236,11.000471,-74.825192
s237,10.998947,-74.814633
s238,11.00728073,-74.81635984
s239,10.926831,-74.780344
s240,10.990758,-74.8009
s241,11.00400215,-74.8124962
s242,10.98966318,-74.78859404
s243,11.005361,-74.813372
s244,10.98807737,-74.79775201
s245,11.00691487,-74.82604042
s246,10.989499,-74.812344
s247,11.002476,-74.821344
s248,10.989485,-74.812466
s249,11.005161,-74.802396
s250,11.01294804,-74.80888872
s251,11.015566,-74.827162
s252,10.9996617,-74.8196399
s253,11.01679682,-74.81058379
s254,11.021624,-74.812082
s255,11.00199019,-74.82784679
s256,11.005082,-74.816017
s257,11.00614301,-74.81711771
