order_id,store_id,drop_off_lat,drop_off_lng,placement_time,preparation_time,ready_time,expected_drop_off_time
o1,s1,11.01462935,-74.83453475,0:09:20,0:10:09,0:45:09,0:39:20
o2,s2,10.986099,-74.8140424,0:15:25,0:17:05,0:22:05,0:45:25
o3,s3,11.0133346,-74.8320879,0:15:39,0:17:10,0:32:10,0:44:39
o4,s3,11.006018,-74.83841,0:15:51,0:16:53,0:28:53,0:52:51
o5,s1,11.007512,-74.808167,0:30:31,0:31:45,1:01:45,1:00:31
o7,s3,10.994751,-74.826977,0:33:38,0:34:48,0:49:48,1:02:38
o6,s7,10.98275,-74.83728,0:33:38,0:34:38,0:49:38,1:08:38
o8,s7,10.99426823,-74.79505733,0:38:43,0:40:02,0:54:02,0:56:43
o9,s9,11.009769,-74.809456,0:49:49,0:51:23,1:16:23,1:19:49
o10,s10,11.002159,-74.803619,0:55:14,0:56:30,1:26:30,1:25:14
o11,s9,11.016762,-74.8219,1:11:17,1:12:08,1:34:08,1:41:17
o12,s9,11.0035001,-74.793786,1:33:28,1:34:35,2:03:35,2:03:28
o13,s2,10.97474239,-74.81188148,3:31:32,3:34:53,3:39:53,4:01:32
o14,s14,10.9971727,-74.8165474,6:32:46,6:33:52,6:43:52,6:56:46
o15,s15,11.008914,-74.812355,6:33:45,6:43:04,6:48:04,7:03:45
o16,s14,11.0035769,-74.8170876,6:35:34,6:36:48,6:51:48,6:59:34
o17,s17,11.0035769,-74.8170876,6:37:33,6:38:36,6:54:36,7:16:33
o18,s14,10.986876,-74.790363,6:45:44,6:46:52,7:01:52,7:09:44
o19,s14,11.00585049,-74.811856,7:00:18,7:01:15,7:16:15,7:24:18
o20,s20,10.982245,-74.796008,7:00:26,7:01:32,7:26:32,7:32:26
o21,s17,11.00163193,-74.79989067,7:00:52,7:01:50,7:18:50,7:45:52
o22,s14,11.0119163,-74.8080506,7:10:12,7:11:31,7:21:31,7:34:12
o23,s23,11.008649,-74.809029,7:11:37,7:14:30,7:57:30,7:41:37
o24,s24,11.0127521,-74.8066418,7:12:01,7:13:36,7:33:36,7:45:01
o25,s17,11.01026,-74.828549,7:22:46,7:23:59,7:44:59,8:01:46
o26,s23,11.014754,-74.815982,7:25:02,7:29:54,8:02:54,7:55:02
o27,s27,11.00460382,-74.8004593,7:25:27,7:26:54,8:03:54,8:03:27
o28,s17,11.002995,-74.797446,7:25:33,7:26:23,7:52:23,8:10:33
o29,s20,11.014597,-74.819199,7:26:02,7:26:51,7:46:51,7:58:02
o30,s30,11.016004,-74.810456,7:30:59,7:32:14,7:52:14,8:15:59
o31,s31,11.010187,-74.825264,7:37:42,7:39:02,7:59:02,8:07:42
o32,s31,11.008768,-74.82624,7:38:40,7:39:52,8:03:52,8:08:40
o33,s14,10.990176,-74.825429,7:39:08,7:40:38,7:55:38,8:03:08
o34,s31,11.0046298,-74.8302136,7:41:13,7:42:04,8:11:04,8:11:13
o35,s35,10.9999929,-74.8061467,7:43:30,7:44:51,8:04:51,8:13:30
o36,s36,11.012773,-74.814309,7:45:22,7:46:58,8:06:58,8:21:22
o37,s24,11.0006799,-74.8349146,7:47:58,7:50:20,8:11:20,8:20:58
o38,s38,11.0099575,-74.8252688,7:53:31,7:54:22,8:05:22,8:23:31
o39,s27,10.998211,-74.800248,7:56:30,7:57:53,8:35:53,8:34:30
o40,s23,11.00420888,-74.82052457,7:57:56,7:59:16,8:43:16,8:27:56
o59,s14,10.99615147,-74.81312368,8:00:57,8:02:22,8:17:22,8:24:57
o60,s42,10.9880749,-74.8163327,8:01:04,8:02:54,8:22:54,8:26:04
o61,s30,10.99670442,-74.80025988,8:02:30,8:03:41,8:22:41,9:17:30
o62,s44,11.017752,-74.832221,8:05:09,8:14:18,8:24:18,8:40:09
o63,s45,10.999964,-74.83136,8:06:34,8:07:19,8:20:19,8:36:34
o64,s20,10.9896008,-74.8151596,8:06:36,8:07:27,8:26:27,8:38:36
o65,s20,11.01538621,-74.82467463,8:07:24,8:08:31,8:25:31,8:39:24
o66,s48,11.008927,-74.809789,8:08:25,8:09:03,8:19:03,8:34:25
o67,s49,11.0008005,-74.8035092,8:09:04,8:10:22,8:41:22,8:47:04
o68,s2,11.007861,-74.814621,8:10:13,8:14:16,8:19:16,8:40:13
o69,s51,11.015078,-74.82032,8:10:41,8:11:49,8:24:49,8:40:41
o70,s52,10.99617154,-74.79425669,8:11:44,8:12:57,8:35:57,8:46:44
o71,s30,11.019332,-74.8236085,8:12:30,8:13:47,8:32:47,9:02:30
o72,s54,11.01859235,-74.85028435,8:13:11,8:14:48,8:19:48,8:43:11
o73,s55,10.998383,-74.813264,8:13:53,8:14:41,8:26:41,8:43:53
o74,s55,11.0141272,-74.8101369,8:14:08,8:14:49,8:26:49,8:44:08
o75,s48,10.99910774,-74.81706633,8:15:30,8:16:08,8:26:08,8:41:30
o76,s58,11.0034223,-74.81212858,8:15:52,8:16:57,9:01:57,8:45:52
o77,s51,11.0172304,-74.8132123,8:17:05,8:18:19,8:31:19,8:47:05
o78,s60,11.019498,-74.839401,8:19:54,8:24:00,8:54:00,8:49:54
o79,s52,11.00616764,-74.81502877,8:23:37,8:24:30,8:52:30,8:58:37
o80,s24,11.010706,-74.822416,8:26:18,8:28:02,8:52:02,8:52:18
o81,s38,11.0068385,-74.8028678,8:27:40,8:28:36,8:39:36,8:57:40
o82,s58,11.008729,-74.812488,8:28:11,8:29:54,8:59:54,8:58:11
o83,s65,11.0075434,-74.810595,8:29:56,8:31:31,8:41:31,8:57:56
o84,s23,11.0048616,-74.8208607,8:32:08,8:33:13,9:11:13,9:02:08
o85,s48,11.0061747,-74.8028231,8:33:09,8:33:45,8:43:45,8:59:09
o86,s38,10.98561,-74.777104,8:33:20,8:34:17,8:45:17,9:03:20
o87,s69,11.006479,-74.818884,8:35:14,8:36:29,9:01:29,9:14:14
o88,s65,10.99798894,-74.82960518,8:35:55,8:40:49,8:50:49,9:03:55
o90,s71,10.9982576,-74.8093302,8:41:21,8:42:52,9:38:52,9:11:21
o89,s69,10.9982576,-74.8093302,8:41:21,8:42:32,9:07:32,9:20:21
o91,s65,11.0148,-74.809314,8:41:57,8:44:18,8:54:18,9:09:57
o92,s74,11.010996,-74.81501,8:42:08,8:43:14,8:58:14,9:13:08
o93,s75,10.996235,-74.801109,8:42:21,8:43:12,9:02:12,9:12:21
o94,s76,11.0151479,-74.8216449,8:44:41,8:45:23,8:55:23,9:14:41
o95,s38,11.0112694,-74.799135,8:45:21,8:46:10,8:57:10,9:15:21
o96,s49,11.0052523,-74.7971931,8:45:30,8:46:41,9:17:41,9:23:30
o97,s79,10.988898,-74.79269,8:45:43,8:46:39,9:04:39,9:31:43
o98,s80,11.00902,-74.811008,8:46:21,8:47:09,9:04:09,9:16:21
o99,s81,10.997202,-74.807282,8:46:35,8:58:39,9:03:39,9:16:35
o100,s38,10.9975266,-74.790633,8:46:42,8:47:36,8:58:36,9:16:42
o101,s42,11.00016572,-74.80374165,8:49:22,8:50:23,9:00:23,9:14:22
o102,s23,11.016476,-74.8221,8:49:35,8:51:40,9:32:40,9:19:35
o103,s74,11.0073578,-74.81336944,8:49:59,8:51:18,9:04:18,9:19:59
o104,s86,11.013571,-74.8219099,8:51:24,8:52:38,9:37:38,9:10:24
