store_id,pick_up_lat,pick_up_lng
s1,4.806918,-75.736006
s2,4.809653,-75.678488
s3,4.807934,-75.687068
s4,4.806945,-75.683506
s5,4.813253,-75.695817
s6,4.803890508,-75.68497506
s7,4.814012,-75.713595
s8,4.80843733,-75.6873389
s9,4.807867,-75.717689
s10,4.8112683,-75.693181
s11,4.8091097,-75.7415858
s12,4.808464244,-75.690004
s13,4.814063,-75.763696
s14,4.809223,-75.741789
s15,4.807682,-75.689498
s16,4.803741,-75.684179
s17,4.811143,-75.693125
s18,4.808411,-75.689017
s19,4.8292183,-75.6770416
s20,4.825093,-75.676586
s21,4.803224,-75.697282
s22,4.807982,-75.687071
s23,4.809223,-75.741798
s24,4.80646637,-75.68411717
s25,4.8371789,-75.6655387
s26,4.808758126,-75.68987978
s27,4.812135,-75.694512
s28,4.802534,-75.694895
s29,4.80727,-75.683549
s30,4.835764,-75.670016
s31,4.807145105,-75.68370817
s32,4.807062,-75.683784
s33,4.811204,-75.693312
s34,4.807006,-75.683774
s35,4.802669,-75.694975
s36,4.808952,-75.681521
s37,4.80709099,-75.68383983
s38,4.80727,-75.683757
s39,4.808977772,-75.74050319
s40,4.802243,-75.747682
s41,4.809250947,-75.74064168
s42,4.809363,-75.741384
s43,4.804508,-75.687265
s44,4.813706,-75.694609
s45,4.806488,-75.682238
s46,4.808111,-75.691403
s47,4.810918971,-75.69322831
s48,4.808150123,-75.72615579
s49,4.815143,-75.697348
s50,4.811157652,-75.69305699
s51,4.808349,-75.689437
s52,4.812399,-75.77302
s53,4.809302,-75.740562
s54,4.81695,-75.693998
s55,4.808658,-75.679497
s56,4.835755928,-75.66949331
s57,4.807241053,-75.68353724
s58,4.810833,-75.6935
s59,4.807176532,-75.68649346
s60,4.792196,-75.710936
s61,4.805868,-75.683569
s62,4.807270138,-75.68367672
s63,4.805665,-75.737934
s64,4.807578,-75.687036
s65,4.795354,-75.710026
s66,4.806747,-75.683759
s67,4.814161,-75.694233
s68,4.810835,-75.690965
s69,4.811176,-75.693056
s70,4.806794,-75.685447
s71,4.80844,-75.686976
s72,4.809304664,-75.74049505
s73,4.809006,-75.681175
s74,4.813942,-75.694511
s75,4.807317,-75.720848
s76,4.814854327,-75.69836533
s77,4.806687,-75.683304
s78,4.807302585,-75.68390327
s79,4.823360598,-75.68942718
s80,4.813812,-75.694781
s81,4.809192,-75.740626
s82,4.814286,-75.694137
s83,4.808997,-75.741299
s84,4.806692,-75.68465
s85,4.811071,-75.693119
s86,4.806182,-75.688802
s87,4.835242624,-75.66908469
s88,4.807227,-75.683495
s89,4.835893,-75.669631
s90,4.806217,-75.683348
s91,4.8111428,-75.69328513
s92,4.808729,-75.68055
s93,4.805732272,-75.68352013
s94,4.807083,-75.683778
s95,4.805772,-75.682735
s96,4.814885,-75.695052
s97,4.808316,-75.681029
s98,4.803549,-75.684791
s99,4.809002,-75.740603
s100,4.811015992,-75.69184944
s101,4.805889727,-75.73751986
s102,4.8065,-75.697369
s103,4.809027,-75.689373
s104,4.811244,-75.691009
s105,4.808757,-75.691009
s106,4.806759219,-75.74778969
s107,4.806441,-75.688878
s108,4.804632,-75.737965
s109,4.811144201,-75.69198044
s110,4.810258063,-75.69421525
s111,4.829109,-75.675917
s112,4.806623,-75.742635
s113,4.809182,-75.697816
s114,4.812592,-75.773236
s115,4.806981,-75.683506
s116,4.806247597,-75.68438334
s117,4.808948,-75.681425
s118,4.807577597,-75.72125573
s119,4.803530227,-75.69710776
s120,4.805336664,-75.68298097
s121,4.809174,-75.691039
s122,4.842154,-75.663185
s123,4.827789,-75.679889
s124,4.809498,-75.740748
s125,4.808897,-75.682122
s126,4.798673,-75.7247991
s127,4.837204,-75.665539
s128,4.808294,-75.68689
s129,4.82754,-75.679893
s130,4.8056928,-75.6829708
s131,4.812759278,-75.77425142
s132,4.807250958,-75.68375264
s133,4.81117785,-75.69194707
s134,4.806944,-75.747842
s135,4.80494,-75.694313
s136,4.80636,-75.682371
s137,4.807281,-75.68586
s138,4.812972152,-75.77510696
s139,4.802097,-75.738494
s140,4.805616,-75.748077
s141,4.811257,-75.693155
s142,4.806147183,-75.68234894
s143,4.808901,-75.682222
s144,4.826706,-75.678862
s145,4.809249,-75.742135
s146,4.806792,-75.721592
s147,4.835954291,-75.66884966
s148,4.810858,-75.760398
s149,4.803611701,-75.69713991
s150,4.827353,-75.67956
s151,4.795476,-75.692146
s152,4.805323,-75.696942
s153,4.828301,-75.680808
s154,4.80768936,-75.72118558
s155,4.807618607,-75.68631921
s156,4.80654,-75.737671
s157,4.813064,-75.686794
s158,4.808348,-75.690389
s159,4.808213,-75.687051
s160,4.808339,-75.690384
s161,4.806784,-75.721591
s162,4.809083,-75.682758
s163,4.817668,-75.679895
s164,4.811934761,-75.70478962
s165,4.807444449,-75.68480429
s166,4.802275,-75.748964
s167,4.807643,-75.721734
s168,4.826105385,-75.68348993
s169,4.814039,-75.76385
s170,4.800826,-75.742917
s171,4.807557,-75.721374
s172,4.807988,-75.698245
