order_id,store_id,drop_off_lat,drop_off_lng,placement_time,preparation_time,ready_time,expected_drop_off_time
o1,s1,4.8031277,-75.7379546,7:40:53,7:42:01,8:02:01,8:02:53
o2,s2,4.807341274,-75.68193812,7:48:32,7:49:14,7:59:14,8:18:32
o3,s3,4.8073224,-75.6896359,8:04:55,8:05:55,8:15:55,8:17:55
o4,s4,4.81863632,-75.67556083,8:08:36,8:09:32,8:21:32,8:38:36
o5,s5,4.8144046,-75.7171756,8:32:37,8:36:52,8:41:52,9:02:37
o6,s2,4.8014247,-75.6848208,8:41:50,8:42:38,8:52:38,9:11:50
o10,s6,4.806304,-75.687772,9:01:04,9:02:06,9:12:06,9:25:04
o11,s4,4.806304,-75.687772,9:01:04,9:02:16,9:12:16,9:31:04
o12,s7,4.801949934,-75.7061645,9:18:57,9:20:34,9:45:34,10:01:57
o13,s8,4.8076326,-75.6876019,9:21:32,9:22:14,9:29:14,9:51:32
o14,s9,4.807461,-75.718886,9:22:19,9:23:28,9:34:28,9:36:19
o15,s10,4.8174954,-75.6976746,9:28:40,9:29:24,9:39:24,9:58:40
o16,s4,4.8063751,-75.68807,9:33:50,9:34:39,9:44:39,10:03:50
o17,s11,4.805377785,-75.75683344,9:36:53,9:37:54,9:50:54,10:06:53
o18,s12,4.801846,-75.687908,9:39:38,9:41:00,9:48:00,9:51:38
o19,s13,4.802732061,-75.77835817,9:43:09,9:49:13,9:54:13,10:13:09
o20,s14,4.799540072,-75.74668597,9:48:48,9:55:59,10:00:59,10:18:48
o21,s11,4.800976034,-75.71797192,9:51:06,9:57:39,10:02:39,10:21:06
o22,s15,4.8163827,-75.714329,9:55:30,9:56:46,10:16:46,10:26:30
o24,s16,4.8039209,-75.6899538,10:17:26,10:18:32,10:23:32,10:47:26
o25,s17,4.814827,-75.694823,10:20:22,10:21:25,10:37:25,10:50:22
o26,s18,4.8084373,-75.6818622,10:25:40,10:26:35,10:48:35,10:55:40
o27,s19,4.8261222,-75.6907557,10:37:27,10:39:29,11:14:29,11:07:27
o28,s16,4.810369,-75.722469,10:43:26,10:44:44,10:49:44,11:13:26
o29,s20,4.8177446,-75.6691703,10:54:26,10:55:26,11:17:26,11:25:26
o31,s21,4.8004256,-75.7056739,11:00:58,11:01:55,11:21:55,11:36:58
o32,s22,4.819574,-75.681145,11:13:15,11:14:27,11:28:27,11:39:15
o33,s23,4.797273,-75.770575,11:14:20,11:15:09,11:37:09,12:02:20
o34,s21,4.8095073,-75.6828052,11:14:51,11:15:40,11:35:40,11:50:51
o35,s24,4.8123783,-75.711662,11:20:09,11:26:13,11:31:13,11:50:09
o36,s21,4.8178243,-75.6988093,11:24:32,11:25:41,11:45:41,12:00:32
o37,s25,4.8153774,-75.692093,11:25:54,11:28:09,11:43:09,11:55:54
o38,s26,4.827850533,-75.7078186,11:26:14,11:26:49,11:32:49,11:56:14
o39,s27,4.80512,-75.6833483,11:26:46,11:27:22,11:37:22,11:56:46
o40,s28,4.795726638,-75.69168627,11:27:02,11:27:38,11:51:38,11:57:02
o41,s29,4.8015604,-75.6916824,11:27:16,11:28:25,11:51:25,11:57:16
o42,s30,4.837845,-75.6701607,11:27:58,11:38:25,11:43:25,12:02:58
o43,s28,4.799946,-75.693957,11:30:50,11:31:27,11:52:27,12:00:50
o44,s31,4.842954711,-75.67327961,11:31:24,11:32:45,11:54:45,11:56:24
o45,s18,4.8139062,-75.6933219,11:31:25,11:32:44,11:59:44,12:01:25
o46,s32,4.797726,-75.693498,11:32:50,11:33:26,11:58:26,12:02:50
o47,s33,4.817495,-75.697675,11:38:24,11:40:25,12:01:25,12:08:24
o48,s34,4.802457,-75.688881,11:41:38,11:47:19,11:52:19,12:06:38
o49,s16,4.80216,-75.70732,11:43:27,11:44:38,11:49:38,12:13:27
o50,s35,4.788986,-75.709112,11:43:39,11:51:00,11:56:00,12:21:39
o51,s32,4.801846,-75.687908,11:44:22,11:44:55,12:09:55,12:14:22
o52,s32,4.8174954,-75.6976746,11:45:05,11:45:37,12:10:37,12:15:05
o53,s36,4.8072436,-75.6895147,11:45:21,11:46:48,12:16:48,12:07:21
o54,s16,4.83414933,-75.66308957,11:45:38,11:46:56,11:51:56,12:15:38
o55,s37,4.829961581,-75.67320719,11:47:08,11:49:49,12:09:49,12:17:08
o56,s33,4.798851,-75.690653,11:48:46,11:50:21,12:11:21,12:18:46
o57,s38,4.830759711,-75.6698209,11:49:11,11:50:45,12:09:45,12:19:11
o58,s32,4.8424814,-75.6638286,11:49:57,11:50:33,12:15:33,12:19:57
o59,s39,4.8136279,-75.7626569,11:50:06,11:50:43,12:09:43,12:20:06
o60,s40,4.784502323,-75.72584299,11:51:07,11:52:18,12:16:18,12:21:07
o61,s24,4.8046474,-75.6901756,11:51:38,11:52:35,12:14:35,12:21:38
o62,s32,4.815575036,-75.71605079,11:52:06,11:52:39,12:17:39,12:22:06
o63,s41,4.7991917,-75.7414778,11:52:20,11:53:14,12:16:14,12:20:20
o64,s34,4.792291,-75.694773,11:52:44,11:53:55,12:00:55,12:17:44
o65,s42,4.808286,-75.75748,11:55:03,11:56:20,12:25:20,12:25:03
o66,s43,4.804508,-75.688071,11:55:16,11:56:30,12:29:30,12:28:16
o67,s32,4.8063263,-75.6878604,11:55:52,11:56:25,12:21:25,12:25:52
o68,s44,4.821515177,-75.70550032,11:57:00,11:58:08,12:28:08,12:27:00
o69,s45,4.8290816,-75.6753765,11:57:16,11:58:27,12:23:27,12:37:16
o70,s46,4.826123929,-75.69075555,11:58:09,11:58:44,12:20:44,12:28:09
o71,s47,4.8118557,-75.694573,11:58:23,11:58:59,12:24:59,12:28:23
o72,s44,4.816544238,-75.71618088,11:58:27,11:59:34,12:29:34,12:28:27
o73,s48,4.79292,-75.694989,12:00:00,12:59:55,13:59:55,12:30:00
o75,s43,4.815554657,-75.70155177,12:00:22,12:01:41,12:31:41,12:37:22
o76,s45,4.8191716,-75.6973226,12:00:52,12:02:07,12:27:07,12:36:52
o77,s18,4.8080162,-75.6727331,12:01:33,12:02:25,12:29:25,12:31:33
o78,s49,4.8073181,-75.687358,12:02:32,12:03:48,12:38:48,12:36:32
o79,s24,4.808330557,-75.70974406,12:02:39,12:03:36,12:20:36,12:32:39
o80,s50,4.8102606,-75.6939866,12:03:21,12:03:57,12:39:57,12:33:21
o81,s24,4.8014321,-75.6833532,12:03:36,12:04:35,12:22:35,12:33:36
o82,s51,4.812163,-75.711345,12:03:49,12:04:43,12:14:43,12:33:49
o83,s52,4.799947739,-75.76082611,12:04:51,12:05:28,12:33:28,12:34:51
o84,s53,4.784082,-75.725292,12:05:37,12:06:14,12:18:14,12:35:37
o85,s54,4.800366636,-75.69783825,12:06:58,12:07:44,12:32:44,12:49:58
o86,s32,4.8085293,-75.6878233,12:07:12,12:07:46,12:32:46,12:37:12
o87,s55,4.8039038,-75.6842183,12:08:03,12:09:16,12:30:16,12:35:03
o88,s53,4.8062274,-75.7478789,12:08:12,12:08:48,12:20:48,12:38:12
o89,s56,4.8212066,-75.662297,12:08:15,12:08:50,12:28:50,12:38:15
o90,s55,4.8022243,-75.6969087,12:08:17,12:09:06,12:28:06,12:38:17
o91,s57,4.828489,-75.668884,12:10:07,12:10:42,12:41:42,12:40:07
o92,s58,4.8220124,-75.6863425,12:10:09,12:11:20,12:31:20,12:40:09
o93,s24,4.80412,-75.690303,12:10:16,12:10:59,12:28:59,12:40:16
o94,s59,4.804594,-75.68884,12:11:35,12:12:10,12:48:10,12:43:35
o95,s60,4.7914373,-75.7084772,12:12:15,12:12:51,12:31:51,12:42:15
