order_id,store_id,drop_off_lat,drop_off_lng,placement_time,preparation_time,ready_time,expected_drop_off_time
o1,s1,4.800374985,-75.68899536,0:33:37,0:34:53,1:14:53,1:03:37
o2,s1,4.796706657,-75.69646617,0:46:42,0:47:48,1:37:48,1:16:42
o3,s1,4.811925,-75.696151,0:55:06,0:56:21,1:46:21,1:25:06
o4,s2,4.826159,-75.691064,7:42:32,7:43:43,8:10:43,8:12:32
o7,s3,4.802888085,-75.74748728,9:07:24,9:08:25,9:18:25,9:37:24
o8,s4,4.8162285,-75.6994418,9:12:09,9:13:27,9:28:27,9:34:09
o9,s5,4.801976,-75.6959362,9:19:08,9:20:22,9:25:22,9:39:08
o10,s4,4.8137309,-75.690187,9:19:44,9:21:04,9:36:04,9:39:44
o11,s6,4.8148999,-75.6947638,9:19:45,9:20:40,9:34:40,9:49:45
o12,s7,4.7990362,-75.721286,9:32:59,9:34:22,9:54:22,10:02:59
o13,s5,4.810048,-75.7130264,9:37:19,9:38:24,9:53:24,9:57:19
o14,s7,4.7970191,-75.7468375,9:42:14,9:44:44,10:09:44,10:12:14
o15,s8,4.790325518,-75.74077271,9:46:27,9:47:51,9:52:51,10:16:27
o16,s2,4.807399,-75.686995,9:53:38,9:54:36,10:16:36,10:23:38
o17,s9,4.801574061,-75.75758754,9:56:26,9:57:10,10:07:10,10:26:26
o18,s10,4.8015734,-75.7201175,10:00:00,12:26:57,12:41:57,14:00:00
o20,s11,4.81447155,-75.73890106,10:08:09,10:10:05,10:25:05,10:38:09
o21,s2,4.8000493,-75.6844732,10:15:12,10:16:27,10:43:27,10:45:12
o22,s11,4.797018945,-75.74683752,10:22:35,10:23:42,10:38:42,10:52:35
o23,s12,4.8179778,-75.7012731,10:34:02,10:35:28,11:00:28,11:04:02
o24,s13,4.803195456,-75.66567991,10:35:45,10:36:52,10:46:52,10:58:45
o25,s14,4.803761,-75.683849,10:36:07,10:36:41,11:07:41,11:06:07
o26,s5,4.810783,-75.690039,10:48:06,10:49:27,10:54:27,11:01:06
o27,s15,4.835062,-75.68197,10:57:49,10:58:54,11:23:54,11:22:49
o28,s16,4.802673,-75.706151,11:00:00,11:00:33,11:21:33,11:30:00
o30,s17,4.805872,-75.686756,11:01:21,11:01:56,11:22:56,11:31:21
o31,s4,4.827441,-75.687986,11:03:10,11:04:43,11:19:43,11:32:10
o32,s18,4.802258,-75.758587,11:07:07,11:07:42,11:29:42,11:37:07
o33,s19,4.8214267,-75.7044522,11:07:11,11:07:46,11:17:46,11:37:11
o34,s6,4.8170711,-75.7137422,11:09:43,11:10:51,11:23:51,11:39:43
o35,s20,4.809080913,-75.67827355,11:10:56,11:11:56,11:34:56,11:40:56
o36,s18,4.8094554,-75.7633549,11:15:58,11:16:32,11:45:32,11:45:58
o37,s21,4.853526229,-75.6638094,11:17:27,11:17:59,11:32:59,11:47:27
o38,s20,4.827298,-75.672796,11:19:36,11:20:44,11:40:44,11:49:36
o39,s22,4.7970191,-75.7468375,11:19:39,11:20:56,11:42:56,11:49:39
o40,s23,4.7941607,-75.6944094,11:20:57,11:22:11,11:40:11,11:50:57
