order_id,store_id,drop_off_lat,drop_off_lng,placement_time,preparation_time,ready_time,expected_drop_off_time
o1,s1,6.198207892,-75.5583076,0:00:54,0:01:53,0:18:53,0:33:54
o2,s2,6.183859,-75.561329,0:03:17,0:04:37,0:09:37,0:38:17
o3,s3,6.213007,-75.568177,0:03:29,0:05:06,0:20:06,0:33:29
o4,s4,6.232095,-75.591946,0:03:29,0:04:27,0:20:27,0:33:29
o5,s5,6.2297992,-75.5929933,0:04:15,0:05:30,0:21:30,0:34:15
o6,s6,6.233606955,-75.59248578,0:04:32,0:07:18,0:37:18,0:33:32
o7,s7,6.2322996,-75.5720397,0:04:58,0:05:54,0:25:54,0:41:58
o8,s8,6.25347,-75.596356,0:05:30,0:06:33,0:11:33,1:05:30
o9,s9,6.1849381,-75.5972718,0:05:46,0:07:06,0:32:06,0:35:46
o10,s10,6.229057141,-75.56528147,0:06:41,0:08:55,0:13:55,1:06:41
o11,s9,6.2158541,-75.6071382,0:07:28,0:08:24,0:33:24,0:37:28
o12,s11,6.1513659,-75.5812969,0:09:48,0:14:38,0:19:38,0:39:48
o13,s12,6.246015052,-75.59054516,0:12:54,0:14:09,0:27:09,0:42:54
o14,s13,6.2157941,-75.5521142,0:15:25,0:16:33,0:36:33,0:45:25
o15,s14,6.1490549,-75.6137781,0:15:26,0:17:30,0:47:30,1:15:26
o16,s15,6.153173827,-75.61789537,0:16:43,0:18:08,1:01:08,0:58:43
o17,s16,6.206258,-75.576096,0:17:06,0:18:19,0:54:19,0:47:06
o18,s17,6.2036063,-75.5589204,0:17:34,0:19:05,0:34:05,0:47:34
o19,s18,6.2400546,-75.5653637,0:17:38,0:20:48,0:50:48,0:47:38
o20,s19,6.229153131,-75.6083487,0:18:04,0:19:38,0:39:38,0:48:04
o21,s20,6.2653549,-75.59677816,0:19:57,0:21:02,0:43:02,0:38:57
o22,s9,6.2197589,-75.6079785,0:20:09,0:21:03,0:51:03,0:50:09
o23,s1,6.1823042,-75.5649422,0:20:27,0:21:32,0:39:32,0:53:27
o24,s21,6.2552776,-75.6083393,0:20:55,0:21:56,1:04:56,0:57:55
o25,s10,6.1619241,-75.5971158,0:21:40,0:28:29,0:33:29,1:21:40
o26,s22,6.1724354,-75.5785101,0:22:40,0:25:41,0:34:41,0:52:40
o27,s7,6.2427825,-75.6096607,0:22:48,0:23:58,0:48:58,0:59:48
o28,s23,6.195084123,-75.56622093,0:22:52,0:23:41,0:36:41,0:52:52
o29,s24,6.2329311,-75.6075361,0:22:56,0:24:18,0:39:18,0:52:56
o30,s25,6.195290937,-75.5764156,0:25:16,0:26:14,0:52:14,0:55:16
o31,s26,6.191936,-75.579078,0:25:37,0:26:16,0:46:16,0:55:37
o32,s27,6.243783648,-75.5605286,0:25:40,0:26:39,0:46:39,0:55:40
o33,s15,6.14754,-75.612917,0:25:53,0:27:03,0:57:03,1:00:53
o34,s22,6.17233,-75.572864,0:27:59,0:29:14,0:38:14,0:57:59
o35,s28,6.24166,-75.603456,0:28:13,0:29:15,0:44:15,0:57:13
o36,s12,6.2585368,-75.6003419,0:28:40,0:30:03,0:43:03,0:58:40
o37,s1,6.193827955,-75.58881097,0:29:05,0:30:12,0:45:12,1:02:05
o38,s29,6.237435,-75.550576,0:30:07,0:31:16,0:54:16,0:54:07
o39,s30,6.223815,-75.5726586,0:36:15,0:37:13,0:55:13,1:06:15
