store_id,pick_up_lat,pick_up_lng
s1,6.194503,-75.576039
s2,6.181027,-75.568661
s3,6.211061,-75.558778
s4,6.248731,-75.588871
s5,6.259204592,-75.59274385
s6,6.248884,-75.589713
s7,6.245739,-75.588682
s8,6.246611,-75.602667
s9,6.213572,-75.596668
s10,6.211361,-75.572194
s11,6.151059,-75.617115
s12,6.247605,-75.594548
s13,6.209447987,-75.56727958
s14,6.160567,-75.595584
s15,6.153717,-75.614629
s16,6.209371,-75.567043
s17,6.213116,-75.571881
s18,6.209235,-75.568746
s19,6.23873,-75.598412
s20,6.243626,-75.600355
s21,6.246123,-75.588775
s22,6.16929,-75.588567
s23,6.199933,-75.562701
s24,6.248407,-75.589689
s25,6.21197,-75.572302
s26,6.211045,-75.571742
s27,6.209923,-75.569157
s28,6.248738,-75.588933
s29,6.249171,-75.559695
s30,6.209963,-75.568804
s31,6.15158,-75.614052
s32,6.251247,-75.565171
s33,6.20508,-75.587236
s34,6.250522,-75.601534
s35,6.228646013,-75.59645249
s36,6.203535,-75.576455
s37,6.223423,-75.585937
s38,6.207259,-75.564933
s39,6.248865,-75.559621
s40,6.225142,-75.569995
s41,6.154055,-75.614568
s42,6.245867,-75.58885
s43,6.20232,-75.586565
s44,6.245453,-75.589347
s45,6.183059,-75.59301
s46,6.260009,-75.597121
s47,6.239671,-75.581043
s48,6.171367,-75.5871
s49,6.239267,-75.582589
s50,6.229744753,-75.6022354
s51,6.219076337,-75.59293799
s52,6.208214322,-75.56327408
s53,6.247125,-75.587926
s54,6.1806172,-75.5680964
s55,6.199872,-75.572755
s56,6.209256,-75.565156
s57,6.239027,-75.589377
s58,6.199462,-75.57374
s59,6.210792,-75.567751
s60,6.204593,-75.570744
s61,6.197659817,-75.5749044
s62,6.206511,-75.565965
s63,6.196605667,-75.56576367
s64,6.2446058,-75.5953744
s65,6.212525804,-75.55937023
s66,6.245178564,-75.59551158
s67,6.234988,-75.591352
s68,6.199536017,-75.56277874
s69,6.1699867,-75.589988
s70,6.165779,-75.600284
s71,6.172779001,-75.60967713
s72,6.211144468,-75.57938771
s73,6.1808424,-75.5681354
s74,6.16516,-75.5760426
s75,6.245880457,-75.59582405
s76,6.209007665,-75.56601322
s77,6.176205213,-75.59171858
s78,6.206656,-75.559874
s79,6.176467,-75.591878
s80,6.245574,-75.595464
s81,6.233196,-75.584375
s82,6.214142,-75.571636
s83,6.245413,-75.589468
s84,6.199774025,-75.57562467
s85,6.197561,-75.573631
s86,6.209841,-75.566117
s87,6.233859,-75.56881
s88,6.173055,-75.587672
s89,6.153041,-75.616963
s90,6.169364,-75.585344
s91,6.238331001,-75.59657764
s92,6.147938333,-75.62106166
s93,6.170175,-75.588074
s94,6.21211732,-75.59345968
s95,6.175844997,-75.59207889
s96,6.200161,-75.56196
s97,6.202547,-75.572681
s98,6.233436,-75.60422
s99,6.247807,-75.59752
s100,6.250232,-75.563379
s101,6.214377,-75.5733664
s102,6.2072291,-75.5718966
s103,6.208288,-75.567081
s104,6.185924,-75.569287
s105,6.20711,-75.566185
s106,6.154111,-75.53299
s107,6.180085,-75.582774
s108,6.224592,-75.574417
s109,6.214341317,-75.576709
s110,6.17418,-75.583352
s111,6.207636,-75.566586
s112,6.19701,-75.55853
s113,6.244606,-75.588949
s114,6.22005,-75.584717
s115,6.1756405,-75.59146
s116,6.212456,-75.559067
s117,6.245687,-75.592289
s118,6.198675,-75.589219
s119,6.217812,-75.571671
s120,6.176391,-75.591944
s121,6.244971677,-75.59492427
s122,6.212414,-75.574859
s123,6.191738,-75.566524
s124,6.199978337,-75.56232428
s125,6.179127,-75.588104
s126,6.212757997,-75.5591706
s127,6.246621187,-75.59505596
s128,6.151839,-75.615743
s129,6.2385919,-75.5751451
s130,6.176149,-75.585106
s131,6.250004316,-75.56610154
s132,6.241890336,-75.58690432
s133,6.193785,-75.576194
s134,6.255924,-75.585112
s135,6.248203,-75.566775
s136,6.198535,-75.556488
s137,6.233762,-75.57467
s138,6.17529,-75.592129
s139,6.153986,-75.617127
s140,6.245703735,-75.60184374
s141,6.175294,-75.592127
s142,6.239594,-75.596828
s143,6.152314,-75.636586
s144,6.2549274,-75.5829925
s145,6.1966533,-75.5602004
s146,6.199218564,-75.57418372
s147,6.21076675,-75.57065025
s148,6.21449015,-75.596297
s149,6.339583,-75.5425
s150,6.207678,-75.585953
s151,6.15262,-75.616931
s152,6.262056,-75.587277
s153,6.1783891,-75.561679
s154,6.215210016,-75.57078522
s155,6.1962397,-75.5738095
s156,6.20681,-75.574113
s157,6.238527,-75.603126
s158,6.212542,-75.570863
s159,6.209278,-75.566627
s160,6.209612,-75.588545
s161,6.245923345,-75.601331
s162,6.197065687,-75.55892812
s163,6.170102,-75.588471
s164,6.203848,-75.570829
s165,6.197639,-75.59163
s166,6.175289,-75.585192
s167,6.151824995,-75.61165498
s168,6.245712,-75.596422
s169,6.24806,-75.597788
s170,6.338657549,-75.54349583
s171,6.211653398,-75.57497122
s172,6.197634324,-75.57492074
s173,6.247128,-75.589421
s174,6.1532382,-75.6343361
s175,6.178998984,-75.58808855
s176,6.218226674,-75.56467771
s177,6.214167,-75.572501
s178,6.208692,-75.566857
s179,6.198768,-75.556825
s180,6.176381,-75.584197
s181,6.231883,-75.591575
s182,6.207984,-75.567358
s183,6.19772,-75.558853
s184,6.161614,-75.600613
s185,6.212466,-75.5707
s186,6.208467,-75.567195
