store_id,pick_up_lat,pick_up_lng
s1,3.366367,-76.530618
s2,3.422228,-76.541262
s3,3.402337,-76.526587
s4,3.432901,-76.543776
s5,3.479725,-76.520169
s6,3.475256533,-76.49672895
s7,3.480965,-76.524732
s8,3.436585,-76.5453
s9,3.36423685,-76.53226653
s10,3.471972303,-76.52655828
s11,3.451621,-76.54294
s12,3.398650762,-76.54464999
s13,3.414235,-76.537703
s14,3.461352,-76.531825
s15,3.382058,-76.528949
s16,3.462128,-76.532539
s17,3.435361,-76.52346
s18,3.475527,-76.526513
s19,3.458482418,-76.53320988
s20,3.487368,-76.517929
s21,3.453454,-76.549681
s22,3.46878905,-76.52890218
s23,3.431775,-76.538941
s24,3.38960698,-76.52852186
s25,3.454421776,-76.52636363
s26,3.437955,-76.526136
s27,3.484294,-76.526136
s28,3.452574,-76.530055
s29,3.476692761,-76.52481572
s30,3.402756713,-76.52885021
s31,3.385001,-76.524302
s32,3.47034353,-76.52878223
s33,3.436022,-76.540219
s34,3.480488,-76.524805
s35,3.412419,-76.547293
s36,3.431436,-76.539125
s37,3.472981,-76.51994
s38,3.4521,-76.547129
s39,3.369155,-76.542355
s40,3.435201,-76.545165
s41,3.469029082,-76.51120612
s42,3.363721846,-76.53300803
s43,3.469412,-76.530348
s44,3.380738,-76.525347
s45,3.459929,-76.530257
s46,3.451634,-76.543058
s47,3.388054,-76.53889
s48,3.45041978,-76.53909767
s49,3.421286,-76.542207
s50,3.458094,-76.530245
s51,3.42664,-76.545489
s52,3.393355,-76.543539
s53,3.369295824,-76.52789876
s54,3.36919856,-76.52774422
s55,3.37533426,-76.53781098
s56,3.493635,-76.518379
s57,3.464625688,-76.50158858
s58,3.453672,-76.549451
s59,3.393123594,-76.53828829
s60,3.491745,-76.522902
s61,3.425868153,-76.54577918
s62,3.393561,-76.537178
s63,3.361368,-76.530871
s64,3.343461,-76.534817
s65,3.4261854,-76.5382309
s66,3.408584908,-76.54689321
s67,3.357791847,-76.53020779
s68,3.449309,-76.542479
s69,3.474782324,-76.52687037
s70,3.479636,-76.527079
s71,3.453697,-76.546848
s72,3.424064,-76.544266
s73,3.379718804,-76.52396077
s74,3.364523,-76.533501
s75,3.468102,-76.528227
s76,3.475559,-76.528285
s77,3.450188,-76.543191
s78,3.380575621,-76.5284468
s79,3.371589,-76.538839
s80,3.385588775,-76.53945458
s81,3.370791,-76.539106
s82,3.375093824,-76.53833891
s83,3.403471387,-76.53817792
s84,3.4500212,-76.5433719
s85,3.368791,-76.523306
s86,3.467939984,-76.53214699
s87,3.392373,-76.538192
s88,3.5282597,-76.3168062
s89,3.484027,-76.522302
s90,3.39001645,-76.53869445
s91,3.424792,-76.540491
s92,3.428637646,-76.53793514
s93,3.413650805,-76.54718585
s94,3.3968799,-76.5433975
s95,3.374897,-76.538261
s96,3.385917,-76.539231
s97,3.374784,-76.539123
s98,3.467966068,-76.52923252
s99,3.408003,-76.542495
s100,3.411425992,-76.53875599
s101,3.420488,-76.54602
s102,3.462529,-76.533494
s103,3.472508,-76.526795
s104,3.45011,-76.552786
s105,3.457375,-76.535783
s106,3.352681,-76.53049
s107,3.464941961,-76.51315409
s108,3.374523914,-76.54101109
s109,3.4122181,-76.5407227
s110,3.450874,-76.529582
s111,3.36625,-76.537103
s112,3.4652269,-76.49984195
s113,3.3701825,-76.52735
s114,3.391728,-76.538485
s115,3.436732,-76.542231
s116,3.374484,-76.539082
s117,3.454384,-76.537176
s118,3.528358,-76.316795
s119,3.47235,-76.526834
s120,3.367688,-76.527411
s121,3.374554604,-76.5410605
s122,3.341296493,-76.53133162
s123,3.430487924,-76.5390872
s124,3.40405069,-76.54106544
s125,3.453084,-76.531168
