order_id,store_id,drop_off_lat,drop_off_lng,placement_time,preparation_time,ready_time,expected_drop_off_time
o1,s1,3.386351,-76.5149089,0:00:57,0:11:47,0:16:47,0:30:57
o2,s2,3.398248,-76.540651,0:05:02,0:05:37,0:15:37,0:35:02
o3,s3,3.424158033,-76.53210886,0:05:34,0:06:40,0:41:40,0:50:34
o4,s4,3.4319377,-76.5436524,0:06:47,0:11:00,0:26:00,0:36:47
o5,s5,3.4848815,-76.5053795,0:08:26,0:09:17,0:20:17,0:40:26
o6,s6,3.447304388,-76.49843473,0:10:16,0:11:21,0:30:21,0:38:16
o7,s1,3.3572987,-76.5296809,0:10:26,0:12:09,0:17:09,0:40:26
o8,s7,3.481862,-76.493834,0:13:02,0:14:12,0:42:12,0:53:02
o9,s8,3.426271854,-76.54171988,0:15:32,0:16:30,0:45:30,0:41:32
o10,s4,3.4187708,-76.5307781,0:20:20,0:23:47,0:38:47,0:50:20
o11,s4,3.4318141,-76.5129039,0:21:09,0:24:10,0:39:10,0:51:09
o12,s9,3.350411019,-76.5146175,0:31:46,0:33:11,1:00:11,1:16:46
o13,s8,3.420257,-76.551347,0:32:25,0:33:31,1:00:31,0:58:25
o14,s4,3.415407,-76.546667,0:33:24,0:36:07,0:56:07,1:03:24
o15,s10,3.48537,-76.525189,0:34:54,0:35:42,0:50:42,1:04:54
o16,s11,3.451293974,-76.55024227,0:35:28,0:37:01,1:06:01,1:08:28
o17,s9,3.35403,-76.542807,0:37:08,0:38:22,1:04:22,1:16:08
o18,s1,3.356504939,-76.51500944,0:39:18,0:43:16,0:48:16,1:09:18
o19,s1,3.388961,-76.536089,0:44:51,0:46:15,0:56:15,1:14:51
o20,s12,3.385067,-76.54451,0:48:45,0:49:47,1:14:47,1:23:45
o21,s3,3.4225161,-76.5105238,0:52:49,0:53:49,1:23:49,1:37:49
o22,s9,3.353085,-76.545205,0:55:21,0:56:27,1:25:27,1:34:21
o23,s12,3.388961,-76.536089,0:58:30,0:59:31,1:24:31,1:33:30
o24,s9,3.364745,-76.518125,1:03:20,1:04:11,1:25:11,1:44:20
o25,s11,3.4550643,-76.5416203,1:03:45,1:04:43,1:33:43,1:36:45
o26,s3,3.364733193,-76.52128514,1:08:47,1:09:49,1:44:49,1:55:47
o27,s13,3.3983547,-76.5406978,1:08:48,1:09:56,1:29:56,1:38:48
o28,s2,3.4140408,-76.5300089,1:10:43,1:11:20,1:24:20,1:40:43
o29,s14,3.481248914,-76.52445351,1:13:01,1:14:04,1:56:04,1:48:01
o30,s15,3.376159052,-76.52798496,1:20:52,1:21:54,1:41:54,1:39:52
o31,s2,3.3922287,-76.5403837,1:24:13,1:24:50,1:34:50,1:54:13
o32,s4,3.4472555,-76.4946706,1:25:26,1:28:29,1:38:29,1:55:26
o33,s4,3.468435182,-76.51925907,1:35:07,1:36:11,1:51:11,2:05:07
o34,s1,3.338388123,-76.52969272,1:36:04,1:37:34,1:42:34,2:06:04
o35,s16,3.4268751,-76.5474653,1:36:18,1:37:54,1:42:54,2:06:18
o36,s1,3.3720507,-76.5189642,1:41:52,1:45:00,1:50:00,2:11:52
o37,s3,3.31257646,-76.53873827,1:42:42,1:43:47,2:18:47,2:29:42
o38,s11,3.452356952,-76.54472639,1:46:27,1:47:58,2:17:58,2:19:27
o39,s2,3.393981,-76.537381,1:46:28,1:47:05,2:00:05,2:16:28
o40,s7,3.46912,-76.526146,1:49:49,1:50:45,2:23:45,2:24:49
o41,s2,3.393535,-76.528663,1:52:31,1:53:09,2:06:09,2:22:31
o42,s4,3.4444923,-76.5344215,1:57:43,1:59:19,2:09:19,2:27:43
o43,s11,3.4470547,-76.5480798,1:58:50,1:59:40,2:29:40,2:31:50
o44,s1,3.3951266,-76.5177284,2:00:09,2:01:35,2:06:35,2:30:09
o45,s17,3.448114,-76.539277,2:10:14,2:11:20,2:32:20,2:38:14
o46,s14,3.461414,-76.532784,2:28:04,2:29:11,3:06:11,3:03:04
