courier_id,vehicle,on_lat,on_lng,on_time,off_time
c1,motorcycle,3.346771045,-76.51580304,0:00:00,23:56:00
c2,motorcycle,3.381481516,-76.52156442,0:00:00,23:58:01
c3,motorcycle,3.40458043,-76.55186802,0:00:00,22:56:01
c4,motorcycle,3.363685239,-76.52355462,0:00:00,21:38:02
c5,bicycle,3.37485322,-76.54173464,0:00:00,23:58:01
c6,bicycle,3.365804266,-76.52813584,0:00:00,23:58:01
c7,motorcycle,3.412057857,-76.50192529,0:00:00,21:16:03
c8,motorcycle,3.370891451,-76.51549727,0:00:00,23:58:01
c9,motorcycle,3.456643603,-76.53412789,0:00:00,23:58:01
c10,bicycle,3.480573905,-76.498079,0:00:00,23:01:01
c11,motorcycle,3.470678354,-76.52942866,0:00:00,23:54:00
c12,motorcycle,3.365915793,-76.52831286,0:00:00,1:39:00
c13,motorcycle,3.397693593,-76.53784007,0:00:00,23:49:00
c14,motorcycle,3.365804266,-76.53058201,0:00:00,23:58:01
c15,motorcycle,3.382074641,-76.53306037,0:00:00,23:58:01
c16,motorcycle,3.480578975,-76.52538925,0:00:00,23:58:01
c17,bicycle,3.365958884,-76.53080732,0:00:00,23:15:01
c18,motorcycle,3.546922766,-76.29525572,0:00:00,23:58:01
c19,motorcycle,3.490063901,-76.52247638,0:00:00,23:58:01
c20,motorcycle,3.382807175,-76.51086777,0:00:00,0:48:00
c21,bicycle,3.359611942,-76.51873738,0:00:00,23:38:00
c22,motorcycle,3.458597873,-76.53378993,0:00:00,23:08:01
c23,motorcycle,3.381874398,-76.53788298,0:00:00,23:33:01
c24,motorcycle,3.430100003,-76.51115745,0:00:00,23:20:01
c25,motorcycle,3.418075285,-76.53646678,0:00:00,19:39:04
c26,motorcycle,3.267730835,-76.53992683,0:00:00,23:42:01
c27,motorcycle,3.365834682,-76.53057128,0:00:00,23:58:01
c28,motorcycle,3.449918987,-76.53501302,0:00:00,23:34:01
c29,motorcycle,3.403756646,-76.53422445,0:00:00,23:58:01
c30,motorcycle,3.396702517,-76.50599688,0:00:00,0:03:00
c31,motorcycle,3.404202757,-76.53198212,0:00:00,23:58:01
c32,motorcycle,3.589163894,-76.50355607,0:00:00,22:44:01
c33,motorcycle,3.435701736,-76.50865763,0:00:00,22:12:02
c34,motorcycle,3.425157296,-76.4903596,0:00:00,0:02:00
c35,motorcycle,3.365697807,-76.53071076,0:00:00,23:50:01
c36,motorcycle,3.451242112,-76.54289335,0:00:00,23:21:00
c37,bicycle,3.461918357,-76.53101653,0:00:00,23:58:01
c38,motorcycle,3.371436416,-76.52021796,0:00:00,23:58:01
c39,motorcycle,3.370425062,-76.55610055,0:00:00,1:37:00
c40,motorcycle,3.348525072,-76.5303728,0:00:00,23:32:00
c41,motorcycle,3.476781962,-76.52651578,0:00:00,23:53:00
c42,motorcycle,3.352932952,-76.53038889,0:00:00,23:46:00
c43,motorcycle,3.458298776,-76.53292626,0:00:00,22:56:01
c44,motorcycle,3.44658076,-76.53774351,0:00:00,23:58:01
c45,bicycle,3.475134393,-76.48121864,0:00:00,17:05:02
c46,motorcycle,3.365880307,-76.53060347,0:00:00,23:58:01
c47,motorcycle,3.365956349,-76.53088778,0:00:00,21:55:02
c48,motorcycle,3.385532,-76.52005702,0:00:00,23:54:00
c49,motorcycle,3.426112886,-76.5334627,0:00:00,23:08:01
c50,motorcycle,3.421329867,-76.47090822,0:00:00,23:31:01
c51,walking,3.458019956,-76.53635949,0:00:00,23:58:01
c52,motorcycle,3.486925916,-76.5178147,0:00:00,23:58:01
c53,motorcycle,3.492537789,-76.48658842,0:00:00,19:40:05
c54,motorcycle,3.480008662,-76.52011067,0:00:00,23:58:01
c55,motorcycle,3.444238677,-76.54747456,0:00:00,22:52:01
c56,motorcycle,3.478011302,-76.52576476,0:00:00,23:58:01
c57,motorcycle,3.465842106,-76.49510711,0:00:00,23:58:01
c58,motorcycle,3.364298641,-76.53291553,0:00:00,23:51:00
c59,motorcycle,3.479656336,-76.52021259,0:00:00,0:00:00
c60,motorcycle,3.425811254,-76.47709876,0:00:00,17:39:03
c61,motorcycle,3.474815019,-76.47794634,0:00:00,20:53:03
c62,motorcycle,3.413545739,-76.51669353,0:00:00,22:36:01
c63,motorcycle,3.344956184,-76.51243955,0:00:00,1:46:00
c64,motorcycle,3.37762367,-76.54464751,0:00:00,23:03:01
c65,motorcycle,3.374903915,-76.52206331,0:00:00,21:17:03
c66,bicycle,3.475446164,-76.49656624,0:00:00,23:53:00
c67,motorcycle,3.365920863,-76.52832896,0:00:00,23:49:00
c68,motorcycle,3.490811644,-76.52136058,0:00:00,23:37:00
c69,motorcycle,3.37067093,-76.53711051,0:00:00,23:58:01
c70,motorcycle,3.47961578,-76.51937574,0:00:00,23:46:00
c71,motorcycle,3.458225269,-76.53287798,0:00:00,22:26:02
c72,motorcycle,3.385826028,-76.55496329,0:00:00,15:23:02
c73,motorcycle,3.432077085,-76.53424054,0:00:00,16:34:04
c74,bicycle,3.492550463,-76.49591714,0:00:00,23:55:01
c75,walking,3.49166331,-76.50358826,0:00:00,10:08:01
c76,bicycle,3.36240267,-76.53972834,0:00:00,19:36:06
c77,motorcycle,3.434819653,-76.46532387,0:00:00,18:02:03
c78,motorcycle,3.436644653,-76.49165243,0:00:00,21:04:03
c79,motorcycle,3.43393757,-76.51481062,0:00:00,0:03:00
c80,bicycle,3.366017182,-76.53078586,0:00:00,0:40:00
c81,motorcycle,3.430840141,-76.47267312,0:00:00,22:04:01
c82,motorcycle,3.4328958,-76.46991581,0:00:00,21:56:02
c83,motorcycle,3.546867002,-76.29526109,0:00:00,22:24:01
c84,motorcycle,3.396750676,-76.50912434,0:00:00,21:52:02
c85,motorcycle,3.446867183,-76.5517661,0:00:00,23:58:01
c86,motorcycle,3.410060497,-76.45484179,0:00:00,21:21:04
c87,bicycle,3.47898717,-76.49733335,0:00:00,22:25:01
c88,motorcycle,3.466316099,-76.49461895,0:00:00,22:15:02
c89,motorcycle,3.365844821,-76.53060347,0:00:00,23:58:01
c90,motorcycle,3.479826162,-76.5196225,0:00:00,23:58:01
c91,motorcycle,3.438091978,-76.53129011,0:00:00,6:46:00
c92,motorcycle,3.41462553,-76.49417907,0:00:00,21:59:02
c93,motorcycle,3.424561637,-76.46384329,0:00:00,23:58:01
c94,motorcycle,3.365905655,-76.5305981,0:00:00,23:58:01
c95,motorcycle,3.476427101,-76.49206012,0:00:00,23:49:00
c96,motorcycle,3.575065775,-76.49276823,0:00:00,20:21:05
c97,bicycle,3.390165471,-76.549851,0:00:00,2:16:00
c98,motorcycle,3.42057959,-76.51734263,0:00:00,23:58:01
c99,motorcycle,3.356737568,-76.51462823,0:00:00,23:44:00
c100,motorcycle,3.475565296,-76.49638921,0:00:00,23:56:00
c101,motorcycle,3.486266889,-76.50826067,0:00:00,23:34:01
c102,motorcycle,3.406073381,-76.53797418,0:00:00,23:42:01
c103,motorcycle,3.456866658,-76.53425664,0:00:00,23:55:01
c104,motorcycle,3.455186138,-76.54384822,0:00:00,23:55:01
c105,bicycle,3.404456229,-76.5225783,0:00:00,22:01:02
c106,motorcycle,3.456653741,-76.53431565,0:00:00,17:25:02
c107,bicycle,3.457360929,-76.53568894,0:00:00,23:52:01
c108,car,3.413974107,-76.51212841,0:00:00,0:02:00
c109,bicycle,3.398915328,-76.54428273,0:00:00,23:58:01
c110,motorcycle,3.365931002,-76.53060883,0:00:00,23:57:00
c111,walking,3.400030606,-76.54394478,0:00:00,23:47:01
c112,motorcycle,3.456706971,-76.5340206,0:00:00,23:54:00
c113,motorcycle,3.365925932,-76.52836651,0:00:00,23:40:01
c114,motorcycle,3.429742607,-76.55424446,0:00:00,23:58:01
c115,motorcycle,3.416863689,-76.48884147,0:00:00,23:48:00
c116,motorcycle,3.419829312,-76.53944403,0:00:00,23:58:01
c117,motorcycle,3.458339331,-76.53288335,0:00:00,23:48:00
c118,motorcycle,3.45666895,-76.53404206,0:00:00,23:58:01
c119,motorcycle,3.458749956,-76.53341979,0:00:00,5:31:00
c120,bicycle,3.357472637,-76.5302065,0:00:00,23:12:01
c121,motorcycle,3.225755852,-76.51459068,0:00:00,9:52:01
c122,motorcycle,3.418171605,-76.51661843,0:00:00,2:05:00
c123,bicycle,3.397769634,-76.53805465,0:00:00,23:55:01
c124,bicycle,3.381144398,-76.53359145,0:00:00,23:55:01
c125,bicycle,3.41539862,-76.52794272,0:00:00,23:58:01
c126,motorcycle,3.448542634,-76.54249102,0:00:00,21:40:02
c127,motorcycle,3.484130119,-76.55186802,0:00:00,22:40:01
c128,motorcycle,3.463659711,-76.49762839,0:00:00,22:11:02
c129,motorcycle,3.419882542,-76.49959177,0:00:00,14:02:03
c130,motorcycle,3.456709505,-76.53439611,0:00:00,18:43:03
c131,bicycle,3.480956648,-76.48533314,0:00:00,22:32:01
c132,motorcycle,3.404162201,-76.53201967,0:00:00,23:58:01
c133,motorcycle,3.434000938,-76.49130911,0:00:00,23:58:01
c134,motorcycle,3.359054303,-76.52308792,0:00:00,23:58:01
c135,motorcycle,3.39553908,-76.51271313,0:00:00,0:24:00
c136,motorcycle,3.365690203,-76.53051227,0:00:00,23:58:01
c137,bicycle,3.426242157,-76.5481934,0:00:00,23:12:01
c138,motorcycle,3.371471902,-76.52029842,0:00:00,23:58:01
c139,motorcycle,3.41058265,-76.50234371,0:00:00,23:46:00
c140,bicycle,3.484842376,-76.50952131,0:00:00,1:45:00
c141,motorcycle,3.546940509,-76.29526109,0:00:00,23:58:01
c142,motorcycle,3.437050208,-76.53953522,0:00:00,23:39:00
c143,walking,3.371241243,-76.52022332,0:00:00,23:58:01
c144,motorcycle,3.357482776,-76.53008312,0:00:00,23:58:01
c145,walking,3.384300126,-76.55595571,0:00:00,23:58:01
c146,motorcycle,3.486875222,-76.51051372,0:00:00,23:58:01
c147,bicycle,3.546882211,-76.29516453,0:00:00,23:58:01
c148,motorcycle,3.365913259,-76.53072685,0:00:00,5:08:00
