store_id,pick_up_lat,pick_up_lng
s1,4.809653,-75.678488
s2,4.808437,-75.687339
s3,4.807934,-75.687068
s4,4.807934,-75.687068
s5,4.808411,-75.689017
s6,4.808437,-75.687339
s7,4.807934,-75.687068
s8,4.8091097,-75.7415858
s9,4.811244,-75.691009
s10,4.803890508,-75.68497506
s11,4.807934,-75.687068
s12,4.8074472,-75.6846753
s13,4.814012,-75.713595
s14,4.805889727,-75.73751986
s15,4.809182,-75.697816
s16,4.8292183,-75.6770416
s17,4.816444582,-75.69563475
s18,4.804041,-75.687057
s19,4.807867,-75.717689
s20,4.808150123,-75.72615579
s21,4.811204,-75.693312
s22,4.814012,-75.713595
s23,4.809498,-75.740748
s24,4.808956389,-75.7412019
s25,4.804508,-75.687265
s26,4.814854327,-75.69836533
s27,4.812135,-75.694512
s28,4.809363,-75.741384
s29,4.811078,-75.693117
s30,4.814012,-75.713595
s31,4.835715,-75.669585
s32,4.80646637,-75.68411717
s33,4.803224,-75.697282
s34,4.812135,-75.694512
s35,4.812399,-75.77302
s36,4.80646637,-75.68411717
s37,4.806692,-75.68465
s38,4.835715,-75.669585
s39,4.811078,-75.693117
s40,4.805889727,-75.73751986
s41,4.814012,-75.713595
s42,4.812284,-75.68645
s43,4.806692,-75.68465
s44,4.80646637,-75.68411717
s45,4.806794,-75.685447
s46,4.810833,-75.6935
s47,4.812399,-75.77302
s48,4.807521378,-75.68388325
s49,4.805665,-75.737934
s50,4.809281,-75.742504
s51,4.803293,-75.694394
s52,4.80646637,-75.68411717
s53,4.806687,-75.683304
s54,4.80646637,-75.68411717
s55,4.80946102,-75.74092688
s56,4.809182,-75.697816
s57,4.811204,-75.693312
s58,4.835755928,-75.66949331
s59,4.80646637,-75.68411717
s60,4.810835,-75.690965
s61,4.807069608,-75.68378082
s62,4.805889727,-75.73751986
s63,4.808464244,-75.690004
s64,4.806692,-75.68465
s65,4.812399,-75.77302
s66,4.80763,-75.683741
s67,4.811073,-75.693117
s68,4.808956389,-75.7412019
s69,4.808757,-75.691009
s70,4.80646637,-75.68411717
s71,4.807062,-75.683784
s72,4.809002,-75.740603
s73,4.807062,-75.683784
s74,4.80646637,-75.68411717
s75,4.814854327,-75.69836533
s76,4.806794,-75.685447
s77,4.80646637,-75.68411717
s78,4.807577597,-75.72125573
s79,4.835755928,-75.66949331
s80,4.808150123,-75.72615579
s81,4.808150123,-75.72615579
s82,4.80646637,-75.68411717
s83,4.812135,-75.694512
s84,4.80646637,-75.68411717
s85,4.807317,-75.720848
s86,4.808952,-75.681521
s87,4.809223,-75.741798
s88,4.805665,-75.737934
s89,4.814854327,-75.69836533
s90,4.805889727,-75.73751986
s91,4.809002,-75.740603
s92,4.80763,-75.683741
s93,4.806217,-75.683348
s94,4.812399,-75.77302
s95,4.807241053,-75.68353724
s96,4.806692,-75.68465
s97,4.812135,-75.694512
s98,4.8292183,-75.6770416
s99,4.808952,-75.681521
s100,4.807521378,-75.68388325
s101,4.792196,-75.710936
s102,4.812399,-75.77302
s103,4.811078,-75.693117
s104,4.809192,-75.740626
s105,4.803293,-75.694394
s106,4.807317,-75.720848
s107,4.808658,-75.679497
s108,4.803549,-75.684791
s109,4.802243,-75.747682
s110,4.806747,-75.683759
s111,4.826105385,-75.68348993
s112,4.805665,-75.737934
s113,4.809192,-75.740626
s114,4.812135,-75.694512
s115,4.807062,-75.683784
s116,4.812135,-75.694512
s117,4.811244,-75.691009
s118,4.811078,-75.693117
s119,4.814885,-75.695052
s120,4.810833,-75.6935
s121,4.80946102,-75.74092688
s122,4.805868,-75.683569
s123,4.80763,-75.683741
s124,4.807176532,-75.68649346
s125,4.803741,-75.684179
s126,4.80646637,-75.68411717
s127,4.806147183,-75.68234894
s128,4.809192,-75.740626
s129,4.809002,-75.740603
s130,4.807176532,-75.68649346
s131,4.814854327,-75.69836533
s132,4.835755928,-75.66949331
s133,4.81695,-75.693998
s134,4.80646637,-75.68411717
s135,4.803741,-75.684179
s136,4.806488,-75.682238
s137,4.807388,-75.683625
s138,4.807241053,-75.68353724
s139,4.80646637,-75.68411717
s140,4.814063,-75.763696
s141,4.80646637,-75.68411717
s142,4.809302,-75.740562
s143,4.807934,-75.687068
s144,4.835715,-75.669585
s145,4.807062,-75.683784
s146,4.803293,-75.694394
s147,4.807546,-75.721799
s148,4.835392294,-75.66907933
s149,4.812399,-75.77302
s150,4.809302,-75.740562
s151,4.805665,-75.737934
s152,4.805665,-75.737934
s153,4.8292183,-75.6770416
s154,4.8060959,-75.7162763
s155,4.814161,-75.694233
s156,4.802093,-75.693135
s157,4.80646637,-75.68411717
s158,4.81124287,-75.6910093
s159,4.808150123,-75.72615579
s160,4.812399,-75.77302
s161,4.806794,-75.685447
s162,4.806794,-75.685447
s163,4.806794,-75.685447
s164,4.807317,-75.720848
s165,4.803224,-75.697282
s166,4.80727,-75.683549
s167,4.800826,-75.742917
s168,4.835755928,-75.66949331
s169,4.808658,-75.679497
s170,4.811143,-75.693125
s171,4.809223,-75.741789
s172,4.8292183,-75.6770416
s173,4.809182,-75.697816
s174,4.812399,-75.77302
s175,4.811204,-75.693312
s176,4.808948,-75.681425
s177,4.806747,-75.683759
s178,4.807317,-75.720848
s179,4.792196,-75.710936
s180,4.807317,-75.720848
s181,4.810833,-75.6935
s182,4.811204,-75.693312
s183,4.80646637,-75.68411717
s184,4.82888565,-75.67916566
