order_id,store_id,drop_off_lat,drop_off_lng,placement_time,preparation_time,ready_time,expected_drop_off_time
o1,s1,4.8194611,-75.7005179,8:24:36,8:25:27,8:35:27,8:54:36
o2,s2,4.806573,-75.680816,8:33:07,8:33:55,8:41:55,9:03:07
o3,s3,4.8125809,-75.7088707,8:37:13,8:38:23,8:43:23,8:57:13
o4,s3,4.8018343,-75.6867346,8:45:59,8:47:12,8:57:12,9:05:59
o5,s5,4.8139062,-75.6933219,8:49:50,8:51:11,9:18:11,9:19:50
o6,s2,4.834612,-75.665622,8:51:42,8:52:34,9:00:34,9:21:42
o7,s3,4.799776,-75.688673,9:05:30,9:06:48,9:16:48,9:25:30
o8,s8,4.789833347,-75.73391659,9:17:58,9:18:59,9:31:59,9:47:58
o9,s9,4.8087174,-75.690601,9:30:59,9:33:09,9:48:09,9:52:59
o10,s10,4.8129972,-75.7098491,9:35:12,9:35:51,9:45:51,10:08:12
o11,s3,4.806952,-75.685204,10:02:32,10:03:45,10:13:45,10:15:32
o12,s12,4.80551,-75.68344,10:13:23,10:14:39,10:39:39,10:37:23
o13,s13,4.802452754,-75.72236639,10:15:43,10:17:14,10:32:14,10:47:43
o14,s14,4.8100625,-75.7616588,10:35:56,10:37:16,11:02:16,11:05:56
o15,s15,4.8129399,-75.7137196,10:41:06,10:41:41,11:03:41,11:11:06
o16,s16,4.85026566,-75.66081841,10:46:18,10:48:43,11:18:43,11:16:18
o17,s17,4.827944,-75.688962,10:49:46,10:54:44,10:59:44,11:19:46
o18,s18,4.8067428,-75.6899382,10:52:47,10:54:02,10:59:02,11:22:47
o19,s19,4.8006749,-75.7403289,10:55:56,10:57:09,11:08:09,11:15:56
o21,s20,4.7964296,-75.792479,11:00:00,14:05:10,15:05:10,11:30:00
o22,s21,4.8037059,-75.6972655,11:03:07,11:09:00,11:14:00,11:33:07
o23,s13,4.824813198,-75.70013128,11:03:44,11:04:59,11:19:59,11:35:44
o25,s23,4.790238447,-75.73662364,11:03:53,11:04:47,11:24:47,11:33:53
o24,s24,4.790238447,-75.73662364,11:03:53,11:04:37,11:27:37,11:33:53
o26,s25,4.828771,-75.688971,11:04:49,11:11:33,11:16:33,11:41:49
o27,s26,4.7933614,-75.6915129,11:06:27,11:07:08,11:25:08,11:36:27
o28,s27,4.815076,-75.707842,11:08:45,11:09:21,11:19:21,11:38:45
o29,s28,4.783109324,-75.72554279,11:13:59,11:20:27,11:25:27,11:43:59
o30,s29,4.8174954,-75.6976746,11:15:35,11:16:10,11:37:10,11:45:35
o31,s13,4.8072177,-75.7129024,11:15:52,11:17:25,11:32:25,11:45:52
o32,s31,4.8279439,-75.6889626,11:16:41,11:18:08,11:40:08,11:46:41
