courier_id,vehicle,on_lat,on_lng,on_time,off_time
c1,bicycle,10.93273522,-74.7702536,0:00:01,1:49:00
c2,motorcycle,11.00559832,-74.81687576,0:00:01,17:39:05
c3,motorcycle,10.96118747,-74.7987172,0:00:01,23:54:00
c4,bicycle,10.99273714,-74.80896324,0:00:01,23:58:00
c5,car,10.95560348,-74.82813567,0:00:01,23:58:00
c6,walking,10.96274886,-74.80655998,0:00:01,22:51:01
c7,motorcycle,11.00565408,-74.81695622,0:00:01,23:58:00
c8,bicycle,11.0043994,-74.80878621,0:00:01,14:11:07
c9,motorcycle,11.00883516,-74.8267892,0:00:01,23:33:00
c10,bicycle,10.99540621,-74.79762822,0:00:01,23:13:01
c11,motorcycle,10.97893305,-74.81456369,0:00:01,19:53:06
c12,bicycle,10.977141,-74.80244011,0:00:01,0:43:00
c13,motorcycle,10.99272447,-74.80899006,0:00:01,23:58:00
c14,motorcycle,10.98362229,-74.81254131,0:00:01,23:55:00
c15,motorcycle,10.97266469,-74.8165217,0:00:01,16:53:04
c16,motorcycle,11.00023738,-74.83671874,0:00:01,23:57:00
c17,bicycle,10.99482322,-74.81601745,0:00:01,8:43:01
c18,bicycle,11.00957023,-74.83334452,0:00:01,1:18:00
c19,motorcycle,10.99319339,-74.80844289,0:00:01,21:36:03
c20,car,10.97700159,-74.79169518,0:00:01,7:07:00
c21,bicycle,10.929653,-74.80938703,0:00:01,22:58:01
c22,bicycle,10.97270017,-74.78503257,0:00:01,23:13:01
c23,motorcycle,10.96871559,-74.83138114,0:00:01,22:31:01
c24,motorcycle,11.00576054,-74.8170045,0:00:01,23:58:00
c25,motorcycle,11.00432082,-74.8082605,0:00:01,23:58:00
c26,motorcycle,10.99354572,-74.81022388,0:00:01,23:05:00
c27,motorcycle,11.00498238,-74.82697695,0:00:01,23:58:00
c28,motorcycle,10.91731905,-74.80674237,0:00:01,23:58:00
c29,motorcycle,10.93237783,-74.82993811,0:00:01,23:58:00
c30,motorcycle,11.01463713,-74.82702523,0:00:01,23:58:00
c31,motorcycle,10.9825425,-74.83208388,0:00:01,16:06:06
c32,motorcycle,10.96269563,-74.80016559,0:00:01,22:34:01
c33,motorcycle,10.9908944,-74.78551537,0:00:01,22:27:01
c34,motorcycle,10.94446338,-74.80113119,0:00:01,20:02:07
c35,bicycle,11.00871096,-74.82694477,0:00:01,23:33:00
c36,motorcycle,10.95887073,-74.81667727,0:00:01,21:36:03
c37,motorcycle,10.98426104,-74.79741901,0:00:01,23:58:00
c38,motorcycle,11.03175411,-74.8611322,0:00:01,21:30:04
c39,bicycle,10.85122873,-74.77119237,0:00:01,23:58:00
c40,car,11.0146346,-74.82702523,0:00:01,23:00:01
c41,bicycle,10.9356096,-74.77199703,0:00:01,23:00:01
c42,bicycle,10.95860459,-74.8082605,0:00:01,23:58:00
c43,motorcycle,10.96637097,-74.81218725,0:00:01,23:10:01
c44,bicycle,11.00864505,-74.82153207,0:00:01,22:29:01
c45,bicycle,11.00527134,-74.82616693,0:00:01,23:58:00
c46,motorcycle,11.01797029,-74.86097664,0:00:01,23:55:00
c47,motorcycle,10.97337694,-74.8047629,0:00:01,21:34:04
c48,bicycle,11.00297742,-74.80968744,0:00:01,23:20:01
c49,motorcycle,11.0023336,-74.82773334,0:00:01,23:58:00
c50,motorcycle,10.94755067,-74.83044237,0:00:01,21:29:03
c51,motorcycle,11.01761543,-74.81358737,0:00:01,15:51:04
c52,motorcycle,10.88676045,-74.8136571,0:00:01,23:13:01
c53,bicycle,10.92427179,-74.77346152,0:00:01,3:21:00
c54,bicycle,10.91766124,-74.80513841,0:00:01,22:04:01
c55,car,11.01062974,-74.83694404,0:00:01,22:49:00
c56,motorcycle,10.98416218,-74.79741365,0:00:01,23:35:00
c57,motorcycle,11.0048379,-74.79976326,0:00:01,23:39:00
c58,motorcycle,10.95967424,-74.80761141,0:00:01,19:56:10
c59,motorcycle,11.00768946,-74.82042164,0:00:01,21:36:03
c60,motorcycle,10.75417679,-74.75171417,0:00:01,13:06:06
c61,motorcycle,10.85155064,-74.77082759,0:00:01,0:12:00
c62,motorcycle,11.00769453,-74.82049674,0:00:01,14:58:05
c63,motorcycle,10.9916244,-74.81084079,0:00:01,23:58:00
c64,motorcycle,10.91502766,-74.80246693,0:00:01,18:53:08
c65,bicycle,10.97926764,-74.82315749,0:00:01,23:56:00
c66,motorcycle,10.96176539,-74.84109074,0:00:01,21:24:03
c67,car,10.98144496,-74.84334379,0:00:01,0:25:00
c68,motorcycle,10.98434468,-74.79736537,0:00:01,23:16:00
c69,motorcycle,10.98418246,-74.79746729,0:00:01,23:58:00
c70,car,10.95573021,-74.80028898,0:00:01,23:58:00
c71,motorcycle,10.98994135,-74.81262714,0:00:01,23:58:00
c72,motorcycle,11.00191283,-74.82040554,0:00:01,23:33:00
c73,motorcycle,10.95429556,-74.831644,0:00:01,23:58:00
c74,motorcycle,10.99345194,-74.81042773,0:00:01,22:22:02
c75,motorcycle,10.98155902,-74.79499966,0:00:01,23:16:00
c76,motorcycle,11.0047137,-74.81726199,0:00:01,23:58:00
c77,motorcycle,11.01164616,-74.8065117,0:00:01,22:05:01
c78,bicycle,10.97613472,-74.79146987,0:00:01,18:27:05
c79,motorcycle,10.98422555,-74.79740292,0:00:01,23:58:00
c80,car,11.0168905,-74.85783309,0:00:01,20:59:04
c81,car,10.97614993,-74.8455593,0:00:01,15:38:04
c82,motorcycle,10.95336785,-74.82513696,0:00:01,11:25:03
c83,motorcycle,11.00553749,-74.81690794,0:00:01,0:17:00
c84,motorcycle,10.90563145,-74.79905516,0:00:01,20:39:05
c85,motorcycle,10.99182464,-74.80773479,0:00:01,23:38:00
c86,motorcycle,11.02156453,-74.86785918,0:00:01,23:58:00
c87,motorcycle,11.00855127,-74.8240909,0:00:01,22:06:02
c88,motorcycle,11.00405467,-74.81293291,0:00:01,23:58:00
c89,car,11.00985919,-74.79766577,0:00:01,20:06:06
c90,motorcycle,10.91785895,-74.81757313,0:00:01,22:57:01
c91,car,10.92601568,-74.86494631,0:00:01,23:58:00
c92,motorcycle,11.00484297,-74.82176811,0:00:01,18:31:06
c93,motorcycle,10.97493326,-74.82384413,0:00:01,20:04:07
c94,motorcycle,10.99500065,-74.8104921,0:00:01,20:59:04
