order_id,store_id,drop_off_lat,drop_off_lng,placement_time,preparation_time,ready_time,expected_drop_off_time
o1,s1,11.011532,-74.804248,0:07:08,0:07:56,0:27:56,0:37:08
o2,s2,11.006476,-74.807166,0:10:02,0:11:17,0:39:17,0:40:02
o3,s2,10.99652864,-74.82481912,0:15:22,0:16:24,0:44:24,0:45:22
o4,s3,11.006169,-74.829915,0:16:05,0:16:37,0:28:37,0:42:05
o5,s4,11.0170955,-74.8110548,0:19:31,0:20:46,0:33:46,0:49:31
o6,s3,11.006406,-74.807887,0:20:41,0:21:15,0:33:15,0:50:41
o7,s5,11.00792584,-74.80850056,0:21:28,0:22:49,0:42:49,0:50:28
o8,s3,11.0120568,-74.8272054,0:21:50,0:22:26,0:34:26,0:48:50
o9,s2,11.017514,-74.821484,0:22:49,0:23:55,0:50:55,0:52:49
o10,s3,11.014698,-74.811844,0:22:57,0:23:33,0:35:33,0:52:57
o11,s6,11.003691,-74.812233,0:22:58,0:24:20,0:44:20,0:43:58
o12,s4,11.014021,-74.838152,0:30:00,0:31:00,0:44:00,1:00:00
o13,s3,11.007213,-74.829264,0:30:55,0:31:28,0:43:28,0:57:55
o14,s7,10.991587,-74.797,0:34:51,0:36:03,0:56:03,1:04:51
o15,s3,11.010212,-74.815412,0:35:34,0:36:09,0:48:09,1:05:34
o16,s3,11.00494331,-74.82197091,0:36:18,0:36:54,0:48:54,1:03:18
o17,s5,11.008675,-74.81359,0:39:34,0:40:51,1:00:51,1:08:34
o18,s5,11.008955,-74.812401,0:39:50,0:41:34,1:01:34,1:07:50
o19,s3,11.007897,-74.810209,0:40:10,0:40:46,0:52:46,1:10:10
o20,s8,10.977902,-74.801209,0:41:08,0:42:16,1:02:16,1:11:08
o21,s5,10.990699,-74.819156,0:41:14,0:42:43,1:02:43,1:10:14
o22,s9,10.9992639,-74.7858265,0:50:04,0:51:29,1:11:29,1:20:04
o23,s10,10.999983,-74.82003,0:51:31,0:52:34,1:17:34,1:21:31
o24,s5,11.0173022,-74.8017111,0:51:49,0:53:13,1:13:13,1:15:49
o25,s3,10.98114879,-74.81296878,0:52:30,0:53:07,1:05:07,1:22:30
o26,s4,11.01183364,-74.8231709,0:55:18,0:56:23,1:09:23,1:25:18
o27,s3,11.013403,-74.832494,1:02:04,1:02:39,1:14:39,1:29:04
o28,s4,11.0122979,-74.8239383,1:02:24,1:03:35,1:16:35,1:32:24
o29,s5,11.010743,-74.837639,1:11:53,1:13:18,1:28:18,1:48:53
o30,s3,11.010046,-74.825638,1:12:16,1:12:51,1:24:51,1:39:16
o31,s4,11.007512,-74.808167,1:13:44,1:14:37,1:28:37,1:43:44
o32,s3,11.02273882,-74.80635119,1:14:31,1:15:08,1:27:08,1:44:31
o33,s8,10.9696381,-74.8081617,1:16:25,1:18:08,1:34:08,1:51:25
o34,s3,11.011178,-74.834114,1:16:40,1:17:17,1:29:17,1:43:40
o35,s3,11.007203,-74.806196,1:20:29,1:21:06,1:33:06,1:50:29
o36,s4,11.00832538,-74.8374996,1:21:12,1:22:13,1:35:13,1:51:12
o37,s3,11.0204055,-74.8178769,1:22:01,1:22:39,1:34:39,1:52:01
o38,s3,11.01856,-74.809291,1:25:50,1:26:27,1:38:27,1:55:50
o39,s5,11.01393,-74.815155,1:34:04,1:35:00,1:50:00,2:03:04
o40,s5,11.006351,-74.80773,1:35:55,1:37:04,1:52:04,2:04:55
o41,s8,10.9802189,-74.7931161,1:40:02,1:41:38,1:57:38,2:10:02
o42,s4,11.0220119,-74.8191395,1:43:06,1:44:06,1:57:06,2:13:06
o43,s3,11.0009791,-74.8322911,1:43:36,1:44:13,1:56:13,2:10:36
o44,s3,10.996991,-74.8135723,1:45:39,1:46:15,1:58:15,2:15:39
o45,s5,11.016827,-74.823828,1:48:29,1:49:28,2:04:28,2:17:29
o46,s5,11.00229838,-74.8131961,1:54:17,1:55:32,2:10:32,2:23:17
o47,s3,11.0119464,-74.8239568,2:02:49,2:03:22,2:15:22,2:29:49
o48,s3,11.010812,-74.798608,2:06:04,2:06:41,2:18:41,2:36:04
o49,s3,11.002832,-74.828369,2:15:18,2:15:53,2:27:53,2:41:18
o50,s7,10.9591864,-74.8038336,2:19:34,2:20:41,2:45:41,2:49:34
o51,s3,11.0119144,-74.8254014,2:29:59,2:30:34,2:42:34,2:56:59
o52,s3,11.01205677,-74.82720528,2:36:04,2:36:41,2:48:41,3:03:04
o53,s1,10.99210688,-74.81891826,2:41:14,2:42:32,3:02:32,3:11:14
o54,s3,11.00725,-74.807484,2:50:39,2:51:14,3:03:14,3:20:39
o55,s3,11.0122979,-74.8239383,2:50:44,2:51:21,3:03:21,3:17:44
o56,s3,11.007922,-74.811462,2:52:31,2:53:05,3:05:05,3:22:31
o57,s7,10.9794531,-74.8015886,2:56:03,2:56:59,3:11:59,3:26:03
o58,s3,11.019332,-74.823608,3:13:07,3:13:45,3:25:45,3:43:07
o59,s3,11.005991,-74.815272,3:56:51,3:57:23,4:09:23,4:25:51
o60,s3,11.008076,-74.7946084,4:44:10,4:44:46,4:56:46,5:14:10
o61,s11,11.006893,-74.807189,6:04:29,6:05:46,6:13:46,6:28:29
o62,s12,11.00892995,-74.83217005,6:19:57,6:21:46,6:58:46,6:49:57
o63,s11,10.997423,-74.797397,6:22:02,6:23:22,6:33:22,6:46:02
o64,s12,11.02184083,-74.81301002,6:24:01,6:25:21,6:48:21,6:54:01
o65,s3,10.98124917,-74.81275287,6:24:48,6:25:21,6:37:21,6:54:48
o66,s12,11.00847,-74.81356,6:36:47,6:38:00,6:58:00,7:06:47
o67,s11,11.000766,-74.800779,6:37:55,6:38:38,6:46:38,7:01:55
o68,s12,11.000126,-74.822168,6:42:20,6:43:23,7:08:23,7:12:20
o69,s11,10.990563,-74.799976,6:43:25,6:45:05,6:53:05,7:07:25
o70,s12,11.00902518,-74.80811974,6:44:34,6:46:02,7:10:02,7:14:34
o71,s11,10.976657,-74.799526,6:45:16,6:46:43,7:11:43,7:09:16
o72,s12,11.01538661,-74.81046293,6:45:51,6:46:48,7:11:48,7:15:51
o73,s13,10.99170205,-74.81533315,6:49:00,6:55:51,7:00:51,7:25:00
o74,s12,11.002528,-74.790844,6:49:49,6:50:49,7:25:49,7:19:49
o75,s12,11.0156663,-74.8458543,6:53:24,6:54:33,7:19:33,7:23:24
o76,s12,11.0078505,-74.7974623,6:54:59,6:56:50,7:20:50,7:24:59
o77,s12,11.011987,-74.809453,6:58:42,6:59:53,7:34:53,7:28:42
o78,s12,11.0165803,-74.8257146,7:01:42,7:02:58,7:32:58,7:31:42
