store_id,pick_up_lat,pick_up_lng
s1,7.105727004,-73.10663844
s2,7.068535,-73.104508
s3,7.073233,-73.10216
s4,7.115105,-73.108987
s5,7.095631,-73.107546
s6,7.118402,-73.111466
s7,7.119952,-73.109382
s8,7.123623,-73.111348
s9,7.120114,-73.112486
s10,7.123557,-73.110554
s11,7.120008985,-73.11548784
s12,7.121507,-73.1208762
s13,7.12005701,-73.11015966
s14,7.111882,-73.119304
s15,7.130683009,-73.11223501
s16,7.118349,-73.113154
s17,7.118378,-73.116345
s18,7.119747,-73.109099
s19,7.118833,-73.112102
s20,7.085665522,-73.11357778
s21,7.115156785,-73.1088008
s22,7.101651404,-73.1229243
s23,7.111732115,-73.11229915
s24,7.1200613,-73.1272015
s25,7.111322,-73.107944
s26,7.120858,-73.121082
s27,7.070001,-73.106203
s28,7.071026048,-73.10644135
s29,7.0686474,-73.1066057
s30,7.115863,-73.120484
s31,7.071347,-73.106511
s32,7.130679,-73.112559
s33,7.1310905,-73.1173494
s34,7.12313,-73.110625
s35,7.129471746,-73.12199556
s36,7.121167,-73.111706
s37,7.099115578,-73.10878663
s38,7.068893,-73.104817
s39,7.1161212,-73.1202108
s40,7.0708862,-73.108923
s41,7.099688361,-73.10734824
s42,7.099664,-73.107362
s43,7.11926,-73.111419
s44,7.119708,-73.114211
s45,7.072098,-73.105262
s46,7.120705,-73.123454
s47,7.109998,-73.108064
s48,7.122128738,-73.11955045
s49,7.067837,-73.107367
s50,7.136475643,-73.12032181
s51,7.121791,-73.112045
s52,7.100243,-73.10726
s53,7.071677,-73.105193
s54,7.137852,-73.121099
s55,7.123762,-73.111067
s56,7.112773877,-73.10749193
s57,7.120701399,-73.1116304
s58,7.126334,-73.12094
s59,7.099718,-73.107334
s60,7.071739,-73.1049946
s61,7.072029,-73.105133
s62,7.07044,-73.105362
s63,7.115401085,-73.10812525
s64,7.127291,-73.122269
s65,7.099259,-73.107124
s66,7.099214,-73.1075049
s67,7.072835,-73.099564
s68,7.063539932,-73.08427213
s69,7.120723,-73.112647
s70,7.130405,-73.112129
s71,7.098585,-73.106981
s72,7.099126079,-73.10719722
s73,7.122612584,-73.10979059
s74,7.113034423,-73.11869482
s75,7.0900587,-73.1070363
s76,7.121664,-73.109678
s77,7.070897978,-73.10554592
s78,7.126279,-73.1145
s79,7.10985,-73.110003
s80,7.069746458,-73.10691429
s81,7.115417,-73.113079
s82,7.130459083,-73.11222679
s83,7.118037681,-73.11115534
s84,7.113527983,-73.12349059
s85,7.118558,-73.104594
s86,7.120357,-73.115447
s87,7.114431,-73.111926
s88,7.1222694,-73.1095578
s89,7.122229,-73.109245
s90,7.137845,-73.125005
s91,7.116597,-73.110204
s92,7.080769,-73.115221
s93,7.069489676,-73.10583855
s94,7.130345,-73.111478
s95,7.114258,-73.108351
s96,7.10954,-73.106201
s97,7.119764747,-73.1115155
s98,7.113827,-73.123542
s99,7.116949,-73.109646
s100,7.071733,-73.105166
s101,7.117503,-73.11686
s102,7.113275,-73.109322
s103,7.099205,-73.107135
s104,7.069558145,-73.1070273
s105,7.123422,-73.111521
s106,7.1168637,-73.1109771
s107,7.121169,-73.111725
s108,7.071797,-73.10493
s109,7.083001406,-73.1208695
s110,7.122521,-73.113777
s111,7.0635663,-73.0800585
s112,7.0716472,-73.1049868
s113,7.11341,-73.123175
s114,7.06786,-73.107309
s115,7.122234,-73.109262
s116,7.09942445,-73.10745345
s117,7.125605032,-73.1111076
s118,7.122603876,-73.10980895
s119,7.072417,-73.101005
s120,7.11023,-73.108183
s121,7.114147363,-73.10991132
s122,7.130795,-73.11945
s123,7.085741487,-73.11141238
s124,7.114941,-73.113939
s125,7.071744,-73.104996
s126,7.069282,-73.104111
s127,7.116574,-73.110353
s128,7.130228,-73.112094
s129,7.130705,-73.112057
s130,7.1139541,-73.1083021
s131,7.068052,-73.107108
s132,7.120487594,-73.11346144
s133,7.115508,-73.108167
s134,7.071781,-73.104995
s135,7.071711,-73.105166
s136,7.113566459,-73.12316549
s137,7.1110435,-73.1207448
s138,7.113211,-73.109836
s139,7.100251,-73.107103
s140,7.071946,-73.105187
s141,7.133316,-73.123055
s142,7.123147,-73.1107
s143,7.120861477,-73.11244222
s144,7.112556,-73.108722
s145,7.130297853,-73.11653883
s146,7.070419,-73.105362
s147,7.070025,-73.105515
s148,7.117991,-73.128575
s149,7.070663,-73.104642
s150,7.1174492,-73.1123283
s151,7.099663,-73.107363
s152,7.112663,-73.10758
s153,7.121481,-73.111354
s154,7.130080071,-73.11746187
s155,7.120519169,-73.11334078
s156,7.111075,-73.107476
s157,7.069615,-73.106851
s158,7.072047,-73.105114
s159,7.1370875,-73.1291111
s160,7.070005,-73.106265
s161,7.130449838,-73.11221408
s162,7.069199,-73.104894
s163,7.103777812,-73.12322241
s164,7.0713701,-73.1048971
s165,7.137441,-73.120511
s166,7.099463315,-73.10734266
s167,7.099205,-73.107332
s168,7.130732,-73.112602
s169,7.122655,-73.109812
s170,7.119746,-73.109097
s171,7.099872,-73.107227
s172,7.0677136,-73.1074231
s173,7.1217511,-73.10966092
s174,7.118294309,-73.11330719
s175,7.112663,-73.107634
s176,7.070878098,-73.10558458
s177,7.06925,-73.106652
s178,7.113543,-73.123331
s179,7.13044151,-73.11221725
s180,7.11527828,-73.11275633
s181,7.130445,-73.112219
s182,7.068404,-73.10861
s183,7.113270429,-73.12329812
s184,7.085249,-73.114293
s185,7.099506,-73.107661
s186,7.0706019,-73.1070873
s187,7.112872,-73.111457
s188,7.113498,-73.122886
s189,7.071848144,-73.10507671
s190,7.114228,-73.109124
s191,7.115040452,-73.11024463
s192,7.110524375,-73.10620176
s193,7.1302556,-73.1119034
s194,7.099659271,-73.10736319
s195,7.130448,-73.112501
s196,7.071194,-73.106761
s197,7.104398,-73.12242
s198,7.0702338,-73.1051705
s199,7.120005,-73.112365
s200,7.122261,-73.110413
s201,7.099682,-73.106924
s202,7.116334,-73.113346
s203,7.067702815,-73.1074507
s204,7.069496,-73.106509
s205,7.105847,-73.106591
s206,7.123504905,-73.11519232
s207,7.099129002,-73.10716753
s208,7.124835,-73.112314
s209,7.114786604,-73.11023236
s210,7.06808,-73.107076
s211,7.123007019,-73.10889099
s212,7.115844,-73.120478
s213,7.068692,-73.106465
s214,7.068719,-73.106621
s215,7.1196681,-73.114399
s216,7.07056395,-73.10546925
s217,7.069060664,-73.1049417
s218,7.069204,-73.104191
s219,7.121426,-73.114081
s220,7.1043949,-73.1224308
s221,7.134282,-73.125441
s222,7.113606569,-73.10938463
s223,7.123125,-73.111293
s224,7.099663,-73.107364
s225,7.099538,-73.12946
s226,7.109316,-73.111601
s227,7.114133,-73.107739
s228,7.115391,-73.108232
s229,7.069537,-73.105019
s230,7.099207874,-73.10724395
s231,7.079669,-73.113999
s232,7.115242,-73.108221
s233,7.099214,-73.107135
s234,7.120803,-73.112517
s235,7.089336,-73.10738
s236,7.129315023,-73.12454468
s237,7.117858675,-73.11512202
s238,7.070449,-73.098938
s239,7.10418,-73.127659
s240,7.131037,-73.119603
s241,7.114953,-73.108426
s242,7.113435,-73.109278
s243,7.125429,-73.111071
s244,7.11775,-73.116381
s245,7.100010044,-73.10736168
s246,7.07251414,-73.10249997
s247,7.106847,-73.11964
s248,7.069485754,-73.1038744
s249,7.110953,-73.107478
s250,7.085412,-73.113263
s251,7.112522976,-73.10759828
s252,7.08730655,-73.0983341
s253,7.099273,-73.115188
s254,7.058806,-73.167104
s255,7.072312661,-73.1051153
s256,7.111746578,-73.12252791
s257,7.072617583,-73.09928777
s258,7.120553,-73.109475
s259,7.104155608,-73.11496994
s260,7.122231,-73.109217
s261,7.114195428,-73.11010648
s262,7.12388,-73.110628
s263,7.122483162,-73.10977709
s264,7.12226,-73.109233
s265,7.068073,-73.107033
s266,7.069973,-73.10545
s267,7.113582,-73.107446
s268,7.10171,-73.120802
s269,7.076323,-73.103294
s270,7.149394,-73.131591
s271,7.132728,-73.119176
s272,7.107174,-73.1190122
s273,7.116169,-73.108698
s274,7.1163658,-73.1173386
s275,7.129958,-73.107575
s276,7.103283423,-73.12888709
s277,7.056686,-73.082386
s278,7.069911,-73.106008
s279,7.119553,-73.111379
s280,7.120851,-73.109462
s281,7.070161466,-73.09970288
s282,7.114953642,-73.11581129
s283,7.124394,-73.121324
s284,7.085842,-73.111479
