courier_id,vehicle,on_lat,on_lng,on_time,off_time
c1,motorcycle,4.657903724,-74.11497384,0:00:01,23:58:01
c2,walking,4.645914493,-74.06676918,0:00:01,23:58:01
c3,motorcycle,4.563523382,-74.08976644,0:00:01,23:58:01
c4,bicycle,4.607267599,-74.11864311,0:00:01,21:01:06
c5,motorcycle,4.744003132,-74.03933018,0:00:01,23:58:01
c6,motorcycle,4.721122204,-74.05420572,0:00:01,23:58:01
c7,motorcycle,4.720785086,-74.05447394,0:00:01,22:04:03
c8,bicycle,4.681104027,-74.08863455,0:00:01,0:44:00
c9,walking,4.721598732,-74.07157034,0:00:01,23:58:01
c10,motorcycle,4.639433211,-74.17606384,0:00:01,21:47:03
c11,motorcycle,4.610220549,-74.16049093,0:00:01,23:53:01
c12,bicycle,4.751407053,-74.12274688,0:00:01,20:26:08
c13,motorcycle,4.552608872,-74.14990693,0:00:01,8:02:04
c14,motorcycle,4.714519256,-74.11549419,0:00:01,9:02:04
c15,bicycle,4.684728678,-74.06433374,0:00:01,6:31:00
c16,bicycle,4.756496773,-74.10582215,0:00:01,20:25:08
c17,bicycle,4.70152881,-74.10730809,0:00:01,0:36:01
c18,bicycle,4.741628099,-74.10458297,0:00:01,23:58:01
c19,motorcycle,4.632706061,-74.13606673,0:00:01,23:58:01
c20,bicycle,4.739762544,-74.09925073,0:00:01,23:58:01
c21,bicycle,4.91905858,-74.0297547,0:00:01,23:58:01
c22,motorcycle,4.494916084,-74.11173373,0:00:01,22:43:01
c23,motorcycle,4.850035588,-74.04829949,0:00:01,22:15:02
c24,motorcycle,4.7603825,-74.03253883,0:00:01,23:31:02
c25,bicycle,4.61053232,-74.19132024,0:00:01,22:27:02
c26,walking,4.626893945,-74.16571587,0:00:01,1:14:01
c27,motorcycle,4.665414103,-74.06132966,0:00:01,23:58:01
c28,bicycle,4.566983276,-74.15799648,0:00:01,23:58:01
c29,motorcycle,4.725266473,-74.08905298,0:00:01,23:58:01
c30,motorcycle,4.56544977,-74.08440739,0:00:01,23:31:02
c31,bicycle,4.623512627,-74.12883013,0:00:01,23:31:02
c32,bicycle,4.698563186,-74.10601526,0:00:01,23:58:01
c33,motorcycle,4.645394875,-74.13020343,0:00:01,8:41:07
c34,motorcycle,4.754400558,-74.05453831,0:00:01,23:58:01
c35,motorcycle,4.868366691,-74.05368537,0:00:01,22:29:02
c36,bicycle,4.57780907,-74.13425893,0:00:01,20:28:07
c37,motorcycle,4.663092298,-74.1173771,0:00:01,20:17:07
c38,bicycle,4.684647567,-74.06431764,0:00:01,20:52:06
c39,motorcycle,4.842687431,-74.06554073,0:00:01,23:58:01
c40,motorcycle,4.756083613,-74.10354227,0:00:01,15:04:15
c41,motorcycle,4.657807404,-74.11453933,0:00:01,18:32:09
c42,bicycle,4.537458844,-74.13423747,0:00:01,21:41:03
c43,bicycle,4.755105211,-74.04665262,0:00:01,23:31:02
c44,bicycle,4.743318758,-74.03478652,0:00:01,22:19:02
c45,motorcycle,4.740413967,-74.08504575,0:00:01,22:15:02
c46,bicycle,4.71833908,-74.12873358,0:00:01,21:57:03
c47,bicycle,4.650999143,-74.14065868,0:00:01,15:50:07
c48,motorcycle,4.708783182,-74.11668509,0:00:01,23:58:01
c49,bicycle,4.629502173,-74.16679949,0:00:01,11:02:11
c50,walking,4.742292195,-74.11424428,0:00:01,23:58:01
c51,bicycle,4.718554532,-74.05704886,0:00:01,23:35:02
c52,motorcycle,4.654126989,-74.13589507,0:00:01,23:41:01
c53,bicycle,4.749650491,-74.06136185,0:00:01,23:51:01
c54,bicycle,4.599518957,-74.09543127,0:00:01,23:33:01
c55,motorcycle,4.716111061,-74.06066984,0:00:01,23:58:01
c56,motorcycle,4.764232742,-74.03905123,0:00:01,23:58:01
c57,motorcycle,4.592297536,-74.08903152,0:00:01,23:58:01
c58,motorcycle,4.570952649,-74.07911807,0:00:01,11:12:10
c59,motorcycle,4.718065331,-74.03384238,0:00:01,21:28:03
c60,motorcycle,4.73638376,-74.10524815,0:00:01,17:22:07
c61,bicycle,4.73311397,-74.05842215,0:00:01,8:12:04
c62,motorcycle,4.647247756,-74.14195687,0:00:01,23:02:01
