store_id,pick_up_lat,pick_up_lng
s1,4.670656,-74.097238
s2,4.64458045,-74.06173554
s3,4.738820477,-74.08384758
s4,4.64102,-74.062154
s5,4.694195,-74.089388
s6,4.739815934,-74.09881537
s7,4.724587,-74.033264
s8,4.63974,-74.136894
s9,4.654323,-74.115766
s10,4.769635294,-74.05050166
s11,4.658195,-74.057514
s12,4.713428906,-74.03432231
s13,4.673501,-74.051546
s14,4.691564,-74.102387
s15,4.735105593,-74.06596278
s16,4.705645,-74.053162
s17,4.65565,-74.059637
s18,4.696692474,-74.09219821
s19,4.697331,-74.046349
s20,4.688863,-74.047401
s21,4.595418,-74.11443
s22,4.624255,-74.076433
s23,4.717173,-74.069236
s24,4.586539,-74.096612
s25,4.680976,-74.042359
s26,4.750944,-74.089839
s27,4.693907,-74.089383
s28,4.615052,-74.0693842
s29,4.687365,-74.101783
s30,4.663759111,-74.11764028
s31,4.687248,-74.035214
s32,4.602953,-74.101699
s33,4.639833,-74.136866
s34,4.718036,-74.068718
s35,4.6635,-74.122968
s36,4.595514,-74.114342
s37,4.653807,-74.067454
s38,4.705652,-74.053164
s39,4.602112431,-74.10113408
s40,4.622552,-74.124604
s41,4.725080045,-74.03196631
s42,4.722831577,-74.03401163
s43,4.624812,-74.070003
s44,4.644385,-74.12018
s45,4.665549,-74.120577
s46,4.720721,-74.05537
s47,4.695361,-74.050252
s48,4.744555606,-74.04316493
s49,4.741849,-74.046262
s50,4.6018879,-74.0696697
s51,4.652769611,-74.05436964
s52,4.697902,-74.069166
s53,4.737895308,-74.06579032
s54,4.675855167,-74.04882979
s55,4.695941,-74.027713
s56,4.644216,-74.12021
s57,4.676107,-74.048747
s58,4.675755595,-74.04886716
s59,4.611159,-74.075896
s60,4.664568671,-74.05137437
s61,4.667930925,-74.05689109
s62,4.683195,-74.058667
s63,4.695939,-74.027712
s64,4.620090968,-74.11913578
s65,4.670346,-74.096374
s66,4.647461,-74.061255
s67,4.705665039,-74.05315653
s68,4.647811366,-74.06000493
s69,4.65202,-74.060135
s70,4.691946236,-74.03465924
s71,4.7514173,-74.102082
s72,4.728943178,-74.04081046
s73,4.615400011,-74.06996445
s74,4.722575,-74.044579
s75,4.676401,-74.048714
s76,4.664408,-74.052692
s77,4.614815,-74.069261
s78,4.6892,-74.03908
s79,4.691807228,-74.05075955
s80,4.651485,-74.055348
s81,4.691005,-74.075211
s82,4.667278666,-74.05250369
s83,4.6553769,-74.0573801
s84,4.697241,-74.046563
s85,4.689838111,-74.04593974
s86,4.752628,-74.091653
s87,4.647448,-74.061225
s88,4.675944,-74.048892
s89,4.6943481,-74.0488974
s90,4.87011,-74.060871
s91,4.652618,-74.054558
s92,4.680761,-74.104658
s93,4.63336,-74.071028
s94,4.672326,-74.05326
s95,4.744555606,-74.04316493
s96,4.6793672,-74.046993
s97,4.626758,-74.06736
s98,4.683335141,-74.04738456
s99,4.697225,-74.046371
s100,4.664116,-74.117765
s101,4.668919,-74.065942
s102,4.676124,-74.047634
s103,4.656864,-74.055864
s104,4.6522186,-74.05693335
s105,4.636027,-74.064101
s106,4.741088,-74.044457
s107,4.651131,-74.063168
s108,4.715717267,-74.06384285
s109,4.65141366,-74.05911032
s110,4.704843,-74.050863
s111,4.633514,-74.094537
s112,4.6904,-74.050526
s113,4.670238,-74.069564
s114,4.704446,-74.032249
s115,4.671774,-74.053531
s116,4.63861,-74.078865
s117,4.69355,-74.034389
s118,4.722396,-74.119061
s119,4.654077,-74.054014
s120,4.653403502,-74.05451201
s121,4.706553,-74.054303
s122,4.729606,-74.045171
s123,4.72923,-74.038274
s124,4.644116,-74.118528
s125,4.599688,-74.095014
s126,4.70005314,-74.0565778
s127,4.594493,-74.139157
s128,4.681007803,-74.04238153
s129,4.5976183,-74.0721118
s130,4.687655581,-74.05179745
s131,4.683503941,-74.04834807
s132,4.667183,-74.054995
s133,4.694708,-74.086188
s134,4.652144,-74.126106
s135,4.6452291,-74.1345412
s136,4.65748,-74.056913
s137,4.678142988,-74.04549549
s138,4.626133,-74.101292
s139,4.647446,-74.06122
s140,4.686824,-74.106285
s141,4.695313,-74.031331
s142,4.719972,-74.038165
s143,4.693679322,-74.091671
s144,4.647469683,-74.06127074
s145,4.616248,-74.07028
s146,4.654277742,-74.05372687
s147,4.680697,-74.082541
s148,4.729286,-74.038697
s149,4.74174,-74.036091
s150,4.697759,-74.070736
s151,4.6474617,-74.1023613
s152,4.68853,-74.061621
s153,4.612101,-74.095742
s154,4.709483799,-74.07612428
s155,4.665912,-74.110116
s156,4.587727953,-74.10018534
s157,4.647618588,-74.06012459
s158,4.732950325,-74.02826166
s159,4.720067,-74.03812
s160,4.683705,-74.05942
s161,4.701520202,-74.0472503
s162,4.737474,-74.084475
s163,4.655638,-74.101533
s164,4.741017,-74.063924
s165,4.683335141,-74.0474387
s166,4.706198,-74.054501
s167,4.686418141,-74.07451406
s168,4.688725503,-74.038606
s169,4.720915,-74.046052
s170,4.627789969,-74.06544158
s171,4.6927101,-74.062646
s172,4.67321897,-74.06274276
s173,4.713176,-74.054163
s174,4.751485,-74.060686
s175,4.698066132,-74.04723975
s176,4.892557,-74.032548
s177,4.694802614,-74.04594401
s178,4.639536,-74.065312
s179,4.704140627,-74.03216339
s180,4.663614,-74.051389
s181,4.697364,-74.040157
s182,4.645188,-74.10024
s183,4.66445994,-74.0593194
s184,4.755460935,-74.04669795
s185,4.680652,-74.041218
s186,4.655332,-74.051665
s187,4.649981,-74.060056
s188,4.694508,-74.056576
s189,4.601689,-74.073871
s190,4.682548,-74.061559
s191,4.762023,-74.046038
s192,4.618874,-74.135885
s193,4.712180789,-74.07157701
s194,4.720535473,-74.04001937
s195,4.658852068,-74.10850196
s196,4.647,-74.101194
s197,4.71674,-74.030458
s198,4.638785,-74.065532
