courier_id,vehicle,on_lat,on_lng,on_time,off_time
c1,motorcycle,3.456671485,-76.5340206,0:00:00,0:46:00
c2,bicycle,3.4237632,-76.49755865,0:00:00,3:35:00
c3,motorcycle,3.472794846,-76.51105016,0:00:00,23:25:00
c4,bicycle,3.485420292,-76.50845379,0:00:00,23:58:00
c5,car,3.405931436,-76.51561528,0:00:00,13:59:02
c6,bicycle,3.470576965,-76.48951203,0:00:00,9:49:00
c7,motorcycle,3.42585181,-76.49448484,0:00:00,19:49:03
c8,bicycle,3.498963307,-76.49331003,0:00:00,20:54:02
c9,bicycle,3.412983031,-76.52862936,0:00:00,0:02:00
c10,motorcycle,3.379055788,-76.52077585,0:00:00,23:10:00
c11,motorcycle,3.405295221,-76.54353172,0:00:00,23:53:00
c12,motorcycle,3.456641068,-76.53439611,0:00:00,23:58:00
c13,motorcycle,3.414546954,-76.49624437,0:00:00,23:33:00
c14,motorcycle,3.432107502,-76.53429419,0:00:00,23:58:00
c15,bicycle,3.488048798,-76.49009138,0:00:00,22:22:00
c16,motorcycle,3.381674155,-76.52892441,0:00:00,15:32:01
c17,motorcycle,3.456618255,-76.5340367,0:00:00,23:58:00
c18,bicycle,3.383453529,-76.51425272,0:00:00,23:33:00
c19,motorcycle,3.40712529,-76.50644213,0:00:00,23:58:00
c20,bicycle,3.392210991,-76.55611128,0:00:00,0:53:00
c21,motorcycle,3.458237942,-76.53293699,0:00:00,23:58:00
c22,bicycle,3.474787137,-76.50237054,0:00:00,22:23:00
c23,bicycle,3.371378118,-76.52021796,0:00:00,22:37:00
c24,motorcycle,3.457987005,-76.53295308,0:00:00,23:58:00
c25,motorcycle,3.254220771,-76.54877275,0:00:00,18:38:03
c26,bicycle,3.472462797,-76.49060637,0:00:00,23:54:00
c27,bicycle,3.411109872,-76.5046826,0:00:00,19:33:02
c28,motorcycle,3.485577445,-76.54888004,0:00:00,23:58:00
c29,motorcycle,3.391108387,-76.54991001,0:00:00,23:58:00
c30,motorcycle,3.36585496,-76.53056592,0:00:00,23:58:00
c31,motorcycle,3.456709505,-76.53406888,0:00:00,23:54:00
c32,bicycle,3.436672535,-76.53249174,0:00:00,19:18:02
c33,motorcycle,3.454456138,-76.50556237,0:00:00,23:58:00
c34,motorcycle,3.416782578,-76.49055809,0:00:00,23:33:00
c35,bicycle,3.374191658,-76.52022868,0:00:00,21:10:01
c36,motorcycle,3.432832432,-76.53027624,0:00:00,10:28:00
c37,motorcycle,3.40412418,-76.53206259,0:00:00,23:53:00
c38,motorcycle,3.475268734,-76.52625829,0:00:00,23:58:00
c39,motorcycle,3.456696832,-76.5343532,0:00:00,23:58:00
c40,walking,3.405312964,-76.54352635,0:00:00,23:11:00
c41,motorcycle,3.454131694,-76.55274779,0:00:00,23:58:00
c42,bicycle,3.365948745,-76.53064638,0:00:00,23:58:00
c43,walking,3.458263289,-76.53519541,0:00:00,23:58:00
c44,car,3.378974677,-76.55827314,0:00:00,0:31:00
c45,motorcycle,3.409685358,-76.45834476,0:00:00,16:18:02
c46,motorcycle,3.470797486,-76.49391621,0:00:00,22:57:00
c47,motorcycle,3.365958884,-76.53041571,0:00:00,23:58:00
c48,car,3.469053597,-76.49276286,0:00:00,22:35:00
c49,motorcycle,3.358309095,-76.52535707,0:00:00,17:21:02
c50,bicycle,3.458699261,-76.51694566,0:00:00,0:16:00
c51,motorcycle,3.418250181,-76.52834505,0:00:00,1:19:00
c52,motorcycle,3.374982491,-76.54141814,0:00:00,23:58:00
c53,motorcycle,3.413416468,-76.52874202,0:00:00,2:04:00
c54,motorcycle,3.45643829,-76.53440148,0:00:00,23:58:00
c55,motorcycle,3.60020514,-76.20136768,0:00:00,20:01:03
c56,motorcycle,3.389724429,-76.50814801,0:00:00,9:02:00
c57,bicycle,3.366098293,-76.53078586,0:00:00,23:58:00
c58,motorcycle,3.403308,-76.52992755,0:00:00,23:58:00
c59,motorcycle,3.365943675,-76.53056592,0:00:00,23:58:00
c60,motorcycle,3.456557422,-76.53446048,0:00:00,23:58:00
c61,motorcycle,3.451310549,-76.55062348,0:00:00,1:17:00
c62,motorcycle,3.412519177,-76.5289405,0:00:00,23:58:00
c63,motorcycle,3.45821513,-76.53289407,0:00:00,22:08:00
c64,motorcycle,3.423279068,-76.48171753,0:00:00,16:25:01
c65,motorcycle,3.458240477,-76.53297454,0:00:00,23:56:00
c66,motorcycle,3.365827078,-76.53045326,0:00:00,23:58:00
c67,bicycle,3.456055547,-76.55942649,0:00:00,23:58:00
c68,motorcycle,3.404114041,-76.53201431,0:00:00,23:19:00
c69,motorcycle,3.387825923,-76.53280288,0:00:00,0:22:00
c70,bicycle,3.413069211,-76.50835186,0:00:00,22:21:00
c71,bicycle,3.379043114,-76.52140886,0:00:00,0:29:00
c72,motorcycle,3.398002829,-76.53272778,0:00:00,23:58:00
c73,motorcycle,3.434994549,-76.46737844,0:00:00,0:45:00
c74,motorcycle,3.456549818,-76.53439075,0:00:00,23:58:00
c75,motorcycle,3.569007792,-76.4970383,0:00:00,23:58:00
c76,bicycle,3.472467867,-76.49056345,0:00:00,23:58:00
c77,motorcycle,3.396758281,-76.50910288,0:00:00,23:58:00
c78,motorcycle,3.225079082,-76.51573867,0:00:00,0:23:00
c79,motorcycle,3.49252765,-76.48791343,0:00:00,7:57:00
c80,motorcycle,3.418181744,-76.5387091,0:00:00,18:03:01
c81,motorcycle,3.474533665,-76.48033351,0:00:00,7:01:00
c82,motorcycle,3.465023391,-76.52513176,0:00:00,23:58:00
c83,motorcycle,3.431947814,-76.52200967,0:00:00,7:56:00
c84,motorcycle,3.412861364,-76.49210304,0:00:00,23:58:00
c85,motorcycle,3.482449599,-76.50009066,0:00:00,22:46:00
c86,motorcycle,3.365849891,-76.5305391,0:00:00,23:58:00
c87,motorcycle,3.41589796,-76.49780005,0:00:00,16:18:02
c88,bicycle,3.417984035,-76.5668723,0:00:00,17:26:01
c89,motorcycle,3.455021381,-76.54251784,0:00:00,23:58:00
c90,motorcycle,3.36586003,-76.53063029,0:00:00,23:58:00
c91,motorcycle,3.357936491,-76.51929528,0:00:00,23:58:00
c92,motorcycle,3.394269184,-76.56152934,0:00:00,0:00:00
c93,motorcycle,3.456643603,-76.53402597,0:00:00,18:25:02
c94,motorcycle,3.405320569,-76.54355854,0:00:00,22:20:00
c95,motorcycle,3.446486975,-76.50802463,0:00:00,0:39:00
c96,bicycle,3.415213585,-76.50845379,0:00:00,4:01:00
c97,motorcycle,3.431565071,-76.53563529,0:00:00,3:11:00
c98,motorcycle,3.397792447,-76.54289335,0:00:00,23:52:00
c99,bicycle,3.426652782,-76.49336904,0:00:00,20:48:02
c100,bicycle,3.450882181,-76.54244274,0:00:00,23:58:00
c101,motorcycle,3.414252926,-76.5324381,0:00:00,23:25:00
c102,motorcycle,3.456554887,-76.53424591,0:00:00,23:40:00
c103,bicycle,3.417839556,-76.50686055,0:00:00,20:50:01
c104,motorcycle,3.436315139,-76.54855818,0:02:00,21:36:01
c105,motorcycle,3.42289886,-76.5335539,0:02:00,23:58:00
c106,motorcycle,3.412270774,-76.45791024,0:03:00,23:58:00
c107,motorcycle,3.440684998,-76.54192239,0:04:01,22:27:00
c108,motorcycle,3.367973987,-76.51666671,0:04:01,23:58:00
c109,bicycle,3.428300351,-76.54089242,0:04:01,23:58:00
c110,bicycle,3.472191582,-76.50171608,0:05:00,23:31:00
c111,motorcycle,3.437876527,-76.54751748,0:05:00,0:09:00
c112,motorcycle,3.420964868,-76.5503177,0:08:00,0:08:00
c113,motorcycle,3.354136944,-76.54183656,0:08:00,23:58:00
c114,bicycle,3.464546863,-76.49714023,0:11:00,18:53:02
c115,motorcycle,3.432495314,-76.54374629,0:13:00,23:58:00
c116,bicycle,3.403779458,-76.5341869,0:20:00,8:16:00
c117,motorcycle,3.403665396,-76.53414935,0:33:00,23:54:00
c118,motorcycle,3.374645373,-76.5589276,0:34:00,19:48:02
c119,bicycle,3.371051139,-76.51961714,0:49:00,23:58:00
c120,bicycle,3.371172805,-76.51086241,0:50:00,1:19:00
c121,bicycle,3.472369013,-76.50043398,1:11:00,17:47:01
c122,bicycle,3.420969937,-76.55480236,1:16:00,1:17:00
c123,motorcycle,3.365918328,-76.53065175,1:17:00,23:58:00
c124,motorcycle,3.428249656,-76.46428853,3:53:00,18:13:02
c125,bicycle,3.411492615,-76.46810263,4:32:00,4:34:00
c126,motorcycle,3.462316309,-76.51545435,5:22:00,22:46:00
c127,motorcycle,3.365185794,-76.53118819,5:22:00,23:54:00
c128,motorcycle,3.426660386,-76.47566646,5:22:00,9:48:01
c129,motorcycle,3.491516296,-76.51252002,5:42:00,21:16:01
c130,motorcycle,3.46821207,-76.52106017,5:42:00,23:42:00
c131,motorcycle,3.453880757,-76.53698176,6:08:00,13:14:03
c132,car,3.374336137,-76.55245811,6:08:00,21:41:01
c133,bicycle,3.373999019,-76.54677719,6:08:00,14:02:03
c134,motorcycle,3.427329552,-76.48983389,6:08:00,21:26:01
c135,motorcycle,3.369271764,-76.54107481,6:23:00,20:37:02
c136,motorcycle,3.541800095,-76.2855354,6:23:00,20:31:02
c137,bicycle,3.39885703,-76.53786689,6:23:00,19:26:03
c138,bicycle,3.416503758,-76.56508595,6:23:00,22:01:00
c139,motorcycle,3.448565446,-76.49007529,6:31:00,17:47:01
c140,bicycle,3.464420127,-76.52599007,6:31:00,14:42:02
c141,car,3.43816802,-76.54294163,6:31:00,15:20:02
c142,motorcycle,3.376097768,-76.53866082,6:31:00,9:02:00
c143,bicycle,3.399234703,-76.51535779,6:31:00,9:02:00
c144,bicycle,3.413469697,-76.52450949,6:37:00,20:20:02
c145,motorcycle,3.488494909,-76.49015039,6:39:00,21:53:00
c146,motorcycle,3.374118151,-76.51818484,6:40:00,23:53:00
c147,motorcycle,3.473522311,-76.52867764,6:41:00,9:01:00
c148,motorcycle,3.383200057,-76.56148106,6:45:00,20:36:02
c149,bicycle,3.441232498,-76.53364509,6:45:00,21:30:01
c150,motorcycle,3.364227669,-76.53308183,6:45:00,19:04:03
c151,walking,3.442867393,-76.54239982,6:45:00,9:02:00
c152,bicycle,3.47698474,-76.49488181,6:45:00,19:52:02
c153,motorcycle,3.424341116,-76.48987144,6:45:00,22:09:00
c154,motorcycle,3.469773458,-76.4842388,6:45:00,17:39:02
c155,motorcycle,3.418838237,-76.55592352,6:45:00,21:16:01
c156,motorcycle,3.381476447,-76.53304964,6:46:00,10:26:01
c157,bicycle,3.4092139,-76.53365582,6:47:00,14:41:02
c158,bicycle,3.412929801,-76.54817194,6:47:00,9:02:00
c159,motorcycle,3.494928031,-76.50165707,6:47:00,21:59:00
c160,motorcycle,3.421040909,-76.46375209,6:48:00,22:04:01
c161,car,3.467575855,-76.62971109,6:49:00,10:30:00
c162,motorcycle,3.428158406,-76.52550191,6:50:00,20:21:01
c163,motorcycle,3.481182238,-76.48589104,6:50:00,10:46:01
