store_id,pick_up_lat,pick_up_lng
s1,7.068535,-73.104508
s2,7.095631,-73.107546
s3,7.115105,-73.108987
s4,7.105727004,-73.10663844
s5,7.073233,-73.10216
s6,7.111746578,-73.12252791
s7,7.105847,-73.106591
s8,7.07306331,-73.10207652
s9,7.124835,-73.112314
s10,7.075092,-73.10871
s11,7.118402,-73.111466
s12,7.120114,-73.112486
s13,7.120858,-73.121082
s14,7.085249,-73.114293
s15,7.121167,-73.111706
s16,7.069060664,-73.1049417
s17,7.118037681,-73.11115534
s18,7.129471746,-73.12199556
s19,7.119747,-73.109099
s20,7.118378,-73.116345
s21,7.085665522,-73.11357778
s22,7.067702815,-73.1074507
s23,7.119952,-73.109382
s24,7.118349,-73.113154
s25,7.115417,-73.113079
s26,7.116537,-73.106154
s27,7.118833,-73.112102
s28,7.1200613,-73.1272015
s29,7.111732115,-73.11229915
s30,7.134923,-73.12225
s31,7.111322,-73.107944
s32,7.137852,-73.121099
s33,7.113606569,-73.10938463
s34,7.099115578,-73.10878663
s35,7.12005701,-73.11015966
s36,7.068893,-73.104817
s37,7.108292015,-73.10630062
s38,7.069496,-73.106509
s39,7.126823,-73.111638
s40,7.12313,-73.110625
s41,7.121791,-73.112045
s42,7.11926,-73.111419
s43,7.122128738,-73.11955045
s44,7.104398,-73.12242
s45,7.115156785,-73.1088008
s46,7.123623,-73.111348
s47,7.120519169,-73.11334078
s48,7.120705,-73.123454
s49,7.0702338,-73.1051705
s50,7.117503,-73.11686
s51,7.119708,-73.114211
s52,7.072029,-73.105133
s53,7.120701399,-73.1116304
s54,7.120008985,-73.11548784
s55,7.069489676,-73.10583855
s56,7.09097,-73.107221
s57,7.099273,-73.115188
s58,7.123557,-73.110554
s59,7.099214,-73.107135
s60,7.10985,-73.110003
s61,7.0900587,-73.1070363
s62,7.127291,-73.122269
s63,7.099872,-73.107227
s64,7.113827,-73.123542
s65,7.071733,-73.105166
s66,7.115040452,-73.11024463
s67,7.07044,-73.105362
s68,7.069746458,-73.10691429
s69,7.130426,-73.112129
s70,7.069615,-73.106851
s71,7.070864706,-73.10558146
s72,7.069558145,-73.1070273
s73,7.126334,-73.12094
s74,7.113527983,-73.12349059
s75,7.099928844,-73.10769796
s76,7.06996112,-73.1048713
