order_id,store_id,drop_off_lat,drop_off_lng,placement_time,preparation_time,ready_time,expected_drop_off_time
o1,s1,6.1452244,-75.611729,0:00:01,0:17:00,0:32:00,1:00:01
o2,s2,6.205962,-75.562153,0:03:08,0:03:58,0:38:58,0:33:08
o3,s3,6.212462,-75.566284,0:08:03,0:09:36,0:36:36,0:38:03
o4,s4,6.2117796,-75.5876109,0:09:25,0:10:53,0:25:53,1:09:25
o5,s5,6.2695482,-75.5915255,0:09:55,0:10:54,0:30:54,0:39:55
o6,s5,6.278203,-75.587972,0:12:46,0:13:50,0:33:50,0:42:46
o7,s6,6.228873,-75.606481,0:13:30,0:15:00,0:35:00,0:42:30
o8,s1,6.147404247,-75.61255083,0:15:56,0:23:18,0:28:18,1:15:56
o9,s7,6.242639805,-75.54799464,0:16:00,0:18:44,0:23:44,0:51:00
o10,s8,6.2472604,-75.5965076,0:20:11,0:21:20,0:36:20,0:50:11
o11,s9,6.172959,-75.5586564,0:20:24,0:21:03,0:28:03,0:50:24
o12,s6,6.2649913,-75.5972448,0:28:11,0:34:20,0:39:20,0:57:11
o13,s2,6.19133,-75.580968,0:30:47,0:31:58,1:16:58,1:00:47
o14,s10,6.15820117,-75.59560016,0:32:20,0:33:44,0:59:44,1:06:20
o15,s11,6.2040192,-75.5751462,0:37:14,0:38:05,0:57:05,1:07:14
o16,s12,6.2459465,-75.6032057,0:39:30,0:40:37,0:54:37,1:09:30
o17,s13,6.2102265,-75.6022335,0:48:15,0:49:10,0:59:10,1:18:15
o18,s4,6.228892,-75.5849708,0:52:00,0:53:13,1:03:13,1:52:00
o19,s14,6.2421503,-75.6060904,0:52:09,0:53:36,1:32:36,1:22:09
o20,s15,6.2143638,-75.5717058,0:52:56,0:54:12,1:09:12,1:22:56
o21,s16,6.236286296,-75.60653452,0:56:50,0:58:21,1:03:21,1:26:50
o22,s3,6.2001142,-75.5592373,0:59:44,1:01:45,1:43:45,1:29:44
o23,s15,6.190654,-75.572605,1:01:38,1:02:37,1:22:37,1:31:38
o24,s4,6.2037293,-75.6051666,1:03:24,1:18:22,1:28:22,2:03:24
o25,s17,6.244959,-75.5858683,1:14:25,1:15:47,1:35:47,1:41:25
o26,s18,6.2579861,-75.5684462,1:20:45,1:21:57,1:38:57,1:50:45
o27,s19,6.203425,-75.559365,1:24:37,1:25:47,1:55:47,1:54:37
o28,s20,6.17824,-75.567411,1:24:47,1:29:23,1:34:23,1:59:47
o29,s2,6.244122,-75.565646,1:42:20,1:43:29,2:13:29,2:12:20
o30,s21,6.2529793,-75.5930469,2:04:35,2:17:53,2:22:53,3:04:35
o31,s12,6.2607663,-75.571239,2:08:53,2:10:10,2:24:10,2:38:53
o32,s19,6.2088707,-75.5705288,2:18:52,2:19:50,2:49:50,2:48:52
o33,s22,6.223748698,-75.58579098,2:33:16,2:34:37,2:44:37,3:02:16
o34,s23,6.2421359,-75.613745,3:20:35,3:22:21,3:53:21,3:50:35
o35,s12,6.238849,-75.607959,3:37:04,3:38:37,3:52:37,4:07:04
o36,s4,6.194278816,-75.59883256,3:45:14,4:00:27,4:20:27,4:45:14
o37,s23,6.2295551,-75.6008514,4:49:13,4:50:34,5:27:34,5:19:13
o38,s13,6.1849381,-75.5972718,4:56:19,4:57:42,5:07:42,5:26:19
o39,s24,6.146841773,-75.62078979,4:56:26,5:05:18,5:10:18,5:31:26
o40,s25,6.2433138,-75.5601706,5:27:47,5:29:24,5:34:24,5:57:47
o41,s26,6.21761,-75.565203,6:19:58,6:21:07,6:38:07,6:49:58
o42,s24,6.1772781,-75.5890971,6:22:13,6:25:29,6:30:29,6:57:13
o43,s27,6.264697,-75.599132,6:39:21,6:40:46,6:50:46,7:14:21
o44,s28,6.1890397,-75.6008824,6:43:10,6:45:17,7:05:17,7:26:10
o45,s29,6.251734,-75.596569,6:43:45,6:44:58,7:05:58,7:13:45
o46,s30,6.154380063,-75.61567046,6:47:40,6:48:51,7:03:51,7:17:40
o47,s31,6.2571944,-75.6000384,6:47:43,6:48:49,7:28:49,7:17:43
o48,s32,6.173122322,-75.56882065,6:48:25,6:58:08,7:03:08,7:18:25
o49,s33,6.2128666,-75.6046238,6:53:08,6:59:34,7:04:34,7:16:08
o50,s30,6.148836,-75.619738,6:55:47,6:56:43,7:26:43,7:25:47
o51,s34,6.201169,-75.560349,6:57:07,6:58:20,7:13:20,7:27:07
o52,s22,6.191135945,-75.57819698,7:00:49,7:02:08,7:32:08,7:25:49
o53,s35,6.2254423,-75.5658453,7:01:52,7:02:59,7:16:59,7:28:52
o54,s29,6.2417276,-75.5956525,7:02:31,7:03:53,7:16:53,7:32:31
o55,s29,6.2695292,-75.6058908,7:02:52,7:04:10,7:30:10,7:32:52
o56,s36,6.199661,-75.567373,7:03:52,7:04:58,7:37:58,7:36:52
o57,s37,6.1663336,-75.5919576,7:04:27,7:05:29,7:11:29,7:24:27
o58,s38,6.2434627,-75.581996,7:04:31,7:05:38,7:25:38,7:34:31
o59,s39,6.202511,-75.562248,7:04:51,7:05:59,7:42:59,7:34:51
o60,s40,6.1710099,-75.58527,7:04:52,7:05:41,7:10:41,7:34:52
o61,s41,6.213845,-75.59396,7:05:42,7:07:14,7:40:14,7:35:42
o62,s42,6.197728,-75.576247,7:06:32,7:08:10,7:33:10,7:36:32
o63,s29,6.244899,-75.598751,7:08:09,7:08:58,7:34:58,7:38:09
o64,s43,6.2761135,-75.5856953,7:08:42,7:09:50,7:21:50,7:35:42
o65,s31,6.2649913,-75.5972448,7:10:45,7:12:06,7:52:06,7:40:45
o66,s44,6.190675,-75.56608,7:12:07,7:13:12,7:27:12,7:39:07
o67,s44,6.174854312,-75.54580696,7:12:36,7:13:42,7:26:42,7:41:36
o68,s45,6.192168571,-75.57925176,7:12:48,7:14:07,7:31:07,7:44:48
o69,s30,6.158064252,-75.62565162,7:13:45,7:14:41,7:24:41,7:43:45
o70,s46,6.2495067,-75.5744692,7:13:50,7:15:32,7:20:32,7:43:50
o71,s47,6.21782159,-75.58729637,7:15:02,7:15:41,7:30:41,7:50:02
o72,s38,6.214427,-75.567315,7:15:11,7:16:20,7:36:20,7:45:11
o73,s48,6.166575,-75.572299,7:16:14,7:16:51,7:26:51,7:45:14
o74,s38,6.212977,-75.568303,7:17:59,7:19:29,7:49:29,7:47:59
o75,s49,6.212977,-75.568303,7:19:23,7:20:39,7:25:39,7:49:23
o76,s35,6.2119198,-75.5723182,7:19:27,7:20:33,7:38:33,7:42:27
o77,s50,6.2131591,-75.5885424,7:19:46,7:20:54,7:40:54,7:49:46
o78,s51,6.191518,-75.56551,7:20:29,7:21:25,7:41:25,7:46:29
o79,s35,6.212977,-75.568303,7:20:44,7:21:50,7:35:50,7:43:44
o80,s41,6.224928,-75.598066,7:22:05,7:23:02,7:36:02,7:48:05
o81,s52,6.2475058,-75.5915646,7:23:47,7:24:54,7:45:54,7:53:47
o82,s52,6.241116,-75.586127,7:27:40,7:28:42,7:47:42,7:57:40
o83,s53,6.212953637,-75.56657813,7:28:57,7:30:29,7:51:29,7:58:57
o84,s48,6.1750808,-75.6128563,7:29:28,7:30:07,7:40:07,8:03:28
o85,s54,6.211244,-75.555994,7:29:53,7:42:36,7:47:36,7:59:53
o86,s55,6.230368,-75.603346,7:31:16,7:32:33,8:12:33,8:01:16
o87,s53,6.198111974,-75.56746715,7:31:49,7:32:50,7:59:50,8:01:49
o88,s56,6.184457,-75.556927,7:32:34,7:34:28,8:08:28,8:02:34
o89,s57,6.2031367,-75.5763841,7:32:34,7:33:29,7:53:29,8:02:34
o90,s58,6.1838093,-75.5770802,7:33:58,7:34:41,7:49:41,8:14:58
o91,s29,6.2529531,-75.5890315,7:34:10,7:35:23,8:06:23,8:04:10
o92,s59,6.169949991,-75.57244565,7:34:19,7:35:55,7:40:55,8:04:19
o93,s45,6.177983,-75.5743944,7:34:43,7:36:09,7:53:09,8:06:43
o94,s53,6.212883338,-75.56328122,7:35:13,7:36:13,8:15:13,8:05:13
o95,s60,6.206817,-75.575166,7:35:31,7:42:18,7:47:18,8:05:31
o96,s35,6.20462,-75.566595,7:35:39,7:36:45,7:52:45,8:02:39
o97,s43,6.2646096,-75.5902567,7:36:48,7:38:02,7:50:02,7:59:48
o98,s61,6.2246475,-75.5693788,7:37:01,7:38:21,7:55:21,8:08:01
o99,s4,6.1771275,-75.6063111,7:37:09,7:44:00,7:49:00,8:07:09
o100,s62,6.2113414,-75.5592909,7:37:15,7:38:42,7:43:42,8:07:15
o101,s41,6.231994152,-75.60611725,7:37:46,7:38:35,8:01:35,8:03:46
o102,s36,6.203928,-75.567934,7:38:25,7:39:31,8:01:31,8:11:25
o103,s35,6.223579,-75.569221,7:38:56,7:40:03,7:57:03,8:05:56
o104,s63,6.240569,-75.599702,7:39:27,7:40:46,8:02:46,8:09:27
o105,s64,6.2193061,-75.6008995,7:40:02,7:41:30,8:16:30,8:10:02
o106,s65,6.141669179,-75.61384421,7:41:27,7:43:17,7:48:17,8:23:27
o107,s66,6.201063,-75.55935,7:41:38,7:44:11,7:56:11,8:11:38
o108,s67,6.2618718,-75.5593915,7:42:10,7:43:17,8:38:17,8:28:10
o109,s35,6.210155,-75.5754662,7:42:20,7:43:26,7:59:26,8:09:20
o110,s53,6.204918,-75.558746,7:42:24,7:43:29,8:04:29,8:12:24
o111,s68,6.211715,-75.566528,7:43:32,7:44:18,7:59:18,8:13:32
o112,s69,6.189655,-75.5641137,7:44:04,7:46:12,8:28:12,8:16:04
o113,s70,6.217045,-75.5691131,7:44:25,7:45:28,8:00:28,8:14:25
o114,s63,6.226291633,-75.5611937,7:45:13,7:46:06,8:21:06,8:15:13
o115,s61,6.2053408,-75.5707307,7:45:37,7:46:48,8:03:48,8:14:37
o116,s29,6.247303484,-75.59602462,7:46:08,7:47:16,8:13:16,8:16:08
o117,s44,6.1703304,-75.5888706,7:47:33,7:48:38,8:02:38,8:17:33
o118,s53,6.212953637,-75.56657813,7:48:29,7:49:18,8:10:18,8:18:29
o119,s71,6.190878,-75.558823,7:49:06,7:50:44,8:20:44,8:19:06
