store_id,pick_up_lat,pick_up_lng
s1,6.162176032,-75.59451239
s2,6.209235,-75.568746
s3,6.209371,-75.567043
s4,6.211361,-75.572194
s5,6.261528,-75.596973
s6,6.245887,-75.588913
s7,6.245413,-75.589468
s8,6.248407,-75.589689
s9,6.179179665,-75.58830077
s10,6.1699867,-75.589988
s11,6.213074,-75.5729773
s12,6.239267,-75.582589
s13,6.213572,-75.596668
s14,6.245453,-75.589347
s15,6.207259,-75.564933
s16,6.245868,-75.588883
s17,6.245739,-75.588682
s18,6.259204592,-75.59274385
s19,6.211061,-75.558778
s20,6.181027,-75.568661
s21,6.246611,-75.602667
s22,6.203535,-75.576455
s23,6.228646013,-75.59645249
s24,6.171367,-75.5871
s25,6.251247,-75.565171
s26,6.224544,-75.568974
s27,6.260009,-75.597121
s28,6.211144468,-75.57938771
s29,6.247125,-75.587926
s30,6.155415,-75.616476
s31,6.239027,-75.589377
s32,6.197659817,-75.5749044
s33,6.219076337,-75.59293799
s34,6.208059,-75.563202
s35,6.209841,-75.566117
s36,6.204593,-75.570744
s37,6.1730079,-75.5916986
s38,6.224592,-75.574417
s39,6.206511,-75.565965
s40,6.170276242,-75.58563534
s41,6.229744753,-75.6022354
s42,6.200169,-75.561958
s43,6.2587768,-75.58451305
s44,6.199872,-75.572755
s45,6.1806172,-75.5680964
s46,6.250232,-75.563379
s47,6.211025,-75.571739
s48,6.179137,-75.587622
s49,6.196605667,-75.56576367
s50,6.199218564,-75.57418372
s51,6.210792,-75.567751
s52,6.238331001,-75.59657764
s53,6.209256,-75.565156
s54,6.211344225,-75.5722592
s55,6.223423,-75.585937
s56,6.199978337,-75.56232428
s57,6.210455,-75.570119
s58,6.203848,-75.570829
s59,6.180949,-75.568616
s60,6.206806,-75.574113
s61,6.209007665,-75.56601322
s62,6.211982,-75.558588
s63,6.233859,-75.56881
s64,6.246621187,-75.59505596
s65,6.171431,-75.610277
s66,6.198768,-75.556825
s67,6.235306,-75.570486
s68,6.209612,-75.588545
s69,6.20711,-75.566185
s70,6.211045,-75.571742
s71,6.20681,-75.574113
s72,6.212525804,-75.55937023
s73,6.151824995,-75.61165498
s74,6.245178564,-75.59551158
s75,6.1808424,-75.5681354
s76,6.245880457,-75.59582405
s77,6.151059,-75.617115
s78,6.175574,-75.591457
s79,6.245574,-75.595464
s80,6.211653398,-75.57497122
s81,6.21211732,-75.59345968
s82,6.175844997,-75.59207889
s83,6.245873942,-75.6021541
s84,6.206656,-75.559874
s85,6.21076675,-75.57065025
s86,6.212542,-75.570863
s87,6.336254,-75.551898
s88,6.247807,-75.59752
s89,6.214377,-75.5733664
s90,6.244606,-75.588949
s91,6.170102,-75.588471
s92,6.219931674,-75.58472264
s93,6.161614,-75.600613
s94,6.167331,-75.619649
s95,6.212456,-75.559067
s96,6.19990055,-75.5720597
s97,6.238013,-75.598396
s98,6.257053,-75.578201
s99,6.2446058,-75.5953744
s100,6.160845,-75.604538
s101,6.16794,-75.596696
s102,6.180085,-75.582774
s103,6.167879,-75.568733
s104,6.212495,-75.594334
s105,6.234988,-75.591352
s106,6.217072,-75.598528
s107,6.208467,-75.567195
s108,6.217812,-75.571671
s109,6.202637,-75.57172735
s110,6.233706667,-75.60495632
s111,6.180871,-75.568344
s112,6.198531176,-75.56780618
s113,6.2549274,-75.5829925
s114,6.169733,-75.580233
s115,6.176391,-75.591944
s116,6.208692,-75.566857
s117,6.207678,-75.585953
s118,6.201182313,-75.57272907
s119,6.2385919,-75.5751451
s120,6.175534665,-75.59243745
s121,6.261859567,-75.59711467
s122,6.1984932,-75.5876089
s123,6.21616,-75.605326
s124,6.210712,-75.570757
s125,6.2245347,-75.57447175
s126,6.212091,-75.574746
s127,6.2470491,-75.5869795
s128,6.211121,-75.572165
s129,6.22593555,-75.56910085
s130,6.340468,-75.54277
s131,6.183474,-75.580863
s132,6.245703735,-75.60184374
s133,6.154111,-75.53299
s134,6.208288,-75.567081
s135,6.208069,-75.567034
s136,6.175141,-75.592331
s137,6.214142,-75.571636
s138,6.1966533,-75.5602004
s139,6.176205213,-75.59171858
s140,6.178739667,-75.5934476
s141,6.199351351,-75.5736923
s142,6.174486,-75.585182
s143,6.249416,-75.597582
s144,6.223362,-75.57487
s145,6.240779,-75.587107
s146,6.213647333,-75.57171867
s147,6.199536017,-75.56277874
s148,6.212917248,-75.55915983
s149,6.186425764,-75.58241711
s150,6.169364,-75.585344
s151,6.233399,-75.6044573
s152,6.175681,-75.590949
s153,6.20232,-75.586565
s154,6.273107,-75.593695
s155,6.248203,-75.566775
s156,6.202547,-75.572681
s157,6.250004316,-75.56610154
s158,6.197561,-75.573631
s159,6.170175,-75.588074
s160,6.225736,-75.57276
s161,6.2612729,-75.5656124
s162,6.215262,-75.597933
s163,6.244864,-75.594475
s164,6.184028,-75.579156
s165,6.198319,-75.556711
