courier_id,vehicle,on_lat,on_lng,on_time,off_time
c1,motorcycle,11.01568397,-74.82642442,0:00:00,23:53:00
c2,motorcycle,10.98432187,-74.79739219,0:00:00,22:09:02
c3,motorcycle,10.95866289,-74.80633467,0:00:00,20:55:07
c4,motorcycle,11.00320047,-74.81844753,0:00:00,23:58:00
c5,car,10.97550611,-74.83200878,0:00:00,23:58:00
c6,walking,10.97935635,-74.83929902,0:00:00,23:58:00
c7,motorcycle,10.98576666,-74.80336279,0:00:00,23:19:00
c8,motorcycle,11.0132329,-74.8353079,0:00:00,17:24:05
c9,bicycle,10.98099632,-74.82204169,0:00:00,23:58:00
c10,motorcycle,10.99438218,-74.81167227,0:00:00,23:58:00
c11,motorcycle,10.98752322,-74.79722053,0:00:00,23:58:00
c12,motorcycle,10.98791864,-74.80580896,0:00:00,21:57:02
c13,bicycle,10.96311386,-74.80367929,0:00:00,20:00:11
c14,motorcycle,10.96356757,-74.82104927,0:00:00,18:15:04
c15,motorcycle,10.97462403,-74.81564194,0:00:00,18:37:06
c16,motorcycle,10.91828224,-74.80319113,0:00:00,21:46:04
c17,motorcycle,10.99396141,-74.84274298,0:00:00,22:06:03
c18,motorcycle,10.94148001,-74.82764214,0:00:00,23:58:00
c19,motorcycle,11.00558058,-74.81706887,0:00:00,23:58:00
c20,bicycle,10.99432134,-74.81158644,0:00:00,23:58:00
c21,bicycle,11.02313099,-74.80661899,0:00:00,23:03:01
c22,bicycle,10.9898577,-74.80007976,0:00:00,0:02:00
c23,bicycle,10.99425798,-74.81169909,0:00:00,23:58:00
c24,motorcycle,11.00601655,-74.79542345,0:00:00,23:58:00
c25,walking,11.00878953,-74.83749658,0:00:00,23:58:00
c26,motorcycle,11.00313964,-74.81842071,0:00:00,23:58:00
c27,car,10.99464832,-74.82509404,0:00:00,23:58:00
c28,motorcycle,11.00572252,-74.81695086,0:00:00,21:27:04
c29,motorcycle,11.01162335,-74.80647951,0:00:00,23:58:00
c30,motorcycle,11.01293887,-74.80998248,0:00:00,17:13:04
c31,bicycle,10.94588282,-74.80281025,0:00:00,22:34:01
c32,bicycle,10.91447763,-74.78604108,0:00:00,23:58:00
c33,motorcycle,10.99358881,-74.81030434,0:00:00,23:58:00
c34,car,10.9170377,-74.82087761,0:00:00,19:52:13
c35,motorcycle,11.01169686,-74.80649024,0:00:00,23:58:00
c36,motorcycle,11.01758248,-74.81353909,0:00:00,23:58:00
c37,bicycle,11.00144898,-74.81889814,0:00:00,21:49:02
c38,bicycle,10.97574691,-74.79900151,0:00:00,23:58:00
c39,motorcycle,11.00493929,-74.80822295,0:00:00,23:54:01
c40,motorcycle,10.96177046,-74.84108537,0:00:00,23:58:00
c41,motorcycle,11.00330693,-74.81058866,0:00:00,23:51:00
c42,motorcycle,10.99354825,-74.81018633,0:00:00,23:18:01
c43,car,11.01579043,-74.82652634,0:00:00,23:58:00
c44,motorcycle,10.99282586,-74.80904371,0:00:00,17:24:05
c45,motorcycle,10.91282752,-74.81142014,0:00:00,22:34:01
c46,motorcycle,11.00503561,-74.80809957,0:00:00,23:58:00
c47,motorcycle,10.95704067,-74.82459515,0:00:00,23:50:01
c48,motorcycle,11.01505029,-74.81782526,0:00:00,23:58:00
c49,bicycle,10.99995096,-74.8213014,0:00:00,21:01:07
c50,motorcycle,11.01997779,-74.80679065,0:00:00,20:18:07
c51,motorcycle,11.00092429,-74.8056373,0:00:00,23:58:00
c52,walking,10.99433655,-74.81203705,0:00:00,23:54:01
c53,car,10.88636504,-74.80995029,0:00:00,0:02:00
c54,motorcycle,10.95569219,-74.79843825,0:00:00,23:58:00
c55,walking,10.97905472,-74.83931512,0:00:00,20:37:06
c56,motorcycle,11.00299009,-74.81545419,0:00:00,23:58:00
c57,bicycle,10.99978113,-74.80963916,0:00:00,22:26:01
c58,bicycle,10.93607092,-74.80326623,0:00:00,21:04:06
c59,motorcycle,10.89868125,-74.77835387,0:00:00,19:04:12
c60,motorcycle,11.00213082,-74.82782453,0:00:00,23:08:01
c61,motorcycle,11.0048962,-74.80683357,0:00:00,23:14:01
c62,motorcycle,11.00651082,-74.79579359,0:00:00,0:04:00
c63,motorcycle,11.00584926,-74.81755704,0:00:00,23:58:00
c64,car,10.95573275,-74.80029434,0:00:00,23:58:00
c65,car,11.00374544,-74.80995566,0:00:00,21:00:06
c66,motorcycle,11.00569717,-74.81689185,0:00:00,23:43:00
c67,motorcycle,11.00432589,-74.82707351,0:00:00,23:46:00
c68,motorcycle,11.0022094,-74.82777089,0:00:00,5:15:00
c69,motorcycle,10.98471222,-74.79724199,0:00:00,23:58:00
c70,walking,10.97174712,-74.81211752,0:00:00,22:35:01
c71,motorcycle,10.98424329,-74.79840606,0:00:00,18:43:04
c72,motorcycle,10.98423062,-74.79732245,0:00:00,23:15:01
c73,motorcycle,11.00517756,-74.817321,0:00:00,12:26:06
c74,motorcycle,11.00379867,-74.81516451,0:00:00,2:28:00
c75,motorcycle,10.96837087,-74.83254522,0:00:00,21:18:05
c76,bicycle,11.0078162,-74.81703132,0:00:00,23:58:00
c77,motorcycle,10.94574088,-74.82747048,0:00:00,23:23:00
c78,motorcycle,11.00559578,-74.81666654,0:00:00,23:58:00
c79,bicycle,10.99481815,-74.81601745,0:00:00,23:58:00
c80,motorcycle,10.95554265,-74.82980937,0:00:00,23:58:00
c81,motorcycle,10.96973962,-74.80506867,0:00:00,12:56:08
c82,motorcycle,10.98785274,-74.81199414,0:00:00,23:30:01
c83,motorcycle,11.00582898,-74.81690794,0:00:00,23:19:00
c84,bicycle,10.98421288,-74.79709178,0:00:00,23:58:00
c85,car,10.96034848,-74.86478001,0:00:00,23:43:00
c86,motorcycle,10.96132181,-74.84151989,0:00:00,23:52:00
c87,bicycle,10.98584017,-74.79025215,0:00:00,22:46:01
c88,bicycle,10.9656866,-74.8652789,0:00:00,23:24:01
c89,walking,10.99434669,-74.81167227,0:00:00,23:58:00
c90,bicycle,11.01533925,-74.8265478,0:00:00,23:22:01
c91,motorcycle,11.00589742,-74.81698304,0:00:00,23:58:00
c92,motorcycle,10.98428385,-74.79736,0:00:00,23:32:01
c93,bicycle,11.01671561,-74.80849117,0:00:00,2:18:00
c94,bicycle,10.96541285,-74.81763214,0:00:00,20:56:05
c95,motorcycle,10.95868063,-74.82882768,0:00:00,22:56:01
c96,motorcycle,10.99360402,-74.81023997,0:00:00,23:58:00
c97,bicycle,11.01392741,-74.82799083,0:00:00,23:33:01
c98,bicycle,10.9896676,-74.78062838,0:00:00,23:29:01
c99,bicycle,10.94991303,-74.79682356,0:00:00,23:45:00
