store_id,pick_up_lat,pick_up_lng
s1,4.595514,-74.114342
s2,4.628765,-74.066557
s3,4.655809,-74.059637
s4,4.702455,-74.049451
s5,4.680183914,-74.04817659
s6,4.623345,-74.072058
s7,4.71572562,-74.11787893
s8,4.64867,-74.059986
s9,4.719366638,-74.03553773
s10,4.663759111,-74.11764028
s11,4.713428906,-74.03432231
s12,4.663853,-74.057154
s13,4.673501,-74.051546
s14,4.735027587,-74.08712464
s15,4.698881,-74.056042
s16,4.722765,-74.068995
s17,4.705645,-74.053162
s18,4.717173,-74.069236
s19,4.658209,-74.057513
s20,4.604403,-74.153512
s21,4.7317634,-74.0452257
s22,4.668729,-74.121868
s23,4.713537,-74.033923
s24,4.658195,-74.057514
s25,4.726914154,-74.05009919
s26,4.7441034,-74.0463198
s27,4.6635,-74.122968
s28,4.740543,-74.099154
s29,4.64458045,-74.06173554
s30,4.693907,-74.089383
s31,4.592725225,-74.15548236
s32,4.663762107,-74.05711578
s33,4.680195897,-74.04820213
s34,4.724587,-74.033264
s35,4.654323,-74.115766
s36,4.718036,-74.068718
s37,4.623399,-74.072006
s38,4.638433852,-74.0703937
s39,4.664116,-74.117765
s40,4.624416,-74.123972
s41,4.697464,-74.09625
s42,4.652960063,-74.10849218
s43,4.693679322,-74.091671
s44,4.737776,-74.068178
s45,4.655638,-74.101533
s46,4.659660906,-74.05877298
s47,4.675855167,-74.04882979
s48,4.647448,-74.061225
s49,4.720721,-74.05537
s50,4.725080045,-74.03196631
s51,4.645188,-74.10024
s52,4.652769611,-74.05436964
s53,4.705665039,-74.05315653
s54,4.63861,-74.078865
s55,4.599688,-74.095014
s56,4.697322,-74.103128
s57,4.668919,-74.065942
s58,4.664568671,-74.05137437
s59,4.647811366,-74.06000493
s60,4.642518,-74.144316
s61,4.670346,-74.096374
s62,4.741849,-74.046262
s63,4.706898,-74.11506
s64,4.722831577,-74.03401163
s65,4.695941,-74.027713
s66,4.633514,-74.094537
s67,4.695361,-74.050252
s68,4.729606,-74.045171
s69,4.651485,-74.055348
s70,4.667278666,-74.05250369
s71,4.6904,-74.050526
s72,4.697225,-74.046371
s73,4.676391,-74.048616
s74,4.664364,-74.052759
s75,4.698791,-74.049754
s76,4.67378,-74.108574
s77,4.68052,-74.040774
s78,4.752628,-74.091653
s79,4.72277695,-74.04657145
s80,4.656372,-74.057121
s81,4.737906,-74.065907
s82,4.678142988,-74.04549549
s83,4.741088,-74.044457
s84,4.644385,-74.12018
s85,4.683335141,-74.04738456
s86,4.715717267,-74.06384285
s87,4.614815,-74.069261
s88,4.620090968,-74.11913578
s89,4.6834432,-74.0604711
s90,4.676124,-74.047634
s91,4.639109037,-74.06604723
s92,4.60343,-74.067171
s93,4.654077,-74.054014
s94,4.611159,-74.075896
s95,4.689838111,-74.04593974
s96,4.6553769,-74.0573801
s97,4.655332,-74.051665
s98,4.657186,-74.107899
s99,4.642418,-74.078154
s100,4.6971434,-74.0850544
s101,4.704843,-74.050863
s102,4.68853,-74.061621
s103,4.657031,-74.108043
s104,4.6892,-74.03908
s105,4.751485,-74.060686
s106,4.635989,-74.064345
s107,4.71674,-74.030458
s108,4.859032,-74.063806
s109,4.743098,-74.044375
s110,4.696977349,-74.10281525
s111,4.71781,-74.069012
s112,4.6793672,-74.046993
s113,4.67321897,-74.06274276
s114,4.647446,-74.06122
s115,4.644216,-74.12021
s116,4.676192,-74.048693
s117,4.729279,-74.038243
s118,4.666213,-74.126133
s119,4.604404,-74.185656
s120,4.704140627,-74.03216339
s121,4.647469683,-74.06127074
s122,4.719443286,-74.03539213
s123,4.6943481,-74.0488974
s124,4.691807228,-74.05075955
s125,4.629879,-74.110875
s126,4.691005,-74.075211
s127,4.722396,-74.119061
s128,4.683783,-74.080355
s129,4.652618,-74.054558
s130,4.892557,-74.032548
s131,4.653198,-74.054042
s132,4.627802,-74.065514
s133,4.676392,-74.048843
s134,4.653403502,-74.05451201
s135,4.671774,-74.053531
s136,4.679419604,-74.04484297
s137,4.665706,-74.120163
s138,4.713217,-74.053926
s139,4.695313,-74.031331
s140,4.594493,-74.139157
s141,4.622614,-74.07751
s142,4.675944,-74.048892
s143,4.636027,-74.064101
s144,4.6153305,-74.0701569
s145,4.665385063,-74.0555857
s146,4.701520202,-74.0472503
s147,4.675928,-74.048893
s148,4.678790089,-74.04537519
s149,4.665549,-74.120577
s150,4.615584,-74.084632
s151,4.650825052,-74.10638773
s152,4.612101,-74.095742
s153,4.687545,-74.073636
s154,4.694979,-74.031582
s155,4.587727953,-74.10018534
s156,4.704446,-74.032249
s157,4.663614,-74.051389
s158,4.626133,-74.101292
s159,4.6825522,-74.0615882
s160,4.649981,-74.060056
s161,4.593191,-74.124878
s162,4.667183,-74.054995
s163,4.728382081,-74.06399121
s164,4.624812,-74.070003
s165,4.720203,-74.044776
s166,4.6473323,-74.1005443
s167,4.884833,-74.037302
s168,4.720535473,-74.04001937
s169,4.7231084,-74.0622244
s170,4.690038,-74.0658
s171,4.71786465,-74.03234775
s172,4.698586,-74.0391
s173,4.65166,-74.058969
s174,4.688725503,-74.038606
s175,4.6140818,-74.1351003
s176,4.663269,-74.060224
s177,4.695868,-74.050529
s178,4.683633,-74.119973
s179,4.686171,-74.056875
s180,4.693481128,-74.04702526
s181,4.687655581,-74.05179745
s182,4.69866,-74.075125
s183,4.762023,-74.046038
s184,4.6927101,-74.062646
s185,4.65748,-74.056913
s186,4.68214,-74.049407
s187,4.7228999,-74.046518
s188,4.669724,-74.055818
s189,4.722575,-74.044579
s190,4.712336,-74.071428
s191,4.699454961,-74.04363365
s192,4.655724,-74.062764
s193,4.719860764,-74.03811388
s194,4.666492036,-74.05282459
s195,4.697902,-74.069166
s196,4.618354,-74.137062
s197,4.682624,-74.058535
s198,4.68597115,-74.04770405
s199,4.6701225,-74.0637973
