courier_id,vehicle,on_lat,on_lng,on_time,off_time
c1,bicycle,4.728300535,-74.03738827,0:00:01,0:18:01
c2,motorcycle,4.561569112,-74.08101171,0:00:01,9:02:06
c3,bicycle,4.720123524,-74.0687272,0:00:01,23:39:02
c4,bicycle,4.672222364,-74.07829732,0:00:01,21:05:05
c5,bicycle,4.729322027,-74.09551173,0:00:01,8:22:04
c6,bicycle,4.631071166,-74.06470925,0:00:01,9:02:06
c7,bicycle,4.712879291,-74.10302192,0:00:01,23:58:01
c8,motorcycle,4.744279417,-74.04200166,0:00:01,0:40:01
c9,car,4.603072636,-74.22347456,0:00:01,14:32:10
c10,bicycle,4.668341706,-74.11735564,0:00:01,23:58:01
c11,bicycle,4.701860858,-74.04931337,0:00:01,0:39:01
c12,motorcycle,4.587788267,-74.2268917,0:00:01,21:13:05
c13,bicycle,4.684133018,-74.10201341,0:00:01,2:02:01
c14,motorcycle,4.741508967,-74.04104143,0:00:01,23:58:01
c15,motorcycle,4.737547197,-74.08490092,0:00:01,23:58:01
c16,motorcycle,4.685428261,-74.04793471,0:00:01,23:58:01
c17,bicycle,4.739356988,-74.0307042,0:00:01,0:17:01
c18,bicycle,4.641435641,-74.06296581,0:00:01,23:58:01
c19,bicycle,4.679583194,-74.05441493,0:00:01,23:58:01
c20,motorcycle,4.62421728,-74.07191366,0:00:01,0:41:01
c21,bicycle,4.695896659,-74.04341787,0:00:01,23:58:01
c22,bicycle,4.726987549,-74.10374612,0:00:01,9:02:06
c23,car,4.720488524,-74.03870791,0:00:01,7:59:04
c24,motorcycle,4.616656206,-74.06826586,0:00:01,23:13:01
c25,motorcycle,4.663872992,-74.05718297,0:00:01,23:58:01
c26,bicycle,4.574336502,-74.2415902,0:00:01,23:58:01
c27,motorcycle,4.658783272,-74.05755311,0:00:01,23:58:01
c28,walking,4.589187433,-74.2255345,0:00:01,10:14:05
c29,car,4.610935341,-74.06994492,0:00:01,0:35:01
c30,motorcycle,4.73229272,-74.0452525,0:00:01,0:07:01
c31,motorcycle,4.602228574,-74.11132604,0:00:01,22:04:03
c32,motorcycle,4.727649111,-74.07542735,0:00:01,22:38:02
c33,motorcycle,4.641052898,-74.07193512,0:00:01,23:49:01
c34,motorcycle,4.624197002,-74.07164007,0:00:01,23:58:01
c35,motorcycle,4.624209676,-74.07180637,0:00:01,23:58:01
c36,motorcycle,4.646401159,-74.06666189,0:00:01,23:58:01
c37,motorcycle,4.612519542,-74.13115829,0:00:01,0:44:01
c38,bicycle,4.739090843,-74.02713686,0:00:01,23:58:01
c39,motorcycle,4.679750486,-74.04764503,0:00:01,20:02:13
