order_id,store_id,drop_off_lat,drop_off_lng,placement_time,preparation_time,ready_time,expected_drop_off_time
o1,s1,6.255819,-75.594637,0:01:51,0:03:00,0:31:00,0:31:51
o2,s2,6.3140949,-75.5516327,0:05:21,0:07:05,0:25:05,0:35:21
o3,s3,6.2653549,-75.59677816,0:05:59,0:07:08,0:32:08,0:42:59
o4,s4,6.2635176,-75.5991888,0:09:00,0:10:18,0:20:18,0:38:00
o5,s5,6.2638455,-75.5677677,0:09:59,0:10:52,0:35:52,0:39:59
o6,s6,6.2096422,-75.5688907,0:13:10,0:13:58,0:36:58,0:43:10
o7,s7,6.2549156,-75.6092836,0:23:25,0:24:15,0:42:15,0:53:25
o8,s8,6.239917085,-75.58333143,0:24:05,0:25:02,0:46:02,0:54:05
o9,s8,6.2271264,-75.5846222,0:32:18,0:33:30,0:54:30,1:02:18
o10,s9,6.197728,-75.576247,0:34:09,0:35:11,0:56:11,1:04:09
o11,s10,6.234014906,-75.6101669,0:37:22,0:38:19,0:58:19,1:07:22
o12,s9,6.212462,-75.566284,0:41:25,0:42:45,1:03:45,1:11:25
o13,s11,6.261010653,-75.59050161,0:44:34,0:45:42,1:05:42,1:03:34
o14,s10,6.2291897,-75.6065558,0:50:49,0:51:41,1:06:41,1:20:49
o15,s10,6.265405549,-75.58858316,0:51:40,0:52:49,1:07:49,1:21:40
o16,s12,6.2453558,-75.590908,0:52:02,0:53:25,1:30:25,1:22:02
o17,s5,6.2376958,-75.5901867,0:58:22,0:59:56,1:24:56,1:28:22
o18,s13,6.195996241,-75.55488539,1:24:18,1:25:42,1:40:42,1:54:18
o19,s1,6.261710866,-75.56789361,1:35:59,1:37:33,1:54:33,2:05:59
o20,s14,6.254940989,-75.59822839,1:51:17,1:54:15,2:34:15,2:21:17
o21,s5,6.239022284,-75.60790814,1:54:02,1:57:17,2:32:17,2:24:02
o22,s15,6.2635429,-75.5626201,1:55:25,1:56:21,2:11:21,2:25:25
o23,s14,6.2488321,-75.6018017,2:27:31,2:30:24,3:00:24,2:57:31
