courier_id,vehicle,on_lat,on_lng,on_time,off_time
c1,bicycle,6.248750487,-75.59140116,0:00:01,23:48:01
c2,motorcycle,6.273755512,-75.55707425,0:00:01,21:31:06
c3,motorcycle,6.167396077,-75.57824224,0:00:01,23:58:01
c4,bicycle,6.248935522,-75.58960944,0:00:01,23:58:01
c5,motorcycle,6.262716801,-75.58603674,0:00:01,22:44:02
c6,motorcycle,6.231572682,-75.60200125,0:00:01,23:47:01
c7,motorcycle,6.16941118,-75.58437914,0:00:01,23:56:01
c8,bicycle,6.246666947,-75.60264498,0:00:01,23:58:01
c9,motorcycle,6.249845487,-75.59556395,0:00:01,23:20:02
c10,bicycle,6.232216501,-75.60441524,0:00:01,1:01:01
c11,motorcycle,6.214116057,-75.60615331,0:00:01,1:58:00
c12,motorcycle,6.341830518,-75.55328161,0:00:01,22:26:02
c13,motorcycle,6.241402331,-75.61465055,0:00:01,22:43:02
c14,bicycle,6.135303972,-75.63577563,0:00:01,17:23:07
c15,motorcycle,6.244778579,-75.5894807,0:00:01,21:27:08
c16,motorcycle,6.204699568,-75.5450955,0:00:01,23:58:01
c17,bicycle,6.150933063,-75.61449498,0:00:01,23:58:01
c18,bicycle,6.172759547,-75.60976893,0:00:01,6:52:00
c19,motorcycle,6.297424738,-75.56535691,0:00:01,22:30:02
c20,motorcycle,6.168255347,-75.62174767,0:00:01,21:10:08
c21,motorcycle,6.291990296,-75.59372932,0:00:01,18:15:10
c22,motorcycle,6.211449531,-75.57215899,0:00:01,23:58:01
c23,motorcycle,6.175590831,-75.64743251,0:00:01,23:58:01
c24,motorcycle,6.198585821,-75.56220263,0:00:01,23:45:01
c25,motorcycle,6.234424243,-75.61158746,0:00:01,23:58:01
c26,bicycle,6.222191679,-75.57455152,0:00:01,20:59:05
c27,motorcycle,6.236355701,-75.60891598,0:00:01,21:30:05
c28,bicycle,6.171281805,-75.58824688,0:00:01,23:22:01
c29,motorcycle,6.218490986,-75.56689113,0:00:01,23:58:01
c30,motorcycle,6.160603024,-75.59546202,0:00:01,5:09:00
c31,motorcycle,6.160567538,-75.59561223,0:00:01,23:36:02
c32,bicycle,6.232381258,-75.59099346,0:00:01,23:58:01
c33,motorcycle,6.21164217,-75.57235211,0:00:01,23:58:01
c34,motorcycle,6.248735279,-75.62136143,0:00:01,15:48:08
c35,motorcycle,6.225289108,-75.57011515,0:00:01,23:51:01
c36,motorcycle,6.068204834,-75.32780975,0:00:01,23:58:01
c37,motorcycle,6.160291254,-75.59532791,0:00:01,23:58:01
c38,motorcycle,6.282284848,-75.56424111,0:00:01,21:12:05
c39,motorcycle,6.340621456,-75.55908054,0:00:01,23:42:01
c40,car,6.152281535,-75.58530182,0:00:01,1:13:00
c41,motorcycle,6.333686459,-75.56426257,0:00:01,23:58:01
c42,motorcycle,6.263173051,-75.58869213,0:00:01,2:00:01
c43,motorcycle,6.185630861,-75.55358738,0:00:01,23:56:01
c44,motorcycle,6.176528677,-75.6129393,0:00:01,23:02:01
c45,motorcycle,6.198377974,-75.56326479,0:00:01,23:58:01
c46,motorcycle,6.170739374,-75.61688751,0:00:01,23:58:01
c47,bicycle,6.202704743,-75.58381587,0:00:01,10:16:04
c48,bicycle,6.150438792,-75.61633497,0:00:01,23:58:01
c49,motorcycle,6.204960645,-75.58702379,0:00:01,23:13:01
c50,motorcycle,6.249982362,-75.5994907,0:00:01,23:58:01
c51,bicycle,6.209077032,-75.57079107,0:00:01,1:52:00
c52,motorcycle,6.249799862,-75.60906619,0:00:01,5:00:00
c53,bicycle,6.286872694,-75.55487484,0:00:01,23:58:01
c54,motorcycle,6.247077571,-75.594652,0:00:01,23:58:01
c55,motorcycle,6.222424873,-75.57446569,0:00:01,23:58:01
c56,motorcycle,6.17096243,-75.57958871,0:00:01,23:58:01
c57,car,6.283435612,-75.55985838,0:00:01,23:37:01
c58,motorcycle,6.191498741,-75.57295293,0:00:01,22:42:02
c59,motorcycle,6.240875109,-75.56960016,0:00:01,23:58:01
c60,motorcycle,6.225355011,-75.57007223,0:00:01,1:20:00
c61,motorcycle,6.228351051,-75.57087153,0:00:01,21:09:05
c62,motorcycle,6.213368315,-75.58568269,0:00:01,23:11:01
c63,bicycle,6.167474653,-75.59835881,0:00:01,19:40:10
c64,motorcycle,6.152519799,-75.61619014,0:00:01,23:58:01
c65,bicycle,6.222191679,-75.61201662,0:00:01,20:36:07
c66,motorcycle,6.209109983,-75.57085544,0:00:01,6:55:00
c67,car,6.150933063,-75.61704308,0:00:01,23:58:01
c68,car,6.25613413,-75.60170084,0:00:01,4:18:00
c69,motorcycle,6.160577677,-75.59558541,0:00:01,20:01:11
c70,motorcycle,6.247723925,-75.58886379,0:00:01,22:34:02
c71,bicycle,6.235714416,-75.58332771,0:00:01,21:48:03
c72,motorcycle,6.348512043,-75.55918247,0:00:01,20:33:07
c73,motorcycle,6.176886073,-75.58569342,0:00:01,20:19:06
c74,car,6.227565288,-75.56965381,0:00:01,1:36:00
c75,motorcycle,6.16055233,-75.59562832,0:00:01,22:43:02
c76,bicycle,6.211201128,-75.57229847,0:00:01,23:58:01
c77,motorcycle,6.211718211,-75.57487339,0:00:01,21:39:04
c78,motorcycle,6.158410491,-75.60628742,0:00:01,23:12:01
c79,motorcycle,6.160331809,-75.57899863,0:00:01,1:26:01
c80,motorcycle,6.211436857,-75.57218045,0:00:01,23:02:01
c81,motorcycle,6.176153539,-75.63618332,0:00:01,16:33:12
c82,walking,6.249921529,-75.59390634,0:00:01,15:42:09
c83,motorcycle,6.297771995,-75.58440059,0:00:01,16:36:08
c84,motorcycle,6.204993596,-75.58723837,0:00:01,23:55:01
c85,motorcycle,6.336231319,-75.5596599,0:00:01,23:58:01
c86,walking,6.262531766,-75.60456544,0:00:01,23:58:01
c87,motorcycle,6.288010783,-75.60023099,0:00:01,23:58:01
c88,motorcycle,6.206780574,-75.56625813,0:00:01,23:57:01
c89,motorcycle,6.368850645,-75.44615418,0:00:01,23:58:01
c90,motorcycle,6.151569278,-75.61270863,0:00:01,23:58:01
c91,walking,6.244862225,-75.58941633,0:00:01,19:39:15
c92,motorcycle,6.247642814,-75.59467882,0:00:01,22:24:02
c93,bicycle,6.247123196,-75.59464127,0:00:01,23:39:01
c94,motorcycle,6.264422668,-75.55191368,0:00:01,23:58:01
c95,motorcycle,6.222381783,-75.57451934,0:00:01,23:58:01
c96,bicycle,6.222262651,-75.57479292,0:00:01,23:58:01
c97,motorcycle,6.200000195,-75.56262642,0:00:01,23:58:01
c98,bicycle,6.263033641,-75.58907837,0:00:01,0:31:00
c99,motorcycle,6.160448406,-75.5953601,0:00:01,20:35:07
c100,motorcycle,6.335078021,-75.5525896,0:00:01,23:58:01
c101,motorcycle,6.173154963,-75.63408047,0:00:01,20:54:07
c102,motorcycle,6.165053995,-75.58086544,0:00:01,23:51:01
c103,motorcycle,6.153708583,-75.61502069,0:00:01,23:41:01
c104,bicycle,6.150720147,-75.61781555,0:00:01,20:04:07
c105,motorcycle,6.211236614,-75.55917174,0:00:01,23:44:01
c106,motorcycle,6.153807437,-75.61482757,0:00:01,23:58:01
c107,bicycle,6.207606893,-75.58816105,0:00:01,23:43:01
c108,motorcycle,6.222227165,-75.57443351,0:00:01,23:58:01
c109,bicycle,6.160443337,-75.59593409,0:00:01,22:32:02
c110,bicycle,6.176490657,-75.581536,0:00:01,23:34:01
c111,walking,6.251024132,-75.60207635,0:00:01,23:44:01
c112,motorcycle,6.202877104,-75.60184032,0:00:01,22:21:03
c113,motorcycle,6.190753533,-75.59395462,0:00:01,23:58:01
c114,bicycle,6.280500405,-75.5998984,0:00:01,2:35:00
c115,motorcycle,6.355132734,-75.5680874,0:00:01,22:09:03
c116,bicycle,6.170947221,-75.60294002,0:00:01,18:37:10
c117,motorcycle,6.21122901,-75.5723843,0:00:01,23:58:01
c118,motorcycle,6.194796413,-75.6065771,0:00:01,18:19:11
c119,motorcycle,6.269056139,-75.54291755,0:00:01,20:05:09
c120,motorcycle,6.2878587,-75.54360956,0:00:01,22:03:03
c121,bicycle,6.263489891,-75.59697479,0:00:01,23:58:01
c122,motorcycle,6.173666977,-75.63279837,0:00:01,23:55:01
c123,motorcycle,6.2543142,-75.56317896,0:00:01,23:58:01
c124,motorcycle,6.259388712,-75.59316069,0:00:01,23:58:01
c125,motorcycle,6.16050417,-75.59559077,0:00:01,23:58:01
c126,motorcycle,6.24645403,-75.59470564,0:00:01,4:08:00
c127,motorcycle,6.270896346,-75.54452151,0:00:01,22:30:02
c128,motorcycle,6.159008685,-75.58262497,0:00:01,20:46:07
c129,motorcycle,6.200035681,-75.5623582,0:00:01,23:58:01
c130,bicycle,6.268394576,-75.61446279,0:00:01,19:10:12
c131,motorcycle,6.263540585,-75.61224729,0:00:01,22:11:03
c132,bicycle,6.234885563,-75.57620913,0:00:01,23:58:01
c133,motorcycle,6.229390287,-75.60415238,0:00:01,23:56:01
c134,motorcycle,6.249721286,-75.62371641,0:00:01,13:19:11
c135,motorcycle,6.160559934,-75.59561223,0:00:01,23:22:01
c136,motorcycle,6.235306326,-75.60326189,0:00:01,18:25:11
c137,motorcycle,6.20909731,-75.57080716,0:00:01,23:24:01
c138,motorcycle,6.162706843,-75.58282882,0:00:01,20:05:08
c139,bicycle,6.17781885,-75.58318824,0:00:01,23:58:01
c140,motorcycle,6.153888548,-75.61488122,0:00:01,23:58:01
c141,bicycle,6.24808639,-75.59833199,0:00:01,23:18:01
c142,motorcycle,6.211302517,-75.57219118,0:00:01,4:23:00
c143,motorcycle,6.211178316,-75.57226092,0:00:01,23:54:01
c144,motorcycle,6.249092675,-75.58314532,0:00:01,23:58:01
c145,motorcycle,6.25981708,-75.59744149,0:00:01,23:58:01
c146,motorcycle,6.214308696,-75.58356375,0:00:01,23:58:01
c147,motorcycle,6.152015389,-75.61437696,0:00:01,23:01:01
c148,walking,6.227648934,-75.60544521,0:00:01,23:58:01
c149,motorcycle,6.153977263,-75.61475784,0:00:01,23:03:01
c150,motorcycle,6.220465534,-75.59894353,0:00:01,23:58:01
c151,motorcycle,6.258711942,-75.55812567,0:00:01,23:58:01
c152,motorcycle,6.239681255,-75.58095127,0:00:01,23:58:01
c153,bicycle,6.215015883,-75.60458153,0:00:01,23:58:01
c154,motorcycle,6.211325329,-75.57221264,0:00:01,23:58:01
c155,car,6.089955276,-75.63984722,0:00:01,23:51:01
c156,motorcycle,6.203941687,-75.55472463,0:00:01,22:38:02
c157,bicycle,6.262939856,-75.60653955,0:00:01,23:58:01
c158,bicycle,6.274559018,-75.584701,0:00:01,23:20:02
c159,motorcycle,6.250821355,-75.60780019,0:00:01,23:58:01
c160,motorcycle,6.181762877,-75.57485729,0:00:01,20:51:06
c161,motorcycle,6.240963824,-75.5695197,0:00:01,23:58:01
c162,motorcycle,6.247914029,-75.59643835,0:00:01,23:55:01
c163,bicycle,6.246846912,-75.58709353,0:00:01,20:25:06
c164,motorcycle,6.246484447,-75.60312778,0:00:01,23:12:01
c165,motorcycle,6.289311095,-75.61183959,0:00:01,20:45:07
c166,bicycle,6.160519379,-75.59547275,0:00:01,23:35:01
c167,car,6.150355147,-75.53489238,0:00:01,21:10:08
c168,motorcycle,6.178465204,-75.60637325,0:00:01,23:58:01
c169,motorcycle,6.34590128,-75.57340354,0:00:01,22:34:02
c170,motorcycle,6.211338003,-75.57218581,0:00:01,1:06:01
c171,motorcycle,6.200955785,-75.56545883,0:00:01,20:21:08
c172,motorcycle,6.191374539,-75.59238285,0:00:01,0:02:01
c173,bicycle,6.186122597,-75.60806304,0:00:01,1:26:01
c174,bicycle,6.247630141,-75.56630641,0:00:01,16:42:07
c175,motorcycle,6.213573627,-75.56460589,0:00:01,23:58:01
