order_id,store_id,drop_off_lat,drop_off_lng,placement_time,preparation_time,ready_time,expected_drop_off_time
o1,s1,6.207372412,-75.59943974,0:01:30,0:05:01,0:10:01,0:31:30
o2,s2,6.236389284,-75.59464294,0:02:20,0:04:34,0:09:34,1:02:20
o3,s3,6.223428,-75.567802,0:03:54,0:04:48,0:19:48,0:33:54
o4,s4,6.210228933,-75.57395768,0:04:05,0:05:23,0:45:23,0:34:05
o5,s1,6.2280726,-75.5670605,0:04:05,0:08:57,0:13:57,0:34:05
o6,s5,6.256493406,-75.6070837,0:05:20,0:06:40,0:26:40,0:35:20
o7,s6,6.190611,-75.572476,0:07:45,0:09:00,0:14:00,0:37:45
o8,s7,6.190878,-75.558823,0:07:49,0:09:14,0:44:14,0:37:49
o9,s8,6.2806225,-75.5951095,0:08:31,0:09:38,0:29:38,0:38:31
o10,s9,6.202793,-75.5730437,0:10:08,0:11:12,0:31:12,0:40:08
o11,s5,6.240719,-75.59986,0:10:34,0:17:10,0:22:10,0:39:34
o12,s10,6.242449545,-75.59967712,0:11:16,0:12:57,0:37:57,0:30:16
o13,s11,6.217275317,-75.60404339,0:11:24,0:12:37,0:17:37,0:46:24
o14,s12,6.1495559,-75.6226116,0:11:29,0:12:26,0:32:26,0:41:29
o15,s13,6.2643529,-75.5959431,0:12:04,0:13:18,0:41:18,0:42:04
o16,s14,6.2422683,-75.5993966,0:12:23,0:13:49,0:33:49,0:42:23
o17,s15,6.2361699,-75.5509237,0:12:32,0:13:53,0:33:53,0:42:32
o18,s16,6.24575717,-75.58240625,0:13:03,0:14:22,0:27:22,0:43:03
o19,s16,6.2458985,-75.557367,0:15:45,0:16:43,0:29:43,0:45:45
o20,s6,6.181384,-75.562045,0:16:55,0:19:01,0:24:01,0:46:55
o21,s17,6.173050655,-75.59176359,0:17:02,0:18:02,0:36:02,0:55:02
o22,s18,6.2244816,-75.5875456,0:18:21,0:19:48,0:54:48,0:48:21
o23,s19,6.241123675,-75.56957167,0:18:23,0:19:54,0:49:54,0:48:23
o24,s20,6.212202,-75.563896,0:18:28,0:19:57,0:31:57,0:48:28
o25,s21,6.187974175,-75.5775174,0:18:38,0:19:46,0:42:46,0:48:38
o26,s22,6.2600699,-75.5629466,0:18:59,0:20:01,0:42:01,0:48:59
o27,s20,6.1902555,-75.5655315,0:19:21,0:20:19,0:32:19,0:49:21
o28,s16,6.254309214,-75.60940942,0:20:09,0:21:11,0:34:11,0:50:09
o29,s14,6.2421123,-75.6036777,0:20:26,0:21:36,0:41:36,0:50:26
o30,s23,6.2540523,-75.6108133,0:22:07,0:23:25,0:48:25,0:52:07
o31,s24,6.2130519,-75.5608696,0:22:49,0:23:42,0:40:42,0:52:49
o32,s3,6.18615,-75.581468,0:23:52,0:24:49,0:38:49,0:53:52
o33,s3,6.19386843,-75.56337249,0:24:12,0:25:14,0:38:14,0:54:12
o34,s12,6.165754966,-75.62011991,0:24:52,0:26:08,0:56:08,0:54:52
o35,s17,6.20488591,-75.55065069,0:24:53,0:26:01,0:45:01,1:02:53
o36,s25,6.2399451,-75.5828009,0:25:28,0:26:45,0:51:45,0:55:28
o37,s26,6.229264118,-75.60832489,0:25:49,0:27:14,0:42:14,0:55:49
o38,s2,6.277420588,-75.59117418,0:27:45,0:34:57,0:39:57,1:27:45
o39,s3,6.202501724,-75.56054436,0:28:58,0:29:59,0:46:59,0:58:58
o40,s2,6.24739,-75.614458,0:30:31,0:34:55,0:39:55,1:30:31
o41,s14,6.241845912,-75.54903165,0:30:37,0:31:52,0:56:52,1:00:37
o42,s27,6.1780867,-75.5829399,0:31:48,0:35:06,0:50:06,1:31:48
