order_id,store_id,drop_off_lat,drop_off_lng,placement_time,preparation_time,ready_time,expected_drop_off_time
o1,s1,4.738535569,-74.06649184,0:01:05,0:01:53,0:06:53,1:01:05
o2,s2,4.6607525,-74.0513091,0:01:49,0:02:58,0:17:58,0:31:49
o3,s2,4.703389,-74.056965,0:01:52,0:03:02,0:18:02,0:31:52
o4,s3,4.6264961,-74.0682003,0:02:22,0:03:25,0:22:25,0:32:22
o5,s1,4.7523083,-74.0510406,0:03:02,0:03:53,0:08:53,1:03:02
o6,s1,4.7262159,-74.075283,0:03:29,0:04:23,0:09:23,1:03:29
o7,s3,4.652545554,-74.07528994,0:03:35,0:04:38,0:23:38,0:33:35
o8,s4,4.6114795,-74.1262316,0:03:38,0:05:11,0:10:11,1:03:38
o9,s5,4.637352,-74.062584,0:03:49,0:04:33,0:34:33,0:33:49
o10,s6,4.614475,-74.1527399,0:03:59,0:05:26,0:10:26,0:33:59
o11,s4,4.6321392,-74.1405004,0:04:16,0:05:21,0:10:21,1:04:16
o12,s7,4.7114196,-74.0497772,0:04:52,0:05:52,0:25:52,0:34:52
o13,s8,4.726287,-74.0420723,0:05:19,0:06:49,0:21:49,0:35:19
o14,s1,4.707218,-74.061641,0:05:32,0:06:23,0:11:23,1:05:32
o15,s9,4.640978,-74.063981,0:05:37,0:06:28,0:24:28,0:28:37
o16,s10,4.691278981,-74.11038022,0:05:45,0:06:50,0:23:50,0:45:45
o17,s11,4.6266553,-74.1324933,0:05:47,0:06:35,0:21:35,0:28:47
o18,s12,4.6061168,-74.126675,0:06:00,0:07:21,0:37:21,0:36:00
o19,s13,4.698613,-74.045845,0:06:57,0:13:49,0:18:49,0:36:57
o20,s14,4.6403203,-74.1389317,0:07:08,0:08:10,0:23:10,0:37:08
o21,s15,4.5786452,-74.1054011,0:07:15,0:08:25,0:43:25,0:37:15
o22,s16,4.6381739,-74.0707976,0:07:34,0:08:25,0:38:25,0:37:34
o23,s17,4.6447894,-74.056087,0:07:50,0:08:53,0:18:53,0:37:50
o24,s18,4.620467,-74.0891092,0:07:58,0:09:07,0:18:07,0:37:58
o25,s1,4.7426351,-74.0921446,0:09:14,0:09:53,0:14:53,1:09:14
o26,s5,4.65497675,-74.0506863,0:09:15,0:10:02,0:40:02,0:39:15
o27,s1,4.708035,-74.056927,0:09:22,0:10:23,0:15:23,1:09:22
o28,s19,4.6906617,-74.1017475,0:09:29,0:10:13,0:15:13,1:09:29
o29,s20,4.7242973,-74.0704393,0:09:40,0:10:30,0:31:30,0:39:40
o30,s5,4.6852064,-74.0465872,0:10:25,0:11:32,0:41:32,0:40:25
o31,s1,4.742097103,-74.05739151,0:10:36,0:11:23,0:16:23,1:10:36
o32,s19,4.629900093,-74.15341057,0:10:57,0:11:43,0:16:43,1:10:57
o33,s21,4.670204642,-74.09815405,0:11:02,0:12:00,0:29:00,0:41:02
o34,s22,4.584911409,-74.08913109,0:11:12,0:12:25,0:48:25,0:41:12
o35,s4,4.62691368,-74.17234792,0:11:17,0:14:00,0:19:00,1:11:17
o36,s23,4.6821728,-74.0616369,0:11:22,0:11:57,0:26:57,0:41:22
o37,s24,4.6049145,-74.1044643,0:11:29,0:12:57,1:11:57,0:41:29
o38,s25,4.688268257,-74.07588031,0:11:33,0:13:08,0:37:08,0:57:33
o39,s19,4.7051019,-74.1209936,0:11:47,0:12:24,0:17:24,1:11:47
o40,s1,4.7329388,-74.0577809,0:11:56,0:12:53,0:17:53,1:11:56
o41,s1,4.740039203,-74.04306315,0:12:26,0:13:23,0:18:23,1:12:26
o42,s1,4.736737,-74.0629229,0:12:30,0:13:23,0:18:23,1:12:30
o43,s26,4.653021,-74.052834,0:13:23,0:14:16,0:45:16,0:43:23
o44,s1,4.7394226,-74.0743976,0:13:27,0:14:23,0:19:23,1:13:27
o45,s11,4.6440704,-74.1645945,0:13:31,0:14:35,0:29:35,0:41:31
o46,s27,4.717243,-74.034028,0:13:59,0:15:16,0:42:16,0:43:59
o47,s28,4.632470766,-74.08718064,0:14:14,0:15:05,0:30:05,0:39:14
o48,s6,4.5975839,-74.131401,0:14:17,0:15:17,0:20:17,0:44:17
o49,s29,4.6362737,-74.0942499,0:14:21,0:14:55,0:30:55,0:44:21
o50,s6,4.592294972,-74.175356,0:14:41,0:16:20,0:21:20,0:44:41
o51,s2,4.694062498,-74.0414521,0:14:48,0:17:36,0:32:36,0:44:48
o52,s19,4.62283005,-74.13081977,0:15:17,0:15:54,0:20:54,1:15:17
o53,s29,4.645687,-74.1132138,0:15:25,0:15:59,0:31:59,0:45:25
o54,s16,4.64417487,-74.0563944,0:15:49,0:16:52,0:41:52,0:45:49
o55,s22,4.6054083,-74.0701624,0:15:53,0:16:52,1:00:52,0:45:53
o56,s19,4.7088036,-74.1205258,0:16:08,0:16:54,0:21:54,1:16:08
o57,s23,4.727221,-74.041878,0:16:17,0:16:50,0:31:50,0:46:17
o58,s30,4.6935969,-74.1095842,0:16:27,0:18:32,0:41:32,0:40:27
o59,s1,4.73817008,-74.09188271,0:17:13,0:17:53,0:22:53,1:17:13
o60,s20,4.721640454,-74.0537893,0:17:33,0:18:33,0:39:33,0:47:33
o61,s2,4.6844693,-74.0533749,0:17:50,0:19:15,0:39:15,0:47:50
o62,s1,4.741051,-74.056412,0:18:13,0:18:53,0:23:53,1:18:13
o63,s1,4.73842,-74.101094,0:18:19,0:18:53,0:23:53,1:18:19
o64,s31,4.740705,-74.035603,0:18:26,0:19:50,0:34:50,0:48:26
o65,s23,4.707218,-74.061641,0:18:48,0:19:21,0:34:21,0:48:48
o66,s32,4.743121,-74.063466,0:19:18,0:19:55,0:33:55,0:49:18
o67,s15,4.599119,-74.115086,0:19:22,0:20:18,0:55:18,0:49:22
o68,s33,4.691587,-74.070956,0:19:34,0:20:48,0:47:48,0:49:34
o69,s16,4.647483,-74.0575974,0:19:51,0:21:24,0:51:24,0:49:51
o70,s34,4.6778749,-74.0424807,0:20:46,0:21:45,0:28:45,0:50:46
o71,s18,4.605044,-74.0680301,0:20:52,0:21:46,0:30:46,0:50:52
o72,s19,4.673413397,-74.15140479,0:21:00,0:21:41,0:26:41,1:21:00
o73,s32,4.751860364,-74.06620712,0:21:06,0:21:39,0:35:39,0:51:06
o74,s23,4.689128,-74.056076,0:21:10,0:21:44,0:36:44,0:51:10
o75,s1,4.71411,-74.063547,0:21:15,0:21:53,0:26:53,1:21:15
o76,s19,4.655091,-74.12874,0:21:29,0:22:12,0:27:12,1:21:29
o77,s6,4.5803787,-74.1374822,0:21:40,0:25:25,0:30:25,0:51:40
o78,s18,4.6050417,-74.0693601,0:21:43,0:22:31,0:31:31,0:51:43
o79,s19,4.67874,-74.09957,0:22:03,0:22:42,0:27:42,1:22:03
o80,s1,4.707397,-74.068335,0:22:11,0:22:53,0:27:53,1:22:11
o81,s20,4.733747,-74.051097,0:22:41,0:23:26,0:41:26,0:52:41
o82,s29,4.6824498,-74.1064621,0:22:53,0:23:30,0:39:30,0:52:53
o83,s35,4.756144,-74.053955,0:23:10,0:24:42,0:54:42,0:53:10
o84,s36,4.6363963,-74.1512386,0:23:23,0:24:15,0:39:15,1:03:23
o85,s37,4.6661196,-74.0627218,0:23:30,0:24:40,0:49:40,0:53:30
o86,s19,4.7099865,-74.1324178,0:23:32,0:24:12,0:29:12,1:23:32
o87,s19,4.6645693,-74.1334927,0:23:34,0:24:11,0:29:11,1:23:34
o88,s23,4.691445,-74.029039,0:23:56,0:24:29,0:39:29,0:53:56
o89,s21,4.676726818,-74.05567932,0:24:19,0:25:25,0:42:25,0:54:19
o90,s1,4.7005568,-74.0933723,0:24:32,0:25:23,0:30:23,1:24:32
o91,s6,4.595659,-74.154033,0:24:54,0:26:04,0:31:04,0:54:54
o92,s38,4.702328278,-74.05619285,0:24:55,0:26:04,0:46:04,0:55:55
o93,s39,4.6806395,-74.0462749,0:25:40,0:26:49,1:20:49,0:55:40
o94,s40,4.702751,-74.056498,0:25:42,0:27:06,0:40:06,0:55:42
o95,s39,4.703361,-74.0316418,0:25:43,0:26:56,1:25:56,0:55:43
o96,s19,4.6320354,-74.1532317,0:25:48,0:26:24,0:31:24,1:25:48
o97,s3,4.635587,-74.093856,0:26:37,0:27:48,0:46:48,0:56:37
o98,s10,4.673015281,-74.12160795,0:27:07,0:27:49,0:44:49,1:00:07
o99,s20,4.716212032,-74.06744894,0:27:40,0:28:28,0:46:28,0:57:40
o100,s7,4.718766,-74.032633,0:27:44,0:28:22,0:48:22,0:57:44
o101,s5,4.6366336,-74.062899,0:28:26,0:29:31,0:59:31,0:58:26
o102,s23,4.698156816,-74.04141326,0:29:04,0:29:41,0:44:41,0:59:04
o103,s41,4.6693462,-74.1125856,0:29:16,0:30:06,0:50:06,0:59:16
o104,s15,4.6049145,-74.1044643,0:29:18,0:30:37,1:10:37,0:59:18
o105,s14,4.651244925,-74.11207736,0:29:29,0:30:42,0:45:42,0:59:29
o106,s6,4.5854103,-74.1283101,0:29:32,0:31:18,0:36:18,0:59:32
