order_id,store_id,drop_off_lat,drop_off_lng,placement_time,preparation_time,ready_time,expected_drop_off_time
o1,s1,7.1049199,-73.121742,0:04:19,0:05:36,0:35:36,0:34:19
o2,s2,7.061286148,-73.1052462,0:05:35,0:06:59,0:27:59,0:41:35
o3,s2,7.080586263,-73.10864959,0:13:17,0:14:37,0:35:37,0:47:17
o4,s2,7.07847,-73.109297,0:36:02,0:37:21,0:59:21,1:06:02
o5,s2,7.057939,-73.082691,0:56:03,0:57:41,1:23:41,1:32:03
o6,s3,7.121456,-73.108407,0:57:15,0:58:12,1:21:12,1:35:15
o7,s4,7.0711181,-73.1144903,1:54:18,1:56:23,2:01:23,2:24:18
o8,s5,7.111228202,-73.10267573,2:07:53,2:09:06,2:14:06,2:37:53
o9,s6,7.0706709,-73.1160707,2:16:08,2:17:29,2:27:29,2:46:08
o10,s6,7.067991,-73.108029,4:09:48,4:10:56,4:25:56,4:39:48
o11,s7,7.073409,-73.101473,4:49:21,4:51:15,5:06:15,5:19:21
o12,s8,7.1215093,-73.1082664,6:20:12,6:21:28,6:44:28,6:50:12
o13,s8,7.121476,-73.119602,7:02:14,7:03:31,7:21:31,7:32:14
o14,s9,7.1168818,-73.1063446,7:03:08,7:04:14,7:36:14,7:38:08
o15,s10,7.131948,-73.117288,7:19:08,7:20:14,7:54:14,7:49:08
o16,s11,7.109280966,-73.11189722,7:19:21,7:20:47,7:45:47,7:47:21
o17,s11,7.119887,-73.108189,7:27:52,7:29:11,7:49:11,7:52:52
o18,s12,7.064367579,-73.07796411,7:40:30,7:42:42,7:52:42,8:06:30
o19,s9,7.117437,-73.107851,7:49:02,7:50:35,8:22:35,8:24:02
o20,s13,7.120837,-73.106428,7:51:16,7:52:24,7:57:24,8:16:16
o21,s13,7.114719,-73.106635,7:52:15,7:53:05,7:58:05,8:11:15
o22,s10,7.1152066,-73.1073518,8:00:08,8:01:15,8:36:15,8:30:08
o23,s11,7.115931667,-73.10867775,8:00:26,8:01:16,8:16:16,8:25:26
o24,s10,7.121003,-73.108427,8:01:57,8:03:02,8:38:02,8:31:57
o25,s14,7.126447,-73.123646,8:02:04,8:03:25,8:18:25,8:32:04
o26,s15,7.1213452,-73.1184735,8:03:39,8:04:16,8:14:16,8:26:39
o27,s16,7.126815,-73.127606,8:03:49,8:06:22,8:46:22,8:33:49
o28,s17,7.129144,-73.1172,8:03:55,8:04:53,8:17:53,8:27:55
o29,s14,7.1198941,-73.1183557,8:04:47,8:06:39,8:21:39,8:34:47
o30,s9,7.1125681,-73.1163275,8:06:25,8:07:36,8:35:36,8:41:25
o31,s14,7.1118348,-73.1131054,8:10:28,8:11:52,8:26:52,8:40:28
o32,s14,7.114659,-73.113667,8:14:34,8:16:25,8:31:25,8:44:34
o33,s15,7.117589701,-73.11784106,8:15:44,8:16:17,8:26:17,8:38:44
o34,s18,7.0722773,-73.1054055,8:18:02,8:19:24,8:48:24,8:33:02
o35,s9,7.12152,-73.120888,8:18:38,8:20:00,8:53:00,8:53:38
o36,s14,7.0848517,-73.1166965,8:21:17,8:22:30,8:42:30,8:51:17
o37,s14,7.1110403,-73.109237,8:21:35,8:23:03,8:43:03,8:51:35
o38,s14,7.1261909,-73.1175815,8:27:44,8:29:41,8:54:41,8:57:44
o39,s14,7.108066,-73.112061,8:30:53,8:33:05,8:58:05,9:00:53
o40,s18,7.098921723,-73.10646325,8:33:39,8:35:55,9:10:55,9:01:39
o41,s19,7.124148,-73.10663,8:34:35,8:35:50,8:57:50,9:04:35
o42,s18,7.0582534,-73.0823378,8:41:51,8:43:00,9:23:00,8:56:51
o43,s9,7.117421,-73.10539,8:44:16,8:45:32,9:13:32,9:19:16
o44,s20,7.1375212,-73.1146915,8:46:35,8:47:50,8:53:50,9:16:35
o45,s21,7.0609228,-73.0953133,8:51:37,8:52:41,9:32:41,9:19:37
o46,s22,7.130631834,-73.11511405,8:52:53,8:54:01,9:26:01,9:22:53
o47,s15,7.113612,-73.107601,8:56:29,8:57:03,9:07:03,9:19:29
o48,s18,7.0691585,-73.1138724,8:56:39,8:57:52,9:38:52,9:11:39
o49,s23,7.11693,-73.108533,8:57:02,8:59:22,9:24:22,9:27:02
o56,s14,7.110446,-73.108772,9:00:52,9:02:05,9:27:05,9:30:52
o57,s14,7.098864,-73.104874,9:01:11,9:02:10,9:22:10,9:31:11
o58,s18,7.0730857,-73.1144707,9:01:12,9:02:35,9:46:35,9:16:12
o59,s24,7.1304812,-73.11749686,9:04:56,9:08:14,9:23:14,9:34:56
o60,s25,7.1197874,-73.1184067,9:05:18,9:06:51,9:36:51,9:35:18
o61,s17,7.1350457,-73.1201474,9:05:41,9:07:20,9:20:20,9:29:41
o62,s26,7.102070441,-73.12989,9:14:05,9:15:21,9:35:21,9:59:05
o63,s9,7.115116,-73.11438,9:16:03,9:16:55,9:48:55,9:51:03
