courier_id,vehicle,on_lat,on_lng,on_time,off_time
c1,motorcycle,7.070294171,-73.09855074,0:00:00,20:50:02
c2,motorcycle,7.001397915,-73.05442303,0:00:00,23:56:01
c3,motorcycle,7.113708875,-73.10776681,0:00:00,23:56:01
c4,motorcycle,7.124808419,-73.11359793,0:00:00,23:56:01
c5,bicycle,7.118654116,-73.11586171,0:00:00,23:56:01
c6,motorcycle,7.124600571,-73.11282009,0:00:00,23:56:01
c7,motorcycle,7.061382091,-73.11006278,0:00:00,23:56:01
c8,motorcycle,7.1185654,-73.11578661,0:00:00,23:56:01
c9,motorcycle,7.068595907,-73.10458571,0:00:00,23:27:01
c10,motorcycle,7.068291741,-73.10408145,0:00:00,23:56:01
c11,bicycle,7.114187937,-73.10735911,0:00:00,23:46:01
c12,bicycle,7.117260019,-73.11583489,0:00:00,23:56:01
c13,motorcycle,7.068362713,-73.092843,0:00:00,23:56:01
c14,bicycle,7.116502137,-73.12045366,0:00:00,23:56:01
c15,motorcycle,7.13047859,-73.11417729,0:00:00,23:56:01
c16,motorcycle,7.104272108,-73.12308758,0:00:00,23:56:01
c17,bicycle,7.086911803,-73.12253505,0:00:00,1:49:00
c18,motorcycle,6.968256436,-73.06407362,0:00:00,23:53:00
c19,motorcycle,7.078045348,-73.11712772,0:00:00,23:56:01
c20,motorcycle,7.055932441,-73.16690952,0:00:00,22:48:01
c21,motorcycle,7.107141412,-73.13814014,0:00:00,23:56:01
c22,motorcycle,7.139996468,-73.12535137,0:00:00,9:02:00
c23,motorcycle,7.122152031,-73.12257797,0:00:00,23:56:01
c24,motorcycle,7.124304009,-73.12023908,0:00:00,22:48:01
c25,motorcycle,7.06880122,-73.10460716,0:00:00,23:14:01
c26,motorcycle,7.128085813,-73.11334044,0:00:00,14:38:02
c27,motorcycle,7.078696771,-73.11617821,0:00:00,22:15:01
c28,motorcycle,7.104398844,-73.12307149,0:00:00,23:56:01
c29,motorcycle,6.974567891,-73.04855436,0:00:00,20:48:02
c30,motorcycle,7.126638487,-73.11625868,0:00:00,23:56:01
c31,motorcycle,7.068702366,-73.10464472,0:00:00,23:53:00
c32,motorcycle,7.072420802,-73.10504705,0:00:00,23:56:01
c33,motorcycle,7.115146062,-73.10897917,0:00:00,22:13:01
c34,bicycle,7.08279795,-73.12947124,0:00:00,23:16:01
c35,motorcycle,7.078151806,-73.10265988,0:00:00,4:23:00
c36,motorcycle,7.07820757,-73.1224063,0:00:00,23:56:01
c37,motorcycle,7.103552247,-73.12374741,0:00:00,23:56:01
c38,motorcycle,7.064423756,-73.10349673,0:00:00,23:17:01
c39,motorcycle,7.103851344,-73.12573224,0:00:00,23:56:01
c40,motorcycle,7.111670959,-73.12264234,0:00:00,3:53:00
c41,motorcycle,7.111546758,-73.12256187,0:00:00,23:44:01
c42,motorcycle,7.127102341,-73.11875314,0:00:00,23:56:01
c43,motorcycle,7.129239111,-73.12456816,0:00:00,23:56:01
c44,motorcycle,7.014395965,-73.03889304,0:00:00,23:56:01
c45,motorcycle,7.070474136,-73.0998221,0:00:00,18:05:02
c46,motorcycle,6.978775528,-73.04948777,0:00:00,23:30:01
c47,motorcycle,7.067683408,-73.09512287,0:00:00,22:08:01
c48,motorcycle,7.128483764,-73.11673075,0:00:00,20:49:02
c49,motorcycle,7.092840515,-73.10570687,0:00:00,23:56:01
c50,motorcycle,7.073860523,-73.09742421,0:00:00,21:57:02
c51,motorcycle,7.079241736,-73.10275108,0:00:00,23:56:01
c52,motorcycle,7.131989284,-73.13198715,0:00:00,19:20:03
c53,motorcycle,7.085188192,-73.10773462,0:00:00,23:38:01
