order_id,store_id,drop_off_lat,drop_off_lng,placement_time,preparation_time,ready_time,expected_drop_off_time
o1,s1,7.1183672,-73.1183927,0:02:37,0:03:35,0:25:35,0:32:37
o2,s2,7.1103649,-73.1052115,2:19:08,2:26:11,2:31:11,2:49:08
o3,s3,7.093521,-73.112238,7:10:45,7:11:59,7:19:59,7:35:45
o4,s4,7.1297176,-73.1161465,7:13:25,7:14:49,7:19:49,7:43:25
o5,s5,7.117589701,-73.11784106,7:18:38,7:19:44,7:41:44,7:48:38
o6,s5,7.088103993,-73.11771981,7:20:19,7:21:25,7:43:25,7:50:19
o7,s6,7.120233043,-73.12089991,7:44:45,7:45:30,7:50:30,8:14:45
o8,s7,7.1286412,-73.120039,7:55:29,7:56:36,8:19:36,8:25:29
o11,s7,7.10796,-73.115252,8:09:18,8:10:54,8:34:54,8:39:18
o12,s8,7.076528,-73.11127,8:14:24,8:15:33,8:35:33,8:44:24
o13,s7,7.1304435,-73.1122189,8:23:21,8:24:42,8:52:42,8:53:21
o14,s9,7.115907,-73.106755,8:26:14,8:27:30,8:47:30,8:56:14
o15,s10,7.0686313,-73.1075598,8:39:50,8:40:39,8:51:39,9:09:50
o16,s11,7.121939,-73.113042,8:41:01,8:44:12,9:22:12,9:16:01
o17,s12,7.0769271,-73.1110765,8:50:29,8:51:17,9:01:17,9:18:29
o18,s13,7.137598828,-73.12984776,8:50:39,8:57:37,9:02:37,9:14:39
o19,s14,7.08884661,-73.1192708,8:52:04,8:57:36,9:07:36,9:27:04
o20,s15,7.109884,-73.108309,8:55:13,8:56:28,9:16:28,9:20:13
o21,s16,7.11956866,-73.11922923,8:57:15,8:58:09,9:13:09,9:27:15
o28,s14,7.0899734,-73.097413,9:02:41,9:07:32,9:17:32,9:37:41
o29,s17,7.121386,-73.10845,9:10:36,9:11:45,9:16:45,9:40:36
o30,s9,7.099031,-73.103974,9:12:43,9:13:58,9:28:58,9:42:43
o31,s18,7.101337162,-73.10331635,9:14:52,9:15:50,9:30:50,9:55:52
o32,s19,7.104533108,-73.12854487,9:16:02,9:17:03,10:17:03,9:46:02
o33,s20,7.1164487,-73.10783585,9:16:52,9:18:07,9:25:07,9:36:52
o34,s6,7.103211614,-73.11960842,9:21:41,9:22:31,9:27:31,9:51:41
o35,s21,7.1095278,-73.1248363,9:22:50,9:24:04,9:37:04,9:52:50
o36,s22,7.1044294,-73.1168007,9:25:03,9:25:59,9:41:59,9:55:03
o37,s12,7.096518,-73.108221,9:28:09,9:28:57,9:38:57,10:06:09
o38,s23,7.09966,-73.107364,9:28:36,9:29:28,9:50:28,9:58:36
o39,s24,7.113392,-73.123176,9:38:18,9:39:23,10:02:23,10:08:18
o40,s25,7.126882,-73.113626,9:39:11,9:39:59,10:01:59,10:09:11
o41,s22,7.107611,-73.1112695,9:39:29,9:40:24,9:56:24,10:09:29
o42,s26,7.1382144,-73.1300034,9:41:03,9:42:06,9:47:06,10:11:03
o43,s27,7.1191733,-73.111657,9:42:22,9:44:21,10:05:21,10:12:22
o44,s12,7.083536142,-73.11053418,9:55:40,9:57:00,10:15:00,10:33:40
o45,s28,7.06478532,-73.10528941,9:56:36,10:02:38,10:07:38,10:26:36
o46,s19,7.124035,-73.1144462,9:59:34,10:00:53,10:30:53,10:29:34
o51,s29,7.087571983,-73.12320963,10:00:00,15:23:13,15:33:13,10:30:00
o56,s10,7.071416,-73.116237,10:03:47,10:04:26,10:13:26,10:33:47
o57,s30,7.1197861,-73.1182835,10:05:15,10:08:07,10:35:07,10:35:15
o58,s12,7.076253,-73.111968,10:08:21,10:09:28,10:29:28,10:36:21
o60,s31,7.108222,-73.111522,10:10:07,10:16:11,10:21:11,10:47:07
o59,s19,7.114499,-73.1170464,10:10:07,10:11:03,10:41:03,10:40:07
o61,s5,7.114377,-73.11388,10:13:45,10:14:49,10:37:49,10:43:45
o62,s32,7.078489129,-73.12446155,10:16:10,10:17:47,10:27:47,10:46:10
o63,s33,7.093166871,-73.11667074,10:18:18,10:24:20,10:29:20,10:48:18
o64,s16,7.1135408,-73.1088215,10:19:32,10:20:18,10:32:18,10:49:32
o65,s34,7.059940241,-73.1109583,10:20:18,10:21:14,10:46:14,10:41:18
o66,s35,7.112599949,-73.1157949,10:24:53,10:25:46,10:30:46,10:47:53
o67,s36,7.0949071,-73.111243,10:27:02,10:33:18,10:38:18,10:57:02
o68,s37,7.104007771,-73.11666068,10:27:36,10:28:41,10:42:41,10:57:36
o69,s16,7.11036101,-73.11008055,10:28:37,10:29:22,10:41:22,10:58:37
o70,s31,7.116383132,-73.11660804,10:32:21,10:38:23,10:43:23,11:09:21
o71,s38,7.0950197,-73.1124516,10:34:56,10:36:55,10:45:55,10:58:56
o72,s39,7.121326596,-73.11852314,10:37:50,10:45:00,10:50:00,11:07:50
o73,s19,7.1157959,-73.1224311,10:40:07,10:41:03,11:11:03,11:10:07
o74,s40,7.1158974,-73.1142592,10:42:55,10:44:12,10:51:12,11:07:55
o75,s41,7.0888954,-73.121375,10:43:38,10:44:12,11:14:12,11:13:38
o76,s11,7.086414,-73.109566,10:48:42,10:49:32,11:29:32,11:31:42
o77,s42,7.086534912,-73.13499492,10:48:45,10:49:21,11:18:21,11:18:45
o78,s43,7.11656,-73.124272,10:55:27,10:56:05,11:13:05,11:25:27
o79,s44,7.0732482,-73.1089225,10:57:09,10:58:58,11:08:58,11:20:09
o92,s45,7.040706,-73.072744,11:00:15,11:00:48,11:35:48,11:30:15
o93,s46,7.086560531,-73.13499928,11:01:13,11:02:40,11:13:40,11:37:13
o94,s10,7.0708862,-73.1067343,11:02:27,11:03:10,11:13:10,11:32:27
o95,s47,7.081253032,-73.11832666,11:02:39,11:07:39,11:12:39,11:32:39
o96,s48,7.061711381,-73.10604114,11:03:40,11:05:10,11:39:10,11:29:40
o97,s49,7.09563,-73.108114,11:03:47,11:04:44,11:23:44,11:33:47
o98,s47,7.130299484,-73.11683066,11:03:53,11:09:04,11:14:04,11:33:53
o99,s30,7.1142937,-73.1205282,11:04:16,11:05:20,11:32:20,11:34:16
o100,s50,7.120973,-73.120277,11:04:37,11:05:11,11:12:11,11:34:37
o101,s51,7.1192263,-73.1031506,11:05:30,11:06:36,11:39:36,11:35:30
o102,s52,7.126652,-73.11664,11:06:46,11:08:51,11:51:51,11:36:46
o103,s53,7.128532599,-73.11372768,11:09:42,11:10:28,11:39:28,11:35:42
o104,s54,7.098391722,-73.1177748,11:09:44,11:10:43,11:20:43,11:35:44
o105,s55,7.0706709,-73.1160707,11:10:38,11:12:38,11:41:38,11:38:38
o106,s20,7.1373257,-73.1275997,11:10:54,11:12:10,11:19:10,11:30:54
o107,s11,7.126904,-73.108862,11:10:55,11:11:52,11:50:52,11:45:55
o108,s56,7.117596796,-73.10628321,11:11:28,11:12:32,11:25:32,11:30:28
o109,s57,7.0634313,-73.104921,11:15:13,11:17:06,11:57:06,12:10:13
o110,s58,7.040981329,-73.07270095,11:15:53,11:16:31,11:26:31,11:40:53
o111,s59,7.061089,-73.088081,11:16:06,11:17:06,11:34:06,11:46:06
o112,s56,7.1305481,-73.119317,11:16:43,11:17:42,11:25:42,11:34:43
o113,s60,7.122317,-73.108574,11:17:34,11:18:18,11:56:18,11:47:34
o114,s51,7.118109807,-73.11129089,11:17:47,11:18:59,11:41:59,11:47:47
o115,s54,7.119489,-73.107068,11:18:50,11:24:08,11:34:08,11:40:50
o116,s60,7.121476,-73.119602,11:19:14,11:21:46,11:53:46,11:49:14
o117,s23,7.1205055,-73.1125424,11:19:25,11:20:13,11:41:13,11:49:25
o118,s60,7.1139203,-73.1204003,11:20:23,11:21:52,11:59:52,11:50:23
o119,s61,7.1079412,-73.1059422,11:21:27,11:22:01,11:32:01,11:51:27
o120,s62,7.128232,-73.113829,11:22:12,11:23:25,12:06:25,11:52:12
o121,s63,7.06932,-73.113957,11:22:25,11:22:59,11:29:59,11:52:25
o122,s41,7.102536226,-73.11401233,11:23:33,11:24:08,11:55:08,11:53:33
o123,s60,7.1264878,-73.1144973,11:24:27,11:25:35,12:02:35,11:54:27
o124,s64,7.059282758,-73.0973766,11:24:35,11:25:17,11:38:17,11:51:35
o125,s65,7.1092415,-73.1120743,11:24:47,11:27:30,11:53:30,11:52:47
o126,s43,7.112189,-73.117528,11:24:51,11:25:24,11:42:24,11:54:51
o127,s56,7.120429663,-73.11278086,11:26:11,11:27:52,11:40:52,11:45:11
o128,s48,7.057377848,-73.08206555,11:26:15,11:27:41,11:51:41,12:00:15
o129,s24,7.1192758,-73.1248472,11:27:46,11:28:44,11:41:44,11:57:46
o130,s66,7.117225,-73.130211,11:28:11,11:28:58,11:37:58,11:58:11
o131,s47,7.11858223,-73.10650785,11:28:37,11:35:58,11:40:58,11:58:37
o132,s67,7.1099961,-73.1118739,11:28:39,11:29:35,12:07:35,11:59:39
o133,s24,7.097176,-73.108966,11:29:48,11:31:08,11:49:08,11:59:48
o134,s59,7.0657546,-73.103341,11:30:02,11:31:06,11:43:06,12:00:02
o135,s68,7.112736,-73.108088,11:30:44,11:32:21,11:59:21,12:00:44
o136,s54,7.1181979,-73.1180034,11:31:38,11:33:20,11:43:20,11:53:38
o137,s30,7.107848,-73.112474,11:32:05,11:33:06,12:03:06,12:02:05
o138,s19,7.1317854,-73.1197801,11:32:17,11:33:36,11:48:36,12:02:17
o139,s69,7.071800396,-73.11518814,11:32:25,11:34:08,12:18:08,12:02:25
o140,s70,7.122552,-73.105591,11:32:45,11:34:24,12:03:24,11:55:45
o141,s71,7.098475,-73.109095,11:32:50,11:34:00,11:47:00,11:59:50
o142,s42,7.1173572,-73.1259438,11:33:21,11:33:58,12:01:58,12:03:21
o143,s72,7.125674566,-73.11842306,11:33:30,11:34:34,11:59:34,12:03:30
o144,s43,7.1361435,-73.1292535,11:34:14,11:34:47,11:51:47,12:04:14
o145,s64,7.108483,-73.113087,11:34:28,11:35:10,11:48:10,12:00:28
o146,s53,7.121428,-73.118355,11:34:33,11:35:59,12:02:59,12:00:33
o147,s30,7.1198145,-73.123368,11:34:37,11:36:26,12:04:26,11:54:37
o148,s73,7.065748411,-73.10934629,11:34:41,11:35:48,11:54:48,12:04:41
o149,s74,7.100254,-73.104905,11:34:46,11:38:28,12:11:28,12:14:46
o150,s69,7.062908,-73.09876,11:35:03,11:35:54,12:22:54,12:05:03
o151,s57,7.098431979,-73.10914144,11:35:13,11:36:14,12:11:14,12:40:13
o152,s74,7.095269,-73.10379,11:35:43,11:38:23,12:08:23,12:15:43
o153,s58,7.071761,-73.114776,11:36:45,11:37:20,11:47:20,12:01:45
o154,s72,7.137264487,-73.12767249,11:36:59,11:38:03,11:54:03,12:06:59
