store_id,pick_up_lat,pick_up_lng
s1,7.105727004,-73.10663844
s2,7.1230848,-73.1230655
s3,7.108292015,-73.10630062
s4,7.095631,-73.107546
s5,7.121167,-73.111706
s6,7.1110435,-73.1207448
s7,7.123623,-73.111348
s8,7.07193,-73.104952
s9,7.12005701,-73.11015966
s10,7.070937,-73.106921
s11,7.120114,-73.112486
s12,7.068763856,-73.10658658
s13,7.120858,-73.121082
s14,7.121791,-73.112045
s15,7.119952,-73.109382
s16,7.115156785,-73.1088008
s17,7.115417,-73.113079
s18,7.085249,-73.114293
s19,7.111322,-73.107944
s20,7.1310905,-73.1173494
s21,7.118349,-73.113154
s22,7.120008985,-73.11548784
s23,7.111732115,-73.11229915
s24,7.118402,-73.111466
s25,7.130611149,-73.11178976
s26,7.1200613,-73.1272015
s27,7.123007019,-73.10889099
s28,7.099685,-73.107342
s29,7.0713701,-73.1048971
s30,7.120705,-73.123454
s31,7.126823,-73.111638
s32,7.099872,-73.107227
s33,7.0686474,-73.1066057
s34,7.067743,-73.107316
s35,7.123557,-73.110554
s36,7.119708,-73.114211
s37,7.113275,-73.109322
s38,7.099663,-73.107363
s39,7.1113013,-73.114491
s40,7.11527828,-73.11275633
s41,7.099205,-73.107332
s42,7.113527983,-73.12349059
s43,7.11926,-73.111419
s44,7.071194,-73.106761
s45,7.071677,-73.105193
s46,7.0900587,-73.1070363
s47,7.115105,-73.108987
s48,7.069558145,-73.1070273
s49,7.120723,-73.112647
s50,7.119746,-73.109097
s51,7.115129607,-73.10792677
s52,7.122147,-73.113894
s53,7.127291,-73.122269
s54,7.120701399,-73.1116304
s55,7.069615,-73.106851
s56,7.129471746,-73.12199556
s57,7.072029,-73.105133
s58,7.0705382,-73.10553755
s59,7.071781,-73.104995
s60,7.126334,-73.12094
s61,7.099129002,-73.10716753
s62,7.123762,-73.111067
s63,7.071739,-73.1049946
s64,7.0900789,-73.106981
s65,7.1168637,-73.1109771
s66,7.130228,-73.112094
s67,7.109998,-73.108064
s68,7.099328663,-73.10731877
s69,7.069746458,-73.10691429
s70,7.099259,-73.107124
s71,7.117503,-73.11686
s72,7.130426,-73.112129
s73,7.070864706,-73.10558146
s74,7.069489676,-73.10583855
s75,7.10954,-73.106201
s76,7.099203,-73.107135
s77,7.064678,-73.081333
s78,7.072047,-73.105114
s79,7.10985,-73.110003
s80,7.114431,-73.111926
s81,7.080769,-73.115221
s82,7.113827,-73.123542
s83,7.071946,-73.105187
s84,7.118037681,-73.11115534
s85,7.099205,-73.107135
s86,7.113034423,-73.11869482
s87,7.12313,-73.110625
s88,7.100243429,-73.10710122
s89,7.130345,-73.111478
s90,7.071733,-73.105166
s91,7.071797,-73.10493
s92,7.112663,-73.10758
s93,7.113566459,-73.12316549
s94,7.099214,-73.1075049
s95,7.121664,-73.109678
s96,7.130448,-73.112501
s97,7.115040452,-73.11024463
s98,7.070005,-73.106265
s99,7.071711,-73.105166
s100,7.06996112,-73.1048713
s101,7.068535,-73.104508
s102,7.124393,-73.110375
s103,7.068893,-73.104817
s104,7.11023,-73.108183
s105,7.099181209,-73.10700782
s106,7.133316,-73.123055
s107,7.114545,-73.113913
s108,7.069282,-73.104111
s109,7.072098,-73.105262
s110,7.071834618,-73.10498424
s111,7.0706019,-73.1070873
s112,7.120487594,-73.11346144
s113,7.1174492,-73.1123283
s114,7.122655,-73.109812
s115,7.06786,-73.107309
s116,7.099952896,-73.10722102
s117,7.0695885,-73.0993425
s118,7.114258,-73.108351
s119,7.123147,-73.1107
s120,7.125429,-73.111071
s121,7.122229,-73.109245
s122,7.118558,-73.104594
s123,7.099214,-73.107135
s124,7.116597,-73.110204
s125,7.121169,-73.111725
s126,7.100243,-73.10726
s127,7.085741487,-73.11141238
s128,7.09942445,-73.10745345
s129,7.118833,-73.112102
s130,7.113606569,-73.10938463
s131,7.121481,-73.111354
s132,7.130445,-73.112219
s133,7.136475643,-73.12032181
s134,7.12787,-73.114772
s135,7.099463315,-73.10734266
s136,7.114941,-73.113939
s137,7.104167814,-73.12272906
s138,7.113211,-73.109836
s139,7.122234,-73.109262
s140,7.130655,-73.119506
s141,7.07044,-73.105362
s142,7.103874,-73.123178
s143,7.099126079,-73.10719722
s144,7.099664,-73.107362
s145,7.137852,-73.121099
s146,7.113270429,-73.12329812
s147,7.124394,-73.121324
s148,7.111075,-73.107476
s149,7.113498,-73.122886
s150,7.068692,-73.106465
s151,7.117991,-73.128575
s152,7.070419,-73.105362
s153,7.071744,-73.104996
s154,7.115872982,-73.10859787
s155,7.127082,-73.125832
s156,7.111521,-73.105672
s157,7.119764747,-73.1115155
s158,7.111746578,-73.12252791
s159,7.09097,-73.107221
s160,7.1302556,-73.1119034
s161,7.105847,-73.106591
s162,7.068052,-73.107108
s163,7.116949,-73.109646
s164,7.115999,-73.120084
s165,7.112773877,-73.10749193
s166,7.0992562,-73.1076053
s167,7.112872,-73.111457
s168,7.131037,-73.119603
s169,7.071848144,-73.10507671
s170,7.130679,-73.112559
s171,7.069496,-73.106509
s172,7.115276,-73.108211
s173,7.111341,-73.119237
s174,7.120005,-73.112365
s175,7.115261042,-73.10827633
s176,7.061949,-73.086918
