order_id,store_id,drop_off_lat,drop_off_lng,placement_time,preparation_time,ready_time,expected_drop_off_time
c1,s1,7.0605766,-73.1098688,0:05:44,0:14:50,0:24:50,1:05:44
c2,s2,7.1077982,-73.1162613,0:22:35,0:23:49,0:28:49,0:52:35
c3,s3,7.0722918,-73.0970201,0:37:12,0:40:58,0:45:58,1:07:12
c4,s3,7.130511,-73.115655,0:39:03,0:43:28,0:48:28,1:09:03
c5,s4,7.1168287,-73.1085071,0:39:42,0:40:56,1:10:56,1:09:42
c6,s5,7.02485017,-73.09045824,0:42:47,0:43:57,1:09:57,1:23:47
c7,s6,7.0950419,-73.1035538,0:44:51,0:46:27,1:11:27,1:18:51
c8,s7,7.1112266,-73.1025732,0:50:00,0:51:15,1:41:15,1:28:00
c9,s5,7.05955,-73.09419,0:52:35,0:53:51,1:19:51,1:22:35
c10,s8,7.0711699,-73.115446,0:56:31,1:01:42,1:22:42,1:30:31
c11,s5,7.065729,-73.110825,1:22:06,1:23:21,1:45:21,1:48:06
c12,s8,7.0692771,-73.1128023,1:23:09,1:24:50,1:45:50,1:55:09
c13,s8,7.0692771,-73.1128023,1:29:28,1:30:53,1:57:53,2:01:28
c14,s3,7.1018908,-73.1266023,1:45:33,1:46:32,1:51:32,2:15:33
c15,s5,7.077043,-73.108432,1:56:53,1:57:58,2:22:58,2:22:53
c16,s9,7.115649875,-73.10123798,2:06:02,2:07:14,2:12:14,2:36:02
c17,s10,7.077043,-73.108432,2:17:40,2:19:03,2:34:03,2:47:40
c18,s3,7.1103706,-73.1052531,2:32:04,2:33:13,2:38:13,3:02:04
c19,s3,7.0717131,-73.1148357,3:39:47,3:43:21,3:48:21,4:09:47
c20,s11,7.122837005,-73.10669325,6:24:20,6:25:23,6:48:23,6:54:20
c21,s12,7.115,-73.106241,7:23:42,7:24:33,7:41:33,7:58:42
c22,s11,7.10295905,-73.12555805,7:27:52,7:29:10,7:52:10,7:57:52
c23,s12,7.095232664,-73.11233629,7:28:13,7:29:30,7:56:30,8:11:13
c24,s13,7.128814716,-73.11196916,7:36:20,7:39:17,7:49:17,8:00:20
c25,s12,7.117080457,-73.10622018,7:36:37,7:37:58,8:04:58,8:11:37
c26,s14,7.117080457,-73.10622018,7:36:37,7:38:02,7:55:02,8:21:37
c27,s15,7.117080457,-73.10622018,7:36:37,7:37:52,8:11:52,8:06:37
c28,s16,7.0582534,-73.0823378,7:53:56,7:55:17,8:19:17,8:08:56
c29,s12,7.0822301,-73.1175996,7:55:58,7:56:51,8:23:51,8:42:58
c30,s16,7.0717681,-73.1146742,7:59:16,8:00:11,8:39:11,8:14:16
c34,s16,7.098475,-73.109095,8:02:17,8:03:53,8:37:53,8:30:17
c35,s14,7.126223,-73.111524,8:02:22,8:03:39,8:23:39,8:47:22
c36,s17,7.1236701,-73.1065129,8:10:19,8:11:19,8:25:19,8:40:19
c37,s18,7.115574,-73.1065328,8:13:19,8:14:27,8:34:27,8:32:19
c38,s19,7.1018448,-73.116645,8:13:39,8:14:13,8:27:13,8:36:39
c39,s15,7.112498,-73.113083,8:14:05,8:15:10,8:48:10,8:44:05
c40,s17,7.116870195,-73.10788717,8:16:30,8:17:41,8:41:41,8:46:30
c41,s20,7.1149892,-73.1269101,8:19:17,8:20:57,8:35:57,8:49:17
c42,s21,7.073085713,-73.11447065,8:20:52,8:22:25,8:40:25,8:51:52
c43,s13,7.120207,-73.115706,8:22:18,8:23:15,8:33:15,8:44:18
c44,s16,7.043164523,-73.10315113,8:22:19,8:23:26,8:53:26,8:37:19
c45,s22,7.087438232,-73.12060151,8:26:11,8:27:33,9:08:33,8:56:11
c46,s19,7.112298,-73.111305,8:27:57,8:28:31,8:41:31,8:50:57
c47,s20,7.0927783,-73.1177657,8:30:17,8:31:39,8:46:39,9:00:17
c48,s22,7.092885398,-73.09809409,8:31:10,8:32:23,9:11:23,9:01:10
c49,s23,7.133878476,-73.11421953,8:31:31,8:32:46,8:52:46,8:59:31
c50,s20,7.1240413,-73.1163656,8:33:36,8:35:04,8:50:04,9:03:36
c51,s24,7.114328,-73.103033,8:35:17,8:36:17,8:56:17,9:05:17
c52,s13,7.1200892,-73.1174482,8:37:23,8:38:13,8:48:13,8:59:23
