order_id,store_id,drop_off_lat,drop_off_lng,placement_time,preparation_time,ready_time,expected_drop_off_time
o1,s1,3.4694873,-76.4911204,0:10:53,0:11:57,0:29:57,0:32:53
o2,s2,3.4002251,-76.5273993,0:14:26,0:15:43,0:43:43,0:44:26
o3,s3,3.402862,-76.544571,0:19:12,0:19:49,0:29:49,0:49:12
o4,s4,3.467243,-76.524891,0:20:55,0:22:10,0:46:10,0:50:55
o5,s3,3.4037454,-76.5295232,0:28:32,0:29:08,0:39:08,0:58:32
o6,s5,3.423875,-76.533396,0:36:50,0:38:00,1:13:00,1:21:50
o7,s2,3.376118729,-76.52167516,0:37:29,0:38:56,1:06:56,1:07:29
o8,s5,3.4245496,-76.5275065,0:38:38,0:39:35,1:14:35,1:18:38
o9,s6,3.3845036,-76.5386841,0:44:05,0:47:04,1:17:04,1:13:05
o10,s7,3.400240672,-76.54398937,0:50:45,0:52:21,1:02:21,1:20:45
o11,s8,3.468417445,-76.50384776,0:55:14,0:56:26,1:40:26,1:30:14
o12,s7,3.4500452,-76.5382853,0:55:17,0:56:27,1:06:27,1:25:17
o13,s5,3.38024064,-76.51570346,1:00:50,1:02:11,1:37:11,1:45:50
o14,s7,3.4452022,-76.5549821,1:07:17,1:10:10,1:20:10,1:37:17
o15,s2,3.4002251,-76.5273993,1:24:08,1:25:28,1:59:28,1:54:08
o16,s9,3.460955488,-76.52769,2:56:33,2:57:51,3:21:51,3:26:33
o17,s10,3.370037475,-76.52303863,3:20:44,3:22:00,3:27:00,3:50:44
o18,s11,3.3978403,-76.5213343,3:31:25,3:32:56,3:52:56,4:01:25
o19,s11,3.4151171,-76.5155666,4:08:36,4:09:34,4:29:34,4:38:36
o20,s10,3.386351,-76.5149089,5:29:52,5:31:22,5:41:22,5:59:52
o21,s10,3.369237551,-76.52204186,5:56:19,5:57:26,6:02:26,6:26:19
o22,s12,3.451198,-76.551103,6:31:32,6:32:49,7:08:49,7:06:32
o23,s13,3.4008027,-76.5382219,6:40:01,6:41:25,7:01:25,7:07:01
o24,s14,3.467873619,-76.52960971,6:51:30,6:52:39,7:18:39,7:18:30
o25,s15,3.4905328,-76.5174825,6:54:29,6:55:55,7:20:55,7:22:29
o26,s15,3.485302,-76.513611,6:56:23,6:57:45,7:18:45,7:24:23
o27,s14,3.470135,-76.518539,6:56:50,6:57:55,7:23:55,7:23:50
o28,s14,3.457232,-76.535316,6:59:32,7:00:30,7:24:30,7:26:32
o29,s16,3.438622,-76.548253,7:01:59,7:03:21,7:18:21,7:31:59
o30,s16,3.4345727,-76.5293562,7:05:38,7:06:43,7:26:43,7:35:38
o31,s17,3.404432604,-76.52985547,7:05:51,7:06:57,7:37:57,7:42:51
o32,s18,3.516575,-76.515339,7:06:21,7:07:31,7:41:31,7:48:21
o33,s19,3.4610824,-76.5277945,7:09:01,7:10:30,8:00:30,7:39:01
o34,s20,3.39353,-76.529082,7:13:27,7:14:40,7:29:40,7:37:27
o35,s21,3.401305977,-76.5540215,7:14:42,7:16:19,7:41:19,7:44:42
o36,s22,3.460508345,-76.5301019,7:17:35,7:18:39,7:40:39,8:01:35
o37,s13,3.3961708,-76.5261751,7:20:01,7:21:14,7:41:14,7:47:01
o38,s16,3.435035662,-76.54609591,7:21:48,7:22:43,7:37:43,7:51:48
o39,s23,3.4371316,-76.5405842,7:25:29,7:27:24,7:48:24,7:55:29
o40,s24,3.450367,-76.548131,7:25:47,7:26:51,7:51:51,7:55:47
o41,s18,3.484349,-76.5248535,7:28:14,7:29:35,8:03:35,8:02:14
o42,s25,3.408677,-76.5351089,7:29:04,7:30:15,7:51:15,8:07:04
o43,s18,3.474355,-76.517694,7:31:25,7:32:53,8:06:53,8:05:25
o44,s26,3.458685,-76.537003,7:33:58,7:35:51,7:50:51,8:03:58
o45,s17,3.393070669,-76.52650137,7:34:40,7:35:59,7:50:59,8:06:40
o46,s17,3.385863128,-76.52975187,7:36:04,7:37:36,7:52:36,8:01:04
o47,s27,3.4196668,-76.5342055,7:37:42,7:38:50,8:26:50,8:05:42
o48,s19,3.400800936,-76.54602282,7:38:00,7:39:24,7:59:24,8:08:00
o49,s28,3.42995028,-76.54293425,7:42:25,7:44:02,7:57:02,8:12:25
o50,s14,3.462202082,-76.53150134,7:43:16,7:44:18,8:02:18,8:10:16
o51,s16,3.437457,-76.527306,7:44:53,7:46:07,8:06:07,8:14:53
o52,s15,3.4838894,-76.5278392,7:45:18,7:46:10,7:56:10,8:12:18
o53,s28,3.423138,-76.541895,7:48:13,7:49:32,8:02:32,8:18:13
o54,s17,3.376848187,-76.52748909,7:51:18,7:52:52,8:14:52,8:23:18
o55,s12,3.468284,-76.520095,7:55:04,7:56:24,8:12:24,8:30:04
o56,s15,3.480806886,-76.51047651,7:57:46,7:58:46,8:15:46,8:28:46
o57,s27,3.4159916,-76.537743,7:57:49,7:58:55,8:45:55,8:25:49
o58,s24,3.455343,-76.547388,7:57:58,7:59:32,8:29:32,8:30:58
o73,s29,3.364356,-76.527092,8:01:36,8:02:54,8:11:54,8:31:36
o74,s17,3.382935917,-76.52975656,8:02:38,8:04:09,8:33:09,8:34:38
o75,s26,3.4489442,-76.5387597,8:02:43,8:03:49,8:18:49,8:32:43
o76,s25,3.3997637,-76.5495676,8:03:02,8:04:21,8:25:21,8:43:02
o77,s30,3.452058,-76.544124,8:03:53,8:04:43,8:24:43,8:37:53
o78,s25,3.380587716,-76.54128805,8:06:06,8:07:20,8:37:20,8:51:06
o79,s31,3.489963,-76.520869,8:08:06,8:09:12,8:33:12,8:38:06
o80,s32,3.418384,-76.533492,8:09:02,8:09:39,8:15:39,8:39:02
o81,s33,3.4573113,-76.5533409,8:09:39,8:10:43,8:41:43,8:31:39
o82,s27,3.4311256,-76.5437377,8:10:05,8:11:09,9:00:09,8:35:05
o83,s34,3.453166,-76.533229,8:12:23,8:13:45,8:28:45,8:42:23
o84,s29,3.3814288,-76.5159496,8:12:27,8:13:30,8:22:30,8:42:27
o85,s18,3.4837017,-76.4961001,8:13:27,8:14:38,8:48:38,8:55:27
o86,s35,3.3824028,-76.5257477,8:13:42,8:16:58,9:16:58,8:40:42
o87,s32,3.430477,-76.545014,8:14:12,8:14:50,8:25:50,8:44:12
o88,s24,3.432624,-76.551904,8:15:08,8:16:18,8:26:18,8:48:08
o89,s26,3.4543393,-76.5202068,8:15:16,8:16:21,8:36:21,8:45:16
o90,s33,3.463197481,-76.52871108,8:15:46,8:16:49,8:48:49,8:37:46
o91,s29,3.370972,-76.516894,8:16:51,8:18:47,8:27:47,8:46:51
o93,s26,3.4660044,-76.5138906,8:18:25,8:19:37,8:39:37,8:48:25
o92,s36,3.502469,-76.501139,8:18:25,8:19:29,8:59:29,8:48:25
o94,s35,3.408653,-76.528659,8:18:36,8:21:02,9:21:02,8:54:36
o95,s37,3.397429,-76.5460809,8:18:40,8:24:33,8:29:33,8:48:40
o96,s33,3.454058,-76.545646,8:19:18,8:20:22,8:51:22,8:41:18
o97,s26,3.444477,-76.553091,8:19:29,8:20:47,8:40:47,8:49:29
o98,s25,3.3946658,-76.5288621,8:20:12,8:21:14,8:51:14,8:58:12
o99,s35,3.3788185,-76.539962,8:20:17,8:21:20,9:21:20,8:55:17
o100,s17,3.3648557,-76.5117482,8:21:49,8:23:13,8:44:13,8:58:49
o101,s29,3.350113,-76.5409518,8:21:52,8:23:18,8:38:18,8:51:52
o102,s38,3.367515535,-76.53368097,8:22:12,8:23:17,8:47:17,8:52:12
o103,s32,3.430477,-76.545014,8:22:55,8:23:30,8:33:30,8:52:55
o104,s29,3.399485,-76.547907,8:24:38,8:26:38,8:46:38,8:54:38
o105,s25,3.3988837,-76.5413773,8:25:09,8:26:13,8:47:13,9:03:09
o106,s31,3.488909,-76.511613,8:25:30,8:26:36,8:49:36,8:55:30
o107,s13,3.396429596,-76.52899515,8:27:42,8:28:25,8:48:25,8:54:42
o108,s12,3.462244919,-76.5282733,8:28:46,8:29:38,8:45:38,8:53:46
o109,s19,3.438617,-76.548352,8:28:51,8:30:07,9:35:07,8:58:51
o110,s25,3.4014579,-76.5460377,8:30:41,8:31:49,8:52:49,9:10:41
o111,s29,3.365451,-76.51666,8:31:45,8:33:29,8:53:29,9:01:45
o112,s39,3.489881,-76.511826,8:32:31,8:33:41,8:55:41,9:02:31
o113,s40,3.414573,-76.553729,8:34:04,8:35:08,8:45:08,9:04:04
o114,s41,3.4153447,-76.5444108,8:34:59,8:36:21,8:42:21,9:08:59
o115,s32,3.4218821,-76.5473309,8:36:38,8:37:23,8:48:23,9:06:38
o116,s29,3.333702,-76.533783,8:37:07,8:39:09,8:59:09,9:07:07
o117,s7,3.456317998,-76.53553605,8:37:11,8:39:14,8:44:14,9:07:11
o118,s7,3.435461,-76.544605,8:37:34,8:39:20,8:44:20,9:07:34
o119,s16,3.428534602,-76.53774418,8:40:27,8:41:38,8:56:38,9:10:27
o120,s36,3.4781577,-76.5173994,8:41:13,8:42:29,9:22:29,9:11:13
o121,s42,3.4957716,-76.5216062,8:43:10,8:46:29,9:22:29,9:19:10
o122,s43,3.43708152,-76.54468104,8:43:40,8:45:29,9:10:29,9:13:40
o123,s44,3.49066819,-76.52521458,8:44:14,8:51:41,9:01:41,9:19:14
o124,s15,3.490214,-76.522197,8:44:59,8:46:13,9:02:13,9:11:59
o125,s44,3.479777,-76.526978,8:45:01,8:51:39,9:01:39,9:20:01
o126,s45,3.490499,-76.500874,8:45:10,8:46:57,9:06:57,9:35:10
o127,s17,3.3787828,-76.5213477,8:46:18,8:47:13,9:01:13,9:18:18
o128,s46,3.378802,-76.518747,8:46:55,8:50:31,9:05:31,9:16:55
o129,s16,3.419601387,-76.53318945,8:48:00,8:49:06,9:04:06,9:18:00
o130,s7,3.463067,-76.533296,8:49:23,8:51:15,8:56:15,9:19:23
o131,s47,3.4479079,-76.5537464,8:49:47,8:51:01,9:24:01,9:10:47
o132,s18,3.484400767,-76.51564613,8:50:48,8:51:53,9:25:53,9:24:48
o133,s48,3.4735417,-76.5271697,8:51:43,8:57:37,9:02:37,9:21:43
o134,s45,3.4702747,-76.5003919,8:52:49,8:54:16,9:34:16,9:24:49
o135,s45,3.4725543,-76.4901394,8:52:50,8:54:38,9:24:38,9:29:50
o136,s24,3.449799757,-76.54009234,8:53:13,8:54:11,9:19:11,9:26:13
o137,s49,3.543283804,-76.30533205,8:53:26,8:54:13,9:06:13,9:23:26
o138,s33,3.449046,-76.533103,8:53:33,8:54:40,9:34:40,9:15:33
o139,s20,3.389829,-76.5454192,8:54:02,8:55:14,9:10:14,9:26:02
o140,s18,3.4784473,-76.5237629,8:54:13,8:55:07,9:29:07,9:28:13
o141,s50,3.4479079,-76.5537464,8:55:03,8:55:55,9:00:55,9:25:03
o142,s32,3.4426387,-76.5246175,8:57:14,8:58:04,9:08:04,9:27:14
