courier_id,vehicle,on_lat,on_lng,on_time,off_time
c1,bicycle,4.642497689,-74.07577068,0:00:04,22:52:04
c2,motorcycle,4.723033384,-74.04630929,0:00:04,23:36:04
c3,bicycle,4.697240062,-74.04553682,0:00:04,22:52:05
c4,motorcycle,4.557784773,-74.11327332,0:00:04,22:48:04
c5,motorcycle,4.729872062,-74.04541343,0:00:04,23:31:03
c6,motorcycle,4.731684387,-74.04528469,0:00:04,23:58:03
c7,walking,4.716944984,-74.1051355,0:00:04,20:27:19
c8,motorcycle,4.589136739,-74.11206633,0:00:04,0:52:02
c9,bicycle,4.624166585,-74.07212824,0:00:04,23:55:03
c10,motorcycle,4.727007827,-74.06505793,0:00:04,23:52:03
c11,motorcycle,4.679768229,-74.04768258,0:00:04,23:58:03
c12,motorcycle,4.730979735,-74.02700812,0:00:04,4:07:00
c13,bicycle,4.757036668,-74.09389704,0:00:04,23:29:04
c14,bicycle,4.657916397,-74.11446959,0:00:04,23:40:04
c15,motorcycle,4.767963851,-74.05080467,0:00:04,4:02:00
c16,walking,4.592857709,-74.1558668,0:00:04,23:58:03
c17,bicycle,4.749579519,-74.04797226,0:00:04,16:45:18
c18,bicycle,4.515738818,-74.11402971,0:00:04,22:22:07
c19,bicycle,4.732741366,-74.09720689,0:00:04,21:23:12
c20,motorcycle,4.67975302,-74.0447107,0:00:04,16:37:17
c21,motorcycle,4.70134631,-74.04931337,0:00:04,23:58:03
c22,bicycle,4.555726579,-74.13639933,0:00:04,20:13:20
c23,bicycle,4.755764238,-74.07844216,0:00:04,21:37:11
c24,motorcycle,4.679971006,-74.04814392,0:00:04,23:58:03
c25,bicycle,4.578546674,-74.10140187,0:00:04,2:43:01
c26,motorcycle,4.722199461,-74.04640049,0:00:04,2:34:01
c27,bicycle,4.727912722,-74.0641138,0:00:04,23:58:03
c28,motorcycle,4.661878167,-74.06611472,0:00:04,22:16:09
c29,motorcycle,4.741909453,-74.03620809,0:00:04,22:21:08
c30,bicycle,4.671591218,-74.09707814,0:00:04,23:58:03
c31,motorcycle,4.663459833,-74.11707669,0:00:04,23:58:03
c32,bicycle,4.743394799,-74.05865282,0:00:04,22:11:11
c33,walking,4.686277393,-74.05186146,0:00:04,23:58:03
c34,motorcycle,4.583864519,-74.07040626,0:00:04,0:02:03
c35,motorcycle,4.627859674,-74.06600744,0:00:04,23:58:03
c36,bicycle,4.663224104,-74.05704349,0:00:04,20:27:20
c37,motorcycle,4.739534419,-74.03333813,0:00:04,23:58:03
c38,walking,4.636966927,-74.06997174,0:00:04,22:57:05
c39,bicycle,4.737871642,-74.08443958,0:00:04,22:52:05
c40,bicycle,4.548563457,-74.10956115,0:00:04,23:58:03
c41,motorcycle,4.632323318,-74.06645268,0:00:04,0:22:03
c42,car,4.688211385,-74.06029969,0:00:04,23:50:03
c43,motorcycle,4.668782747,-74.12822932,0:00:04,23:58:03
c44,motorcycle,4.588135524,-74.07732099,0:00:04,23:11:04
c45,walking,4.582908929,-74.075481,0:00:04,21:34:16
c46,bicycle,4.718929671,-74.04679745,0:00:04,23:58:03
c47,bicycle,4.634130574,-74.07695085,0:00:04,23:57:03
c48,bicycle,4.746674728,-74.04444784,0:00:04,20:13:22
c49,motorcycle,4.663284937,-74.11750048,0:00:04,23:52:03
c50,walking,4.644621785,-74.10281271,0:00:04,18:56:21
c51,motorcycle,4.624265439,-74.07223552,0:00:04,23:57:03
c52,motorcycle,4.65257574,-74.06625956,0:00:04,21:24:11
c53,motorcycle,4.657584349,-74.11451787,0:00:04,23:58:03
c54,motorcycle,4.730394214,-74.06945676,0:00:04,23:52:03
c55,bicycle,4.689747426,-74.08612937,0:00:04,13:48:26
c56,motorcycle,4.701397004,-74.04933482,0:00:04,23:53:03
c57,motorcycle,4.717910713,-74.0687862,0:00:04,23:58:03
c58,bicycle,4.736741156,-74.09618765,0:00:04,14:29:25
c59,motorcycle,4.723722828,-74.046202,0:00:04,23:58:03
c60,motorcycle,4.663226638,-74.05730635,0:00:04,22:45:05
c61,motorcycle,4.541701967,-74.11340743,0:00:04,9:53:15
c62,motorcycle,4.743668549,-74.06303555,0:00:04,23:58:03
c63,motorcycle,4.672181808,-74.12507504,0:00:04,1:03:02
c64,motorcycle,4.640974321,-74.15609211,0:00:04,15:37:22
c65,car,4.680642707,-74.08846289,0:00:04,19:11:21
c66,bicycle,4.697176694,-74.04541343,0:00:04,22:19:07
c67,car,4.658349835,-74.06285852,0:00:04,23:58:03
c68,bicycle,4.722683593,-74.04670626,0:00:04,20:14:20
c69,motorcycle,4.626293216,-74.08155888,0:00:04,23:58:03
c70,motorcycle,4.593813299,-74.15604919,0:00:04,3:23:00
c71,bicycle,4.74188664,-74.09533471,0:00:04,23:58:03
c72,motorcycle,4.600971352,-74.19935077,0:00:04,6:24:00
c73,motorcycle,4.658058342,-74.11506504,0:00:04,23:56:03
c74,bicycle,4.642540779,-74.13671583,0:00:04,2:13:01
c75,motorcycle,4.701855789,-74.0490827,0:00:04,23:58:03
c76,bicycle,4.7372481,-74.08343643,0:00:04,23:58:03
c77,walking,4.662281187,-74.11670655,0:00:04,23:58:03
c78,motorcycle,4.705125579,-74.04902905,0:00:04,23:46:03
c79,walking,4.640333037,-74.06210214,0:00:04,23:57:03
c80,bicycle,4.639821023,-74.0633896,0:00:04,2:09:01
c81,motorcycle,5.019104024,-73.9715454,0:00:04,23:58:03
c82,bicycle,4.754882155,-74.04641658,0:00:04,19:27:21
c83,bicycle,4.623200856,-74.07138258,0:00:04,14:41:23
c84,bicycle,4.671720489,-74.11455542,0:00:04,22:23:07
c85,motorcycle,4.640705641,-74.20045584,0:00:04,17:55:20
c86,car,4.595283438,-74.08617765,0:00:04,2:50:01
c87,bicycle,4.680006492,-74.04767722,0:00:04,23:42:04
c88,bicycle,4.685676664,-74.05333132,0:00:04,23:58:03
c89,motorcycle,4.663173409,-74.11755413,0:00:04,23:58:03
c90,motorcycle,4.66625563,-74.05620128,0:00:04,23:31:03
c91,bicycle,4.632493144,-74.06598598,0:00:04,23:58:03
c92,motorcycle,4.571637024,-74.1570738,0:00:04,17:31:20
c93,motorcycle,4.587240767,-74.169707,0:00:04,0:29:03
c94,bicycle,4.736353344,-74.10923392,0:00:04,23:58:03
c95,bicycle,4.69716402,-74.0452525,0:00:04,23:58:03
c96,bicycle,4.747896464,-74.12181348,0:00:04,21:25:11
c97,motorcycle,4.657698411,-74.11466807,0:00:04,23:45:03
c98,bicycle,4.730675568,-74.02849942,0:00:04,21:25:11
c99,motorcycle,4.686622115,-74.07528251,0:00:04,1:04:02
c100,motorcycle,4.629819013,-74.2007938,0:00:04,18:53:20
c101,motorcycle,4.741673723,-74.04128283,0:00:04,23:28:04
c102,motorcycle,4.754354933,-74.03795153,0:00:04,23:46:03
c103,bicycle,4.702094053,-74.04929191,0:00:04,3:29:00
c104,bicycle,4.644292271,-74.15004104,0:00:04,23:35:04
c105,motorcycle,4.68139552,-74.07791644,0:00:04,20:56:15
c106,bicycle,4.741577404,-74.11511868,0:00:04,23:58:03
c107,bicycle,4.642236612,-74.07554001,0:00:04,23:05:05
c108,motorcycle,4.624265439,-74.07169372,0:00:04,23:33:04
c109,motorcycle,4.625066411,-74.06599671,0:00:04,1:50:01
c110,motorcycle,4.622911898,-74.07133967,0:00:04,23:58:03
c111,motorcycle,4.701995198,-74.04954404,0:00:04,23:50:03
c112,bicycle,4.698773568,-74.03991491,0:00:04,23:58:03
c113,walking,4.61467152,-74.06929582,0:00:04,19:27:24
c114,motorcycle,4.671902989,-74.12646443,0:00:04,23:16:05
c115,motorcycle,4.705186412,-74.04895931,0:00:04,0:08:03
c116,motorcycle,4.62048617,-74.19335335,0:00:04,9:22:08
c117,motorcycle,4.72984418,-74.03241009,0:00:04,23:45:03
c118,motorcycle,4.620612906,-74.12577778,0:00:04,23:58:03
c119,motorcycle,4.722962412,-74.04653996,0:00:04,13:17:24
c120,bicycle,4.70193183,-74.04928654,0:00:04,23:58:03
c121,bicycle,4.722896509,-74.0465346,0:00:04,12:35:18
c122,motorcycle,4.591727224,-74.17474955,0:00:04,23:58:03
c123,bicycle,4.739329106,-74.01921898,0:00:04,21:38:10
c124,bicycle,4.604791177,-74.09525424,0:00:04,23:58:03
