store_id,pick_up_lat,pick_up_lng
s1,4.663759111,-74.11764028
s2,4.723084,-74.046563
s3,4.717173,-74.069236
s4,4.744555606,-74.04316493
s5,4.697464,-74.09625
s6,4.653645,-74.067395
s7,4.663853,-74.057154
s8,4.698791,-74.051441
s9,4.702455,-74.049451
s10,4.731749273,-74.04502975
s11,4.64867,-74.059986
s12,4.680183914,-74.04817659
s13,4.610415,-74.093767
s14,4.658195,-74.057514
s15,4.6635,-74.122968
s16,4.720375225,-74.03881204
s17,4.695621644,-74.05056799
s18,4.722765,-74.068995
s19,4.639833,-74.136866
s20,4.623345,-74.072058
s21,4.697331,-74.046349
s22,4.604403,-74.153512
s23,4.592725225,-74.15548236
s24,4.72226,-74.0435
s25,4.652960063,-74.10849218
s26,4.718036,-74.068718
s27,4.705645,-74.053162
s28,4.675992,-74.048853
s29,4.7317634,-74.0452257
s30,4.638433852,-74.0703937
s31,4.650013,-74.059962
s32,4.619159,-74.0655851
s33,4.644214,-74.120212
s34,4.642810537,-74.13914999
s35,4.642966,-74.073849
s36,4.615052,-74.0693842
s37,4.725080045,-74.03196631
s38,4.640618975,-74.07139754
s39,4.636994,-74.1398384
s40,4.639963,-74.063405
s41,4.65565,-74.059637
s42,4.693907,-74.089383
s43,4.625076532,-74.06804311
s44,4.726914154,-74.05009919
s45,4.636073,-74.064224
s46,4.671387,-74.140928
s47,4.680976,-74.042359
s48,4.64102,-74.062154
s49,4.647915,-74.060253
s50,4.6990269,-74.0511768
s51,4.648296,-74.060162
s52,4.696226,-74.092335
s53,4.725497,-74.037907
s54,4.670656,-74.097238
s55,4.63974,-74.136894
s56,4.658167,-74.057496
s57,4.64458045,-74.06173554
s58,4.709948,-74.105878
s59,4.678790089,-74.04537519
s60,4.673501,-74.051546
s61,4.63545,-74.063822
s62,4.744555606,-74.04316493
s63,4.644232,-74.120213
s64,4.741483,-74.04636
s65,4.654323,-74.115766
s66,4.5792116,-74.1277153
s67,4.705652,-74.053164
s68,4.623399,-74.072006
s69,4.624255,-74.076433
s70,4.734791,-74.086114
s71,4.680202627,-74.04817927
s72,4.617425,-74.071957
s73,4.674807,-74.048516
